run_id,budget,performance,hp_config.buffer_batch_size,hp_config.buffer_prio_sampling,hp_config.buffer_size,hp_config.learning_rate,hp_config.learning_starts,hp_config.reward_scale,hp_config.use_target_network,hp_config.buffer_alpha,hp_config.buffer_beta,hp_config.buffer_epsilon,hp_config.tau,seed
0,5000000,-1243.619384765625,1024,False,1205934,0.0005301709347576,6941,1.9578897201213,True,,,,0.7938077877018379,9
1,5000000,-1015.2926025390624,1024,False,1851270,2.265584636656665e-06,1427,0.1097581541938015,False,,,,,9
2,5000000,-1163.469482421875,1024,False,237451,0.0015834527427829,2348,7.750644796341911,False,,,,,9
3,5000000,-1136.0230712890625,1024,True,1235663,0.0011494196400307,10108,7.71784686211806,False,0.3659128215680481,0.442661634261348,3.0772018129755767e-06,,9
4,5000000,-3354.48388671875,2048,False,421573,4.411959206764395e-06,5168,0.5338528208876635,False,,,,,9
5,5000000,-1910.447509765625,512,False,507348,0.0002145625214968,4004,0.2079405399213931,True,,,,0.3750379189543544,9
6,5000000,-1577.64013671875,2048,True,1676056,3.023375152147209e-06,15999,0.8655704137361813,False,0.6087970645475955,0.7418709436043187,1.5701421102720564e-09,,9
7,5000000,-2110.53369140625,512,True,238357,3.889698119911192e-05,6787,0.1343677338411073,False,0.5709354396645094,0.272735596030051,4.132760779522894e-07,,9
8,5000000,-1657.9345703125,1024,False,637836,0.0021729608403132,2159,2.7080358427157667,True,,,,0.8306506289251895,9
9,5000000,-984.185546875,512,False,540763,0.0047420934769502,15765,0.3144171936359528,False,,,,,9
10,5000000,-622.454345703125,1024,False,1399266,3.070327866275443e-05,13334,0.6208854487201751,False,,,,,9
11,5000000,-3572.31494140625,1024,False,1288345,0.000131605864636,9935,0.1092411835137167,True,,,,0.4344810139363085,9
12,5000000,-1457.855224609375,512,True,1140370,0.0009002514016924,9410,2.024890951657204,False,0.4371042510796342,0.8975811298925523,6.88350053079773e-08,,9
13,5000000,-626.4608764648438,2048,False,1408081,3.170548759667372e-06,15065,2.682147139713119,False,,,,,9
14,5000000,-1521.312255859375,512,False,1614836,0.0007006541409329,6671,0.1375099078102485,False,,,,,9
15,5000000,-3616.24462890625,2048,True,720611,0.0044663506078014,2812,1.10172502026761,True,0.207996559647436,0.0283365765160078,9.300119239139805e-06,0.2316854411797763,9
16,5000000,-430.9851989746094,1024,False,1409132,1.4427618420965211e-06,2698,1.7496726491829129,False,,,,,9
17,5000000,-1450.245361328125,1024,False,624594,9.797275285054146e-05,3438,0.2357143440932748,False,,,,,9
18,5000000,-3100.9091796875,512,True,624296,0.0030319179490881,6189,0.2286690329494201,True,0.0765771351486161,0.6825988457635817,1.8555993972685426e-07,0.541213418997635,9
19,5000000,-1784.315673828125,2048,False,434596,0.0020672405509021,4314,0.1099770329950567,False,,,,,9
20,5000000,-667.345458984375,1024,False,547828,0.0097776428479831,3041,8.046060873238961,False,,,,,9
21,5000000,-3099.9296875,512,False,52323,1.0898089675699015e-05,6958,0.5601959447767406,True,,,,0.1263565374024127,9
22,5000000,-1705.05859375,1024,True,1434010,9.556492296146e-05,9264,0.2325732021462238,True,0.493175717842465,0.362056610471456,5.036858219677776e-05,0.7676720012688956,9
23,5000000,-1596.802978515625,2048,False,167783,0.0005767164638164,9576,8.392140711648048,True,,,,0.9302340236242688,9
24,5000000,-264.3409423828125,2048,False,564196,0.0008551667979262,1047,0.935955480969152,False,,,,,9
25,5000000,-1616.8372802734375,2048,False,1598611,0.0014198409065696,14325,0.3855143682728618,False,,,,,9
26,5000000,-2036.0858154296875,2048,True,995297,0.0015752974935162,6039,0.1878453908916085,False,0.1979494327837304,0.5162057927209914,1.3230770762334396e-08,,9
27,5000000,-153.46759033203125,2048,False,1921710,0.0341018151613252,12682,0.4637568142975963,True,,,,0.062892909968957,9
28,5000000,-1044.0341796875,2048,True,1541397,5.429167329237188e-06,1302,0.1510796842421526,False,0.2529135377543163,0.4263340720132975,6.121304118151216e-07,,9
