run_id,budget,performance,hp_config.clip_eps,hp_config.ent_coef,hp_config.gae_lambda,hp_config.learning_rate,hp_config.max_grad_norm,hp_config.minibatch_size,hp_config.normalize_advantage,hp_config.vf_clip_eps,hp_config.vf_coef,seed
0,50000000,2.423405536836527e+21,0.2744067519636624,0.3575946831862097,0.9204923988767216,0.0005301709347576,0.4236547993389047,1024,True,0.4458865003910399,0.9636627605010292,9
1,50000000,2.423405536836527e+21,0.1917207594128888,0.3958625190413323,0.9057260944586056,0.0006921859910208,0.925596638292661,512,True,0.0101091987201628,0.832619845547938,9
2,50000000,2.423405536836527e+21,0.3890783754749252,0.4350060741234096,0.9956258066123296,0.0099035938412811,0.4614793622529318,2048,True,0.3199605106637619,0.1433532874090464,9
3,50000000,2.423405536836527e+21,0.4723344585247919,0.2609241608750358,0.8828909218041057,2.1027036109989307e-05,0.7742336894342167,1024,False,0.0093949002181775,0.6176354970758771,9
4,50000000,2.423405536836527e+21,0.3060478613612107,0.3084669984373784,0.9886552408950734,0.0025650834317709,0.359507900573786,1024,False,0.0301127358146349,0.6667667154456677,9
5,50000000,2.423405536836527e+21,0.3353189348090797,0.1051912805369204,0.8257723669012053,3.7769545138788986e-05,0.3637107709426226,1024,True,0.4941869190296131,0.102044810748028,9
6,50000000,-1845.5676,0.1044383780474173,0.0806547589424981,0.9305563542605332,1.846962223200756e-05,0.4663107728563063,512,True,0.0551875705821525,0.6563295894652734,9
7,50000000,1418555.0,0.0690914756743069,0.0982911808400267,0.8737081616151268,0.0127340382263472,0.0971012757930612,2048,True,0.4882297325066979,0.4686512016477016,9
8,50000000,29.748325,0.4883805440951685,0.302422759872523,0.9477787895217205,1.5701421102720535e-06,0.2828069625764096,512,True,0.059363859477122,0.317983179393976,9
9,50000000,2.423405536836527e+21,0.2071314972573349,0.0320737481743921,0.938425176662067,0.0006807807563467,0.2653894909394454,1024,True,0.2879732477780896,0.929296197576214,9
10,50000000,-3395.5928,0.1592844762256618,0.3337051899818408,0.826346392694638,0.0038162429990899,0.2894060929472011,512,False,0.0100537730937467,0.8289400292173631,9
11,50000000,2.423405536836527e+21,0.0023477380962735,0.338908268398115,0.8539745938411137,0.0047420934769502,0.9621885451174382,512,False,0.2960209656359195,0.5722519057908734,9
12,50000000,7.3010406,0.1115408163203091,0.4763745057584925,0.8893803631856637,0.0170625274218001,0.6994792753175043,512,False,0.1982528704234923,0.8811031971111616,9
13,50000000,268347.62,0.2906364363179293,0.4408676809274264,0.9384370648565454,0.004229328306806,0.5013243819267023,2048,False,0.2119275242790898,0.6063932141279244,9
14,50000000,-43.13313,0.0095965991546667,0.1507874083372746,0.9319686901447878,2.820902242356035e-05,0.6180154289988415,1024,True,0.1491411629780153,0.5699649107012649,9
15,50000000,2.423405536836527e+21,0.2954363806240866,0.2871626244247894,0.930574843889441,0.0018218656600978,0.4314184354339739,2048,True,0.2179324626328134,0.8919233550156721,9
16,50000000,2.423405536836527e+21,0.4030969945230429,0.3519442917701831,0.820035354773729,0.0395742842383493,0.7142412995491114,2048,True,0.4340630286841071,0.1624929346763748,9
17,50000000,5710432.0,0.3077797821419221,0.0619099914247207,0.9695168450415148,0.0108791457125322,0.5691007386145933,1024,True,0.3487143865722818,0.4535426826780688,9
