config_id,budget,performance,hp_config.buffer_alpha,hp_config.buffer_batch_size,hp_config.buffer_beta,hp_config.buffer_epsilon,hp_config.buffer_prio_sampling,hp_config.initial_epsilon,hp_config.learning_rate,hp_config.learning_starts,hp_config.target_epsilon,hp_config.target_update_interval,optimisation_seed,seed
0,10000.0,-87.328125,1.0,256,1.0,0.0004706081405,True,0.5,0.1,1414,0.1099784451342,1,0,0
0,10000.0,-88.72656,1.0,256,1.0,0.0004706081405,True,0.5,0.1,1414,0.1099784451342,1,0,1
0,10000.0,-86.96094,1.0,256,1.0,0.0004706081405,True,0.5,0.1,1414,0.1099784451342,1,0,2
1,10000.0,-85.3125,0.6859418803094,128,0.589824,4.6658722e-06,True,0.9054984195912,0.0003276157009,808,0.1866000079925,37,0,0
1,10000.0,-500.0,0.6859418803094,128,0.589824,4.6658722e-06,True,0.9054984195912,0.0003276157009,808,0.1866000079925,37,0,1
1,10000.0,-85.5625,0.6859418803094,128,0.589824,4.6658722e-06,True,0.9054984195912,0.0003276157009,808,0.1866000079925,37,0,2
2,10000.0,-91.99219,0.4194410851828,256,0.2107267991334,2.59108534e-05,False,0.5,1.4105402e-06,1389,0.1243700694098,48,0,0
2,10000.0,-104.828125,0.4194410851828,256,0.2107267991334,2.59108534e-05,False,0.5,1.4105402e-06,1389,0.1243700694098,48,0,1
2,10000.0,-94.86719,0.4194410851828,256,0.2107267991334,2.59108534e-05,False,0.5,1.4105402e-06,1389,0.1243700694098,48,0,2
3,10000.0,-500.0,0.6232058724534,128,0.8,1.50765776e-05,True,0.9017918250357,0.0045053535451,614,0.0193426749243,90,0,0
3,10000.0,-500.0,0.6232058724534,128,0.8,1.50765776e-05,True,0.9017918250357,0.0045053535451,614,0.0193426749243,90,0,1
3,10000.0,-500.0,0.6232058724534,128,0.8,1.50765776e-05,True,0.9017918250357,0.0045053535451,614,0.0193426749243,90,0,2
4,10000.0,-103.08594,0.7437986023303,128,0.2665664922307,0.000179875531,False,0.9904247049314,0.0770022914654,1455,0.1793048171087,33,0,0
4,10000.0,-98.11719,0.7437986023303,128,0.2665664922307,0.000179875531,False,0.9904247049314,0.0770022914654,1455,0.1793048171087,33,0,1
4,10000.0,-90.296875,0.7437986023303,128,0.2665664922307,0.000179875531,False,0.9904247049314,0.0770022914654,1455,0.1793048171087,33,0,2
5,10000.0,-500.0,0.0260444094698,64,0.884736,4.198632e-07,True,0.5463726311368,0.0064579335743,500,0.092924774251,1,0,0
5,10000.0,-500.0,0.0260444094698,64,0.884736,4.198632e-07,True,0.5463726311368,0.0064579335743,500,0.092924774251,1,0,1
5,10000.0,-500.0,0.0260444094698,64,0.884736,4.198632e-07,True,0.5463726311368,0.0064579335743,500,0.092924774251,1,0,2
6,10000.0,-500.0,1.0,64,0.5262291988111,1.793959e-07,False,0.6892796596541,9.17493157e-05,607,0.0751551246946,99,0,0
