config_id,budget,performance,hp_config.buffer_alpha,hp_config.buffer_batch_size,hp_config.buffer_beta,hp_config.buffer_epsilon,hp_config.buffer_prio_sampling,hp_config.learning_rate,hp_config.learning_starts,hp_config.reward_scale,hp_config.tau,optimisation_seed,seed
0,2000.0,-1222.191741962657,1.0,512,0.2248721339693,6.1135e-09,True,3.20474394e-05,8017,0.3732230628284,0.6127198859992,0,0
0,2000.0,-1164.2353290091028,1.0,512,0.2248721339693,6.1135e-09,True,3.20474394e-05,8017,0.3732230628284,0.6127198859992,0,1
0,2000.0,-1268.052120762327,1.0,512,0.2248721339693,6.1135e-09,True,3.20474394e-05,8017,0.3732230628284,0.6127198859992,0,2
1,2000.0,-1222.191741962657,0.4654433391407,256,0.0818392410338,3.186855e-07,True,2.4213112e-06,7495,0.6609578302179,0.1121302279616,0,0
1,2000.0,-1164.2353290091028,0.4654433391407,256,0.0818392410338,3.186855e-07,True,2.4213112e-06,7495,0.6609578302179,0.1121302279616,0,1
1,2000.0,-1268.052120762327,0.4654433391407,256,0.0818392410338,3.186855e-07,True,2.4213112e-06,7495,0.6609578302179,0.1121302279616,0,2
2,2000.0,-1336.1860759760216,0.3765740407618,1024,0.2916527046566,1.37325913e-05,False,3.4506701e-05,5583,8.1705901678598,0.8715630969341,0,0
2,2000.0,-1211.614495837024,0.3765740407618,1024,0.2916527046566,1.37325913e-05,False,3.4506701e-05,5583,8.1705901678598,0.8715630969341,0,1
2,2000.0,-1449.215020408595,0.3765740407618,1024,0.2916527046566,1.37325913e-05,False,3.4506701e-05,5583,8.1705901678598,0.8715630969341,0,2
3,2000.0,-1222.191741962657,0.5137328804416,512,0.2981317235454,6.188586e-07,True,0.0034078330908,24,4.0685076542623,0.0161593389862,0,0
3,2000.0,-1164.2353290091028,0.5137328804416,512,0.2981317235454,6.188586e-07,True,0.0034078330908,24,4.0685076542623,0.0161593389862,0,1
3,2000.0,-1268.052120762327,0.5137328804416,512,0.2981317235454,6.188586e-07,True,0.0034078330908,24,4.0685076542623,0.0161593389862,0,2
4,2000.0,-1222.191741962657,0.4633112907033,256,0.5114723950117,1.2638166e-06,False,3.620539e-06,5464,9.5043616317508,0.096257407309,0,0
4,2000.0,-1164.2353290091028,0.4633112907033,256,0.5114723950117,1.2638166e-06,False,3.620539e-06,5464,9.5043616317508,0.096257407309,0,1
4,2000.0,-1268.052120762327,0.4633112907033,256,0.5114723950117,1.2638166e-06,False,3.620539e-06,5464,9.5043616317508,0.096257407309,0,2
5,2000.0,-1222.191741962657,0.7992364184221,512,0.0591435105477,0.0001,False,2.53941887e-05,4166,9.1602058666495,0.062737274823,0,0
5,2000.0,-1164.2353290091028,0.7992364184221,512,0.0591435105477,0.0001,False,2.53941887e-05,4166,9.1602058666495,0.062737274823,0,1
5,2000.0,-1268.052120762327,0.7992364184221,512,0.0591435105477,0.0001,False,2.53941887e-05,4166,9.1602058666495,0.062737274823,0,2
6,2000.0,-1222.191741962657,0.64,256,0.6732793810164,6.161475e-07,False,1.10592e-06,223,5.664254677965,0.3058565742604,0,0
6,2000.0,-1164.2353290091028,0.64,256,0.6732793810164,6.161475e-07,False,1.10592e-06,223,5.664254677965,0.3058565742604,0,1
6,2000.0,-1268.052120762327,0.64,256,0.6732793810164,6.161475e-07,False,1.10592e-06,223,5.664254677965,0.3058565742604,0,2
7,2000.0,-1222.191741962657,0.8399634013412,256,0.1038976251804,9.46249e-08,True,0.000860979726,5636,1.6951705438918,0.6223903265998,0,0
7,2000.0,-1164.2353290091028,0.8399634013412,256,0.1038976251804,9.46249e-08,True,0.000860979726,5636,1.6951705438918,0.6223903265998,0,1
7,2000.0,-1268.052120762327,0.8399634013412,256,0.1038976251804,9.46249e-08,True,0.000860979726,5636,1.6951705438918,0.6223903265998,0,2
8,2000.0,-1222.191741962657,0.2091989504868,1024,0.369758100324,0.0001,True,3.3032877e-06,3337,2.7531155431928,0.2842677723882,0,0
8,2000.0,-1164.2353290091028,0.2091989504868,1024,0.369758100324,0.0001,True,3.3032877e-06,3337,2.7531155431928,0.2842677723882,0,1
8,2000.0,-1268.052120762327,0.2091989504868,1024,0.369758100324,0.0001,True,3.3032877e-06,3337,2.7531155431928,0.2842677723882,0,2
9,2000.0,-1222.191741962657,0.1118630180232,512,0.5346691122566,1e-09,True,0.0104657471067,4794,0.4341146512647,0.4546892108157,0,0
9,2000.0,-1164.2353290091028,0.1118630180232,512,0.5346691122566,1e-09,True,0.0104657471067,4794,0.4341146512647,0.4546892108157,0,1
9,2000.0,-1268.052120762327,0.1118630180232,512,0.5346691122566,1e-09,True,0.0104657471067,4794,0.4341146512647,0.4546892108157,0,2
10,2000.0,-1222.191741962657,0.3938063931598,1024,0.5591176421484,2.4457e-08,False,0.0073523180596,3520,0.8614814272018,0.638307350437,0,0
10,2000.0,-1164.2353290091028,0.3938063931598,1024,0.5591176421484,2.4457e-08,False,0.0073523180596,3520,0.8614814272018,0.638307350437,0,1
10,2000.0,-1268.052120762327,0.3938063931598,1024,0.5591176421484,2.4457e-08,False,0.0073523180596,3520,0.8614814272018,0.638307350437,0,2
11,2000.0,-1222.191741962657,0.3311951991624,512,0.2591980340094,6.150351e-07,True,1.314297e-06,2227,2.2532334325764,0.3182678707354,0,0
11,2000.0,-1164.2353290091028,0.3311951991624,512,0.2591980340094,6.150351e-07,True,1.314297e-06,2227,2.2532334325764,0.3182678707354,0,1
11,2000.0,-1268.052120762327,0.3311951991624,512,0.2591980340094,6.150351e-07,True,1.314297e-06,2227,2.2532334325764,0.3182678707354,0,2
12,2000.0,-1222.191741962657,0.1315742823374,256,0.5343993389951,2.6517e-09,True,0.0001549859262,8192,0.7879357947324,0.185973145953,0,0
12,2000.0,-1164.2353290091028,0.1315742823374,256,0.5343993389951,2.6517e-09,True,0.0001549859262,8192,0.7879357947324,0.185973145953,0,1
12,2000.0,-1268.052120762327,0.1315742823374,256,0.5343993389951,2.6517e-09,True,0.0001549859262,8192,0.7879357947324,0.185973145953,0,2
13,2000.0,-1222.191741962657,0.3930678526354,512,0.3877595651644,2.114008e-07,False,0.0001454006474,3720,0.8293506118257,0.5174493278738,0,0
13,2000.0,-1164.2353290091028,0.3930678526354,512,0.3877595651644,2.114008e-07,False,0.0001454006474,3720,0.8293506118257,0.5174493278738,0,1
13,2000.0,-1268.052120762327,0.3930678526354,512,0.3877595651644,2.114008e-07,False,0.0001454006474,3720,0.8293506118257,0.5174493278738,0,2
14,2000.0,-1222.191741962657,0.8321215523894,256,0.5477162964643,1.8545e-09,True,2.66773829e-05,4067,0.2026544290471,0.2586784889431,0,0
14,2000.0,-1164.2353290091028,0.8321215523894,256,0.5477162964643,1.8545e-09,True,2.66773829e-05,4067,0.2026544290471,0.2586784889431,0,1
14,2000.0,-1268.052120762327,0.8321215523894,256,0.5477162964643,1.8545e-09,True,2.66773829e-05,4067,0.2026544290471,0.2586784889431,0,2
15,2000.0,-1222.191741962657,0.1976489619052,256,0.7678088677859,1.13225e-08,True,0.0353005827516,4764,0.5897073785682,0.586289035645,0,0
15,2000.0,-1164.2353290091028,0.1976489619052,256,0.7678088677859,1.13225e-08,True,0.0353005827516,4764,0.5897073785682,0.586289035645,0,1
15,2000.0,-1268.052120762327,0.1976489619052,256,0.7678088677859,1.13225e-08,True,0.0353005827516,4764,0.5897073785682,0.586289035645,0,2
16,2000.0,-1222.191741962657,0.8,1024,0.3858584253655,4.11983297e-05,False,0.0018704430985,7069,0.6240130053984,0.9935833453066,0,0
16,2000.0,-1164.2353290091028,0.8,1024,0.3858584253655,4.11983297e-05,False,0.0018704430985,7069,0.6240130053984,0.9935833453066,0,1
16,2000.0,-1268.052120762327,0.8,1024,0.3858584253655,4.11983297e-05,False,0.0018704430985,7069,0.6240130053984,0.9935833453066,0,2
17,2000.0,-1222.191741962657,0.2982728654555,256,0.0342874264779,1.6414198e-06,False,6.7504817e-05,4733,0.2530449440582,0.5216991541968,0,0
17,2000.0,-1164.2353290091028,0.2982728654555,256,0.0342874264779,1.6414198e-06,False,6.7504817e-05,4733,0.2530449440582,0.5216991541968,0,1
17,2000.0,-1268.052120762327,0.2982728654555,256,0.0342874264779,1.6414198e-06,False,6.7504817e-05,4733,0.2530449440582,0.5216991541968,0,2
18,2000.0,-1222.191741962657,0.6450895879804,1024,0.3962854641716,2.61453782e-05,False,0.0017814263643,1856,0.2132304702935,0.2229066079734,0,0
18,2000.0,-1164.2353290091028,0.6450895879804,1024,0.3962854641716,2.61453782e-05,False,0.0017814263643,1856,0.2132304702935,0.2229066079734,0,1
18,2000.0,-1268.052120762327,0.6450895879804,1024,0.3962854641716,2.61453782e-05,False,0.0017814263643,1856,0.2132304702935,0.2229066079734,0,2
19,2000.0,-1189.6945464115745,0.256409830174,1024,0.2188160575557,5.466471e-07,False,0.08,979,0.8530940083826,0.7031418586214,0,0
19,2000.0,-1168.0777533514474,0.256409830174,1024,0.2188160575557,5.466471e-07,False,0.08,979,0.8530940083826,0.7031418586214,0,1
19,2000.0,-1256.4348264921955,0.256409830174,1024,0.2188160575557,5.466471e-07,False,0.08,979,0.8530940083826,0.7031418586214,0,2
