config_id,budget,performance,hp_config.buffer_alpha,hp_config.buffer_batch_size,hp_config.buffer_beta,hp_config.buffer_epsilon,hp_config.buffer_prio_sampling,hp_config.initial_epsilon,hp_config.learning_rate,hp_config.learning_starts,hp_config.target_epsilon,hp_config.target_update_interval,optimisation_seed,seed
0,5000.0,172.22656,0.0909647662218,256,0.7658917623521,4.90847732e-05,True,0.8260721302822,0.0230766946394,793,0.0751597581771,36,0,0
0,5000.0,311.71094,0.0909647662218,256,0.7658917623521,4.90847732e-05,True,0.8260721302822,0.0230766946394,793,0.0751597581771,36,0,1
0,5000.0,297.8047,0.0909647662218,256,0.7658917623521,4.90847732e-05,True,0.8260721302822,0.0230766946394,793,0.0751597581771,36,0,2
1,5000.0,108.5625,0.7696208207825,256,0.3316141487911,5.44565495e-05,False,1.0,0.000275520241,323,0.0361915959613,43,0,0
1,5000.0,187.78906,0.7696208207825,256,0.3316141487911,5.44565495e-05,False,1.0,0.000275520241,323,0.0361915959613,43,0,1
1,5000.0,54.695312,0.7696208207825,256,0.3316141487911,5.44565495e-05,False,1.0,0.000275520241,323,0.0361915959613,43,0,2
2,5000.0,315.4297,0.3812920573837,128,0.3608638877426,1.06356606e-05,False,0.73728,0.0615017797544,2048,0.1460005876855,68,0,0
2,5000.0,431.60938,0.3812920573837,128,0.3608638877426,1.06356606e-05,False,0.73728,0.0615017797544,2048,0.1460005876855,68,0,1
2,5000.0,388.59375,0.3812920573837,128,0.3608638877426,1.06356606e-05,False,0.73728,0.0615017797544,2048,0.1460005876855,68,0,2
3,5000.0,34.65625,0.664043866573,64,0.3184849684891,4.1625923e-06,False,0.7523610535414,0.0097290239455,1572,0.009533891608,73,0,0
3,5000.0,180.21875,0.664043866573,64,0.3184849684891,4.1625923e-06,False,0.7523610535414,0.0097290239455,1572,0.009533891608,73,0,1
3,5000.0,96.49219,0.664043866573,64,0.3184849684891,4.1625923e-06,False,0.7523610535414,0.0097290239455,1572,0.009533891608,73,0,2
4,5000.0,164.79688,0.6453156192542,128,0.4947336107813,1e-07,False,0.8382083953946,0.006304070186,1275,0.1528767694184,25,0,0
