config_id,budget,performance,hp_config.buffer_alpha,hp_config.buffer_batch_size,hp_config.buffer_beta,hp_config.buffer_epsilon,hp_config.buffer_prio_sampling,hp_config.initial_epsilon,hp_config.learning_rate,hp_config.learning_starts,hp_config.target_epsilon,hp_config.target_update_interval,optimisation_seed,seed
0,1000000.0,183.20312,0.3148272198209,64,0.0826957882479,5.5439489e-06,True,0.8,0.000472979951,29312,0.109893735979,1401,0,0
0,1000000.0,366.79688,0.3148272198209,64,0.0826957882479,5.5439489e-06,True,0.8,0.000472979951,29312,0.109893735979,1401,0,1
0,1000000.0,357.6172,0.3148272198209,64,0.0826957882479,5.5439489e-06,True,0.8,0.000472979951,29312,0.109893735979,1401,0,2
1,1000000.0,393.16406,0.5212688798384,16,0.8588929391316,2.35727589e-05,False,0.5,0.01997080078,31716,0.04066165038,975,0,0
1,1000000.0,382.8125,0.5212688798384,16,0.8588929391316,2.35727589e-05,False,0.5,0.01997080078,31716,0.04066165038,975,0,1
1,1000000.0,318.9453,0.5212688798384,16,0.8588929391316,2.35727589e-05,False,0.5,0.01997080078,31716,0.04066165038,975,0,2
2,1000000.0,555.8594,0.8202614644226,16,0.588123080319,6.70342192e-05,True,0.5,3.991042e-06,27471,0.1457440401468,352,0,0
2,1000000.0,592.96875,0.8202614644226,16,0.588123080319,6.70342192e-05,True,0.5,3.991042e-06,27471,0.1457440401468,352,0,1
2,1000000.0,268.35938,0.8202614644226,16,0.588123080319,6.70342192e-05,True,0.5,3.991042e-06,27471,0.1457440401468,352,0,2
3,1000000.0,398.6328,0.280510960837,16,0.4613231376624,3.031506e-05,False,0.7476180615422,0.0020181452292,10690,0.0826129483537,487,0,0
3,1000000.0,362.89062,0.280510960837,16,0.4613231376624,3.031506e-05,False,0.7476180615422,0.0020181452292,10690,0.0826129483537,487,0,1
3,1000000.0,407.6172,0.280510960837,16,0.4613231376624,3.031506e-05,False,0.7476180615422,0.0020181452292,10690,0.0826129483537,487,0,2
4,1000000.0,0.0,0.6511526388909,16,0.5763468564488,6.745388e-07,True,0.5784692271676,0.0003018254991,5782,0.0735351436524,631,0,0
4,1000000.0,125.0,0.6511526388909,16,0.5763468564488,6.745388e-07,True,0.5784692271676,0.0003018254991,5782,0.0735351436524,631,0,1
4,1000000.0,0.0,0.6511526388909,16,0.5763468564488,6.745388e-07,True,0.5784692271676,0.0003018254991,5782,0.0735351436524,631,0,2
5,1000000.0,150.0,0.0763889159765,16,0.6404099870528,0.0001192817615,False,0.5,6.13393964e-05,3622,0.00144,1200,0,0
5,1000000.0,125.0,0.0763889159765,16,0.6404099870528,0.0001192817615,False,0.5,6.13393964e-05,3622,0.00144,1200,0,1
