config_id,budget,performance,hp_config.buffer_alpha,hp_config.buffer_batch_size,hp_config.buffer_beta,hp_config.buffer_epsilon,hp_config.buffer_prio_sampling,hp_config.initial_epsilon,hp_config.learning_rate,hp_config.learning_starts,hp_config.target_epsilon,hp_config.target_update_interval,optimisation_seed,seed
0,10000.0,-934.001,0.4841660065227,128,0.2207547854353,4.654385e-07,True,0.9626075086626,3.10739328e-05,309,0.0359316240486,85,0,0
0,10000.0,-135.44778,0.4841660065227,128,0.2207547854353,4.654385e-07,True,0.9626075086626,3.10739328e-05,309,0.0359316240486,85,0,1
0,10000.0,-574.51,0.4841660065227,128,0.2207547854353,4.654385e-07,True,0.9626075086626,3.10739328e-05,309,0.0359316240486,85,0,2
1,10000.0,-151.73483,0.1805659924983,64,0.4465196216846,1.3829135e-05,False,0.6541510092293,1.79015243e-05,1241,0.0951567661062,100,0,0
1,10000.0,-166.97661,0.1805659924983,64,0.4465196216846,1.3829135e-05,False,0.6541510092293,1.79015243e-05,1241,0.0951567661062,100,0,1
1,10000.0,-385.27008,0.1805659924983,64,0.4465196216846,1.3829135e-05,False,0.6541510092293,1.79015243e-05,1241,0.0951567661062,100,0,2
2,10000.0,-298.88953,0.01,64,0.5267895006374,2.66528016e-05,True,0.8503768015552,3.4340276e-06,317,0.1782790771665,11,0,0
2,10000.0,-153.19739,0.01,64,0.5267895006374,2.66528016e-05,True,0.8503768015552,3.4340276e-06,317,0.1782790771665,11,0,1
2,10000.0,-324.28375,0.01,64,0.5267895006374,2.66528016e-05,True,0.8503768015552,3.4340276e-06,317,0.1782790771665,11,0,2
3,10000.0,-361.90924,0.5845871829254,128,0.9133151597087,1.184221e-07,False,1.0,8.90993067e-05,1291,0.1882807049972,1,0,0
3,10000.0,-419.04318,0.5845871829254,128,0.9133151597087,1.184221e-07,False,1.0,8.90993067e-05,1291,0.1882807049972,1,0,1
3,10000.0,-197.00252,0.5845871829254,128,0.9133151597087,1.184221e-07,False,1.0,8.90993067e-05,1291,0.1882807049972,1,0,2
4,10000.0,-557.95776,0.285774334641,64,0.5393921614648,2.38511072e-05,False,0.507236339141,0.034904830758,63,0.0040240521738,22,0,0
4,10000.0,-818.2129,0.285774334641,64,0.5393921614648,2.38511072e-05,False,0.507236339141,0.034904830758,63,0.0040240521738,22,0,1
