config_id,budget,performance,hp_config.buffer_alpha,hp_config.buffer_batch_size,hp_config.buffer_beta,hp_config.buffer_epsilon,hp_config.buffer_prio_sampling,hp_config.initial_epsilon,hp_config.learning_rate,hp_config.learning_starts,hp_config.target_epsilon,hp_config.target_update_interval,optimisation_seed,seed
0,100000.0,0.0,1.0,128,0.0770404504267,8.57800398e-05,False,0.7015806757757,5.52272401e-05,1826,0.1226572516008,56,0,0
0,100000.0,0.0,1.0,128,0.0770404504267,8.57800398e-05,False,0.7015806757757,5.52272401e-05,1826,0.1226572516008,56,0,1
0,100000.0,0.0,1.0,128,0.0770404504267,8.57800398e-05,False,0.7015806757757,5.52272401e-05,1826,0.1226572516008,56,0,2
1,100000.0,0.0,0.430032444439,128,0.0977419906043,6.91403847e-05,True,0.8,1.180317e-06,564,0.1229994934865,58,0,0
1,100000.0,0.0,0.430032444439,128,0.0977419906043,6.91403847e-05,True,0.8,1.180317e-06,564,0.1229994934865,58,0,1
1,100000.0,0.0,0.430032444439,128,0.0977419906043,6.91403847e-05,True,0.8,1.180317e-06,564,0.1229994934865,58,0,2
2,100000.0,0.0,0.0650174322239,64,0.8348954950822,0.0004246373529,True,1.0,0.0251330660974,1494,0.0648540568286,32,0,0
2,100000.0,0.0,0.0650174322239,64,0.8348954950822,0.0004246373529,True,1.0,0.0251330660974,1494,0.0648540568286,32,0,1
2,100000.0,0.0,0.0650174322239,64,0.8348954950822,0.0004246373529,True,1.0,0.0251330660974,1494,0.0648540568286,32,0,2
3,100000.0,0.0,1.0,128,0.9524139363588,8.44923287e-05,True,0.5,0.00070033548,193,0.0649114930922,99,0,0
3,100000.0,0.0,1.0,128,0.9524139363588,8.44923287e-05,True,0.5,0.00070033548,193,0.0649114930922,99,0,1
3,100000.0,0.0,1.0,128,0.9524139363588,8.44923287e-05,True,0.5,0.00070033548,193,0.0649114930922,99,0,2
4,100000.0,0.0,0.7876143420606,64,0.1645933877456,0.0001728123054,False,0.8707010305991,0.0626439820939,1329,0.16,72,0,0
4,100000.0,0.0,0.7876143420606,64,0.1645933877456,0.0001728123054,False,0.8707010305991,0.0626439820939,1329,0.16,72,0,1
4,100000.0,0.0,0.7876143420606,64,0.1645933877456,0.0001728123054,False,0.8707010305991,0.0626439820939,1329,0.16,72,0,2
5,100000.0,0.0,0.4141872120653,32,0.3168437746601,7.213534e-07,True,0.6980790398056,0.0002919685269,2048,0.176104843797,28,0,0
5,100000.0,0.0,0.4141872120653,32,0.3168437746601,7.213534e-07,True,0.6980790398056,0.0002919685269,2048,0.176104843797,28,0,1
5,100000.0,0.0,0.4141872120653,32,0.3168437746601,7.213534e-07,True,0.6980790398056,0.0002919685269,2048,0.176104843797,28,0,2
6,100000.0,0.0,0.9189174967717,32,0.4124445736499,1.263654e-07,False,0.5492814741313,1.2270422e-05,697,0.0478974002545,52,0,0
6,100000.0,0.0,0.9189174967717,32,0.4124445736499,1.263654e-07,False,0.5492814741313,1.2270422e-05,697,0.0478974002545,52,0,1
6,100000.0,0.0,0.9189174967717,32,0.4124445736499,1.263654e-07,False,0.5492814741313,1.2270422e-05,697,0.0478974002545,52,0,2
7,100000.0,0.0,0.7077888,64,0.4752024736783,4.338927e-07,True,0.5315773774076,0.0001061778471,484,0.067869936746,2,0,0
7,100000.0,0.0,0.7077888,64,0.4752024736783,4.338927e-07,True,0.5315773774076,0.0001061778471,484,0.067869936746,2,0,1
7,100000.0,0.0,0.7077888,64,0.4752024736783,4.338927e-07,True,0.5315773774076,0.0001061778471,484,0.067869936746,2,0,2
8,100000.0,0.0,0.8181036695227,64,0.7282199316936,3.4803246e-06,False,0.9830864027254,0.000357611918,1652,0.1941588702427,8,0,0
8,100000.0,0.0,0.8181036695227,64,0.7282199316936,3.4803246e-06,False,0.9830864027254,0.000357611918,1652,0.1941588702427,8,0,1
8,100000.0,0.0,0.8181036695227,64,0.7282199316936,3.4803246e-06,False,0.9830864027254,0.000357611918,1652,0.1941588702427,8,0,2
9,100000.0,0.0,0.199368481031,32,0.4866384063346,1.3332786e-06,True,1.0,0.0111062939612,1736,0.2,32,0,0
9,100000.0,0.0,0.199368481031,32,0.4866384063346,1.3332786e-06,True,1.0,0.0111062939612,1736,0.2,32,0,1
9,100000.0,0.0,0.199368481031,32,0.4866384063346,1.3332786e-06,True,1.0,0.0111062939612,1736,0.2,32,0,2
10,100000.0,0.0,0.4287925774946,64,0.2325614734482,2.361338e-07,True,0.8,9.77303393e-05,1310,0.05548308656,20,0,0
