config_id,budget,performance,hp_config.buffer_alpha,hp_config.buffer_batch_size,hp_config.buffer_beta,hp_config.buffer_epsilon,hp_config.buffer_prio_sampling,hp_config.initial_epsilon,hp_config.learning_rate,hp_config.learning_starts,hp_config.target_epsilon,hp_config.target_update_interval,optimisation_seed,seed
0,10000.0,0.0,0.7399161271808,32,0.5622249281214,2.484324e-07,True,0.5139125962076,1e-06,1605,0.1100208402695,76,0,0
0,10000.0,0.0,0.7399161271808,32,0.5622249281214,2.484324e-07,True,0.5139125962076,1e-06,1605,0.1100208402695,76,0,1
0,10000.0,0.0,0.7399161271808,32,0.5622249281214,2.484324e-07,True,0.5139125962076,1e-06,1605,0.1100208402695,76,0,2
1,10000.0,0.0,0.3638373035235,128,0.1333276988852,0.0004784633286,True,0.8,0.08,1460,0.1201296261763,100,0,0
1,10000.0,0.0,0.3638373035235,128,0.1333276988852,0.0004784633286,True,0.8,0.08,1460,0.1201296261763,100,0,1
1,10000.0,0.0,0.3638373035235,128,0.1333276988852,0.0004784633286,True,0.8,0.08,1460,0.1201296261763,100,0,2
2,10000.0,0.0,0.3401824985948,64,0.3442513023355,7.615805e-07,True,0.7492432564807,0.0073235807492,1189,0.0075015294256,57,0,0
2,10000.0,0.0,0.3401824985948,64,0.3442513023355,7.615805e-07,True,0.7492432564807,0.0073235807492,1189,0.0075015294256,57,0,1
2,10000.0,0.0,0.3401824985948,64,0.3442513023355,7.615805e-07,True,0.7492432564807,0.0073235807492,1189,0.0075015294256,57,0,2
3,10000.0,0.0,0.5466984356909,128,1.0,0.0001074428761,True,0.5,0.0114029780394,1039,0.0806461837991,100,0,0
3,10000.0,0.0,0.5466984356909,128,1.0,0.0001074428761,True,0.5,0.0114029780394,1039,0.0806461837991,100,0,1
3,10000.0,0.0,0.5466984356909,128,1.0,0.0001074428761,True,0.5,0.0114029780394,1039,0.0806461837991,100,0,2
4,10000.0,0.0,1.0,32,0.4626221223317,1.5822534e-06,False,0.8453482925305,4.8105717e-06,2048,0.16,23,0,0
4,10000.0,0.0,1.0,32,0.4626221223317,1.5822534e-06,False,0.8453482925305,4.8105717e-06,2048,0.16,23,0,1
4,10000.0,0.0,1.0,32,0.4626221223317,1.5822534e-06,False,0.8453482925305,4.8105717e-06,2048,0.16,23,0,2
5,10000.0,0.0,0.6856641245028,64,0.0746628588472,0.0002843850532,True,0.8459723814997,5.3717987e-06,1154,0.1309695022694,76,0,0
5,10000.0,0.0,0.6856641245028,64,0.0746628588472,0.0002843850532,True,0.8459723814997,5.3717987e-06,1154,0.1309695022694,76,0,1
5,10000.0,0.0,0.6856641245028,64,0.0746628588472,0.0002843850532,True,0.8459723814997,5.3717987e-06,1154,0.1309695022694,76,0,2
6,10000.0,0.0,1.0,32,0.537203092961,1.6282854e-06,False,0.7143314180335,0.0873436487304,1248,0.0631569904304,26,0,0
6,10000.0,0.0,1.0,32,0.537203092961,1.6282854e-06,False,0.7143314180335,0.0873436487304,1248,0.0631569904304,26,0,1
6,10000.0,0.0,1.0,32,0.537203092961,1.6282854e-06,False,0.7143314180335,0.0873436487304,1248,0.0631569904304,26,0,2
7,10000.0,0.0,0.7077888,64,0.495431882797,5.4466655e-06,False,0.5932265075761,6.961107e-06,858,0.0641333840047,68,0,0
7,10000.0,0.0,0.7077888,64,0.495431882797,5.4466655e-06,False,0.5932265075761,6.961107e-06,858,0.0641333840047,68,0,1
7,10000.0,0.0,0.7077888,64,0.495431882797,5.4466655e-06,False,0.5932265075761,6.961107e-06,858,0.0641333840047,68,0,2
8,10000.0,0.0,0.96,64,0.0570566169655,2.32649715e-05,True,0.9819865300084,0.0725260600283,1150,0.1487528681736,43,0,0
8,10000.0,0.0,0.96,64,0.0570566169655,2.32649715e-05,True,0.9819865300084,0.0725260600283,1150,0.1487528681736,43,0,1
8,10000.0,0.0,0.96,64,0.0570566169655,2.32649715e-05,True,0.9819865300084,0.0725260600283,1150,0.1487528681736,43,0,2
9,10000.0,0.0,0.5944654005752,64,0.96,0.0002135475866,True,1.0,4.58072061e-05,579,0.2,15,0,0
9,10000.0,0.0,0.5944654005752,64,0.96,0.0002135475866,True,1.0,4.58072061e-05,579,0.2,15,0,1
9,10000.0,0.0,0.5944654005752,64,0.96,0.0002135475866,True,1.0,4.58072061e-05,579,0.2,15,0,2
10,10000.0,0.0,0.4287925774946,64,0.1948751061343,4.022398e-07,False,0.8,5.04201701e-05,1310,0.0950251009675,1,0,0
10,10000.0,0.0,0.4287925774946,64,0.1948751061343,4.022398e-07,False,0.8,5.04201701e-05,1310,0.0950251009675,1,0,1
10,10000.0,0.0,0.4287925774946,64,0.1948751061343,4.022398e-07,False,0.8,5.04201701e-05,1310,0.0950251009675,1,0,2
11,10000.0,0.0,0.2195084591116,128,0.1927792416732,7.596946e-06,True,0.6630089861398,0.0016556803153,444,0.069251052531,26,0,0
11,10000.0,0.0,0.2195084591116,128,0.1927792416732,7.596946e-06,True,0.6630089861398,0.0016556803153,444,0.069251052531,26,0,1
11,10000.0,0.0,0.2195084591116,128,0.1927792416732,7.596946e-06,True,0.6630089861398,0.0016556803153,444,0.069251052531,26,0,2
12,10000.0,0.0,0.9027136142958,64,0.1176836357615,6.023318e-07,False,0.6011180308766,0.0045096152654,1799,0.0678146978613,100,0,0
