config_id,budget,performance,hp_config.buffer_alpha,hp_config.buffer_batch_size,hp_config.buffer_beta,hp_config.buffer_epsilon,hp_config.buffer_prio_sampling,hp_config.initial_epsilon,hp_config.learning_rate,hp_config.learning_starts,hp_config.target_epsilon,hp_config.target_update_interval,optimisation_seed,seed
0,1000000.0,-3.09375,0.6601490297366,32,0.1910767822038,4.8447589e-06,True,0.6584853030949,0.0012399714779,16776,0.1037977507641,1366,0,0
0,1000000.0,-1.9375,0.6601490297366,32,0.1910767822038,4.8447589e-06,True,0.6584853030949,0.0012399714779,16776,0.1037977507641,1366,0,1
0,1000000.0,-1.390625,0.6601490297366,32,0.1910767822038,4.8447589e-06,True,0.6584853030949,0.0012399714779,16776,0.1037977507641,1366,0,2
1,1000000.0,-1.296875,0.3822331864968,64,0.64,0.000175304827,False,0.8150625006402,0.0019942941004,19980,0.2,1447,0,0
1,1000000.0,-1.25,0.3822331864968,64,0.64,0.000175304827,False,0.8150625006402,0.0019942941004,19980,0.2,1447,0,1
1,1000000.0,-1.578125,0.3822331864968,64,0.64,0.000175304827,False,0.8150625006402,0.0019942941004,19980,0.2,1447,0,2
2,1000000.0,-1.34375,0.6348781866332,32,0.3962876719921,2.5614405e-06,True,0.6,0.0004936673991,26214,0.2,652,0,0
2,1000000.0,-1.3125,0.6348781866332,32,0.3962876719921,2.5614405e-06,True,0.6,0.0004936673991,26214,0.2,652,0,1
2,1000000.0,-1.40625,0.6348781866332,32,0.3962876719921,2.5614405e-06,True,0.6,0.0004936673991,26214,0.2,652,0,2
3,1000000.0,-1.71875,0.1968890892634,32,0.6252816131422,3.940052e-06,True,0.9018837961356,0.0001030134647,25164,0.0515101143019,1795,0,0
3,1000000.0,-1.390625,0.1968890892634,32,0.6252816131422,3.940052e-06,True,0.9018837961356,0.0001030134647,25164,0.0515101143019,1795,0,1
3,1000000.0,-1.296875,0.1968890892634,32,0.6252816131422,3.940052e-06,True,0.9018837961356,0.0001030134647,25164,0.0515101143019,1795,0,2
4,1000000.0,-1.9375,0.2526575980342,32,0.3276457570798,0.0003056890253,False,0.5549666574785,0.05135864465,19613,0.0594393576512,1536,0,0
4,1000000.0,-1.3125,0.2526575980342,32,0.3276457570798,0.0003056890253,False,0.5549666574785,0.05135864465,19613,0.0594393576512,1536,0,1
4,1000000.0,-1.359375,0.2526575980342,32,0.3276457570798,0.0003056890253,False,0.5549666574785,0.05135864465,19613,0.0594393576512,1536,0,2
5,1000000.0,-1.34375,0.4349664723846,64,0.7441252526217,3.149679e-07,False,0.8630735470504,0.0001064690193,14077,0.1522192172374,288,0,0
5,1000000.0,-1.3125,0.4349664723846,64,0.7441252526217,3.149679e-07,False,0.8630735470504,0.0001064690193,14077,0.1522192172374,288,0,1
5,1000000.0,-1.359375,0.4349664723846,64,0.7441252526217,3.149679e-07,False,0.8630735470504,0.0001064690193,14077,0.1522192172374,288,0,2
6,1000000.0,-1.34375,0.6585432129468,32,0.6088126919082,3.51229598e-05,True,0.7301129682903,0.0128601926348,7924,0.0354867207682,1959,0,0
6,1000000.0,-1.9375,0.6585432129468,32,0.6088126919082,3.51229598e-05,True,0.7301129682903,0.0128601926348,7924,0.0354867207682,1959,0,1
6,1000000.0,-1.359375,0.6585432129468,32,0.6088126919082,3.51229598e-05,True,0.7301129682903,0.0128601926348,7924,0.0354867207682,1959,0,2
7,1000000.0,-3.15625,0.2396989951625,16,0.4161085111633,0.0003372275493,True,1.0,0.005860105095,6812,0.1085345799713,1930,0,0
7,1000000.0,-1.28125,0.2396989951625,16,0.4161085111633,0.0003372275493,True,1.0,0.005860105095,6812,0.1085345799713,1930,0,1
7,1000000.0,-1.53125,0.2396989951625,16,0.4161085111633,0.0003372275493,True,1.0,0.005860105095,6812,0.1085345799713,1930,0,2
