config_id,budget,performance,hp_config.buffer_alpha,hp_config.buffer_batch_size,hp_config.buffer_beta,hp_config.buffer_epsilon,hp_config.buffer_prio_sampling,hp_config.initial_epsilon,hp_config.learning_rate,hp_config.learning_starts,hp_config.target_epsilon,hp_config.target_update_interval,optimisation_seed,seed
0,12000.0,-200.0,0.7664534568143,128,0.0755400935053,1.536792e-07,True,0.6536995035681,1.76034579e-05,2008,0.1555170912154,13,0,0
0,12000.0,-200.0,0.7664534568143,128,0.0755400935053,1.536792e-07,True,0.6536995035681,1.76034579e-05,2008,0.1555170912154,13,0,1
0,12000.0,-146.10938,0.7664534568143,128,0.0755400935053,1.536792e-07,True,0.6536995035681,1.76034579e-05,2008,0.1555170912154,13,0,2
1,12000.0,-200.0,0.1319449607583,64,0.496914814119,7.430411e-07,True,0.8,0.0007324182542,577,0.0700408790111,100,0,0
1,12000.0,-200.0,0.1319449607583,64,0.496914814119,7.430411e-07,True,0.8,0.0007324182542,577,0.0700408790111,100,0,1
1,12000.0,-200.0,0.1319449607583,64,0.496914814119,7.430411e-07,True,0.8,0.0007324182542,577,0.0700408790111,100,0,2
2,12000.0,-200.0,0.834429079999,64,0.569572258591,0.0007417219285,True,1.0,9.01605773e-05,660,0.1385973680574,7,0,0
2,12000.0,-200.0,0.834429079999,64,0.569572258591,0.0007417219285,True,1.0,9.01605773e-05,660,0.1385973680574,7,0,1
2,12000.0,-200.0,0.834429079999,64,0.569572258591,0.0007417219285,True,1.0,9.01605773e-05,660,0.1385973680574,7,0,2
3,12000.0,-200.0,0.77588903237,128,0.6377678955955,7.83329653e-05,True,0.5,0.0001089874063,16,0.2,13,0,0
3,12000.0,-200.0,0.77588903237,128,0.6377678955955,7.83329653e-05,True,0.5,0.0001089874063,16,0.2,13,0,1
3,12000.0,-200.0,0.77588903237,128,0.6377678955955,7.83329653e-05,True,0.5,0.0001089874063,16,0.2,13,0,2
4,12000.0,-200.0,0.5880507126155,64,0.2167810744841,5.914912e-07,False,0.6445731448138,3.62656095e-05,66,0.1109911217674,5,0,0
4,12000.0,-200.0,0.5880507126155,64,0.2167810744841,5.914912e-07,False,0.6445731448138,3.62656095e-05,66,0.1109911217674,5,0,1
4,12000.0,-200.0,0.5880507126155,64,0.2167810744841,5.914912e-07,False,0.6445731448138,3.62656095e-05,66,0.1109911217674,5,0,2
5,12000.0,-200.0,0.981949798677,128,0.8192113894796,7.543191e-07,False,0.5265761813771,0.0002162015707,1306,0.0554530101383,76,0,0
5,12000.0,-200.0,0.981949798677,128,0.8192113894796,7.543191e-07,False,0.5265761813771,0.0002162015707,1306,0.0554530101383,76,0,1
5,12000.0,-200.0,0.981949798677,128,0.8192113894796,7.543191e-07,False,0.5265761813771,0.0002162015707,1306,0.0554530101383,76,0,2
6,12000.0,-200.0,1.0,64,0.7261872157349,2.221368e-07,False,0.7596782698947,0.0060414409187,741,0.048663388405,37,0,0
6,12000.0,-200.0,1.0,64,0.7261872157349,2.221368e-07,False,0.7596782698947,0.0060414409187,741,0.048663388405,37,0,1
6,12000.0,-200.0,1.0,64,0.7261872157349,2.221368e-07,False,0.7596782698947,0.0060414409187,741,0.048663388405,37,0,2
7,12000.0,-200.0,0.7077888,128,0.2841887728261,1.21233366e-05,True,0.7570324925858,9.90906048e-05,188,0.1200916979472,32,0,0
7,12000.0,-200.0,0.7077888,128,0.2841887728261,1.21233366e-05,True,0.7570324925858,9.90906048e-05,188,0.1200916979472,32,0,1
7,12000.0,-195.4375,0.7077888,128,0.2841887728261,1.21233366e-05,True,0.7570324925858,9.90906048e-05,188,0.1200916979472,32,0,2
