config_id,budget,performance,hp_config.buffer_alpha,hp_config.buffer_batch_size,hp_config.buffer_beta,hp_config.buffer_epsilon,hp_config.buffer_prio_sampling,hp_config.learning_rate,hp_config.learning_starts,hp_config.reward_scale,hp_config.tau,optimisation_seed,seed
0,500000.0,394.69815,0.7063925659561,2048,0.6654309854905,1.275089e-07,False,1.4295361e-05,1878,0.1,0.4795833728573,0,0
0,500000.0,1271.1647,0.7063925659561,2048,0.6654309854905,1.275089e-07,False,1.4295361e-05,1878,0.1,0.4795833728573,0,1
0,500000.0,493.8602,0.7063925659561,2048,0.6654309854905,1.275089e-07,False,1.4295361e-05,1878,0.1,0.4795833728573,0,2
1,500000.0,445.81442,0.028310953311,1024,0.768,1.7927309e-06,True,0.042644437017,4294,0.1109050352361,1.0,0,0
1,500000.0,353.88467,0.028310953311,1024,0.768,1.7927309e-06,True,0.042644437017,4294,0.1109050352361,1.0,0,1
1,500000.0,422.64594,0.028310953311,1024,0.768,1.7927309e-06,True,0.042644437017,4294,0.1109050352361,1.0,0,2
2,500000.0,4204.0405,0.0585121238196,512,0.8667233119153,2.766826e-07,True,4.64587201e-05,9528,4.7608805235439,0.5879263999548,0,0
2,500000.0,3384.1401,0.0585121238196,512,0.8667233119153,2.766826e-07,True,4.64587201e-05,9528,4.7608805235439,0.5879263999548,0,1
2,500000.0,1668.4666,0.0585121238196,512,0.8667233119153,2.766826e-07,True,4.64587201e-05,9528,4.7608805235439,0.5879263999548,0,2
3,500000.0,351.01968,0.099599316811,1024,0.3952284751894,1.0007e-09,False,0.0001126611804,12182,1.5262298835847,0.1533473798152,0,0
3,500000.0,298.0464,0.099599316811,1024,0.3952284751894,1.0007e-09,False,0.0001126611804,12182,1.5262298835847,0.1533473798152,0,1
3,500000.0,235.4357,0.099599316811,1024,0.3952284751894,1.0007e-09,False,0.0001126611804,12182,1.5262298835847,0.1533473798152,0,2
4,500000.0,412.1717,0.6658737223854,2048,0.5507625833184,4.20681586e-05,True,9.8264433e-06,10256,1.5307441990248,0.2522498565914,0,0
4,500000.0,377.23456,0.6658737223854,2048,0.5507625833184,4.20681586e-05,True,9.8264433e-06,10256,1.5307441990248,0.2522498565914,0,1
4,500000.0,308.72055,0.6658737223854,2048,0.5507625833184,4.20681586e-05,True,9.8264433e-06,10256,1.5307441990248,0.2522498565914,0,2
5,500000.0,603.3071,0.3396909399385,2048,0.7597002229759,3.86478138e-05,True,1e-06,5011,0.2135637712634,0.1470348877918,0,0
5,500000.0,413.3296,0.3396909399385,2048,0.7597002229759,3.86478138e-05,True,1e-06,5011,0.2135637712634,0.1470348877918,0,1
5,500000.0,1773.392,0.3396909399385,2048,0.7597002229759,3.86478138e-05,True,1e-06,5011,0.2135637712634,0.1470348877918,0,2
6,500000.0,2482.3623,0.6927229127123,2048,0.3246665978551,1.02427638e-05,False,1.2260076e-06,12857,5.0431354635391,0.6697830951505,0,0
6,500000.0,4214.4614,0.6927229127123,2048,0.3246665978551,1.02427638e-05,False,1.2260076e-06,12857,5.0431354635391,0.6697830951505,0,1
6,500000.0,2707.9265,0.6927229127123,2048,0.3246665978551,1.02427638e-05,False,1.2260076e-06,12857,5.0431354635391,0.6697830951505,0,2
7,500000.0,352.73462,0.6137552851262,512,0.1558889295288,9.28038e-08,False,0.0166579688555,7668,0.5271188981961,0.1101605992949,0,0
7,500000.0,545.5679,0.6137552851262,512,0.1558889295288,9.28038e-08,False,0.0166579688555,7668,0.5271188981961,0.1101605992949,0,1
7,500000.0,597.458,0.6137552851262,512,0.1558889295288,9.28038e-08,False,0.0166579688555,7668,0.5271188981961,0.1101605992949,0,2
8,500000.0,1557.1853,0.7749951261366,512,0.8,6.7788237e-06,True,1.738188e-06,3496,0.4176900892922,0.1964430080546,0,0
8,500000.0,365.12988,0.7749951261366,512,0.8,6.7788237e-06,True,1.738188e-06,3496,0.4176900892922,0.1964430080546,0,1
8,500000.0,358.13055,0.7749951261366,512,0.8,6.7788237e-06,True,1.738188e-06,3496,0.4176900892922,0.1964430080546,0,2
9,500000.0,207.22131,0.2395482493593,2048,0.9211875905124,3.5058e-09,False,1.3716434e-06,1473,0.1127196088036,0.3501561799752,0,0
9,500000.0,213.44351,0.2395482493593,2048,0.9211875905124,3.5058e-09,False,1.3716434e-06,1473,0.1127196088036,0.3501561799752,0,1
9,500000.0,214.66006,0.2395482493593,2048,0.9211875905124,3.5058e-09,False,1.3716434e-06,1473,0.1127196088036,0.3501561799752,0,2
10,500000.0,3864.6782,0.6646943473998,1024,0.033878530974,1.44e-09,True,1.78930191e-05,2827,6.8712283871168,0.5339919761332,0,0
10,500000.0,1341.7343,0.6646943473998,1024,0.033878530974,1.44e-09,True,1.78930191e-05,2827,6.8712283871168,0.5339919761332,0,1
