config_id,budget,performance,hp_config.clip_eps,hp_config.ent_coef,hp_config.gae_lambda,hp_config.learning_rate,hp_config.max_grad_norm,hp_config.minibatch_size,hp_config.normalize_advantage,hp_config.vf_clip_eps,hp_config.vf_coef,optimisation_seed,seed
0,100000.0,-1279.7866,0.2572409965821,0.5,0.96,0.0124120771127,0.2729843515851,128,False,0.0688064426991,0.2501265423303,0,0
0,100000.0,-1328.438,0.2572409965821,0.5,0.96,0.0124120771127,0.2729843515851,128,False,0.0688064426991,0.2501265423303,0,1
0,100000.0,-889.0851,0.2572409965821,0.5,0.96,0.0124120771127,0.2729843515851,128,False,0.0688064426991,0.2501265423303,0,2
1,100000.0,-569.04236,0.5,0.2410943724941,0.8,0.0135104264745,0.4377331619471,64,True,0.1336245306002,0.354722192852,0,0
1,100000.0,-592.612,0.5,0.2410943724941,0.8,0.0135104264745,0.4377331619471,64,True,0.1336245306002,0.354722192852,0,1
1,100000.0,-589.59674,0.5,0.2410943724941,0.8,0.0135104264745,0.4377331619471,64,True,0.1336245306002,0.354722192852,0,2
2,100000.0,-546.4448,0.0206195652701,0.2600097710328,0.9552957772052,0.0982678455807,0.1223095163751,32,False,0.3711320613133,0.345239393792,0,0
2,100000.0,-455.29034,0.0206195652701,0.2600097710328,0.9552957772052,0.0982678455807,0.1223095163751,32,False,0.3711320613133,0.345239393792,0,1
2,100000.0,-582.71796,0.0206195652701,0.2600097710328,0.9552957772052,0.0982678455807,0.1223095163751,32,False,0.3711320613133,0.345239393792,0,2
3,100000.0,-586.2363,0.4369199605752,0.2398627761062,0.9999,0.0062045861319,1.0,32,False,0.0755399681121,0.2741551549457,0,0
3,100000.0,-644.08356,0.4369199605752,0.2398627761062,0.9999,0.0062045861319,1.0,32,False,0.0755399681121,0.2741551549457,0,1
3,100000.0,-320.18292,0.4369199605752,0.2398627761062,0.9999,0.0062045861319,1.0,32,False,0.0755399681121,0.2741551549457,0,2
4,100000.0,-569.04236,0.4,0.1898323618302,0.8,0.0055299070492,0.0099296562775,64,True,0.2653699847098,0.7329019148881,0,0
4,100000.0,-559.601,0.4,0.1898323618302,0.8,0.0055299070492,0.0099296562775,64,True,0.2653699847098,0.7329019148881,0,1
4,100000.0,-937.733,0.4,0.1898323618302,0.8,0.0055299070492,0.0099296562775,64,True,0.2653699847098,0.7329019148881,0,2
5,100000.0,-562.3867,0.2222263213252,0.4929834551636,0.8,0.06144,0.16632579855,128,False,0.1158274312001,0.4186644452931,0,0
5,100000.0,-164.23132,0.2222263213252,0.4929834551636,0.8,0.06144,0.16632579855,128,False,0.1158274312001,0.4186644452931,0,1
5,100000.0,-937.733,0.2222263213252,0.4929834551636,0.8,0.06144,0.16632579855,128,False,0.1158274312001,0.4186644452931,0,2
6,100000.0,-495.16968,0.036250247392,0.2345701975778,0.8,1.37324702e-05,0.1099631797906,128,False,0.4682560959228,0.537339044951,0,0
6,100000.0,-591.7844,0.036250247392,0.2345701975778,0.8,1.37324702e-05,0.1099631797906,128,False,0.4682560959228,0.537339044951,0,1
