config_id,budget,performance,hp_config.buffer_alpha,hp_config.buffer_batch_size,hp_config.buffer_beta,hp_config.buffer_epsilon,hp_config.buffer_prio_sampling,hp_config.initial_epsilon,hp_config.learning_rate,hp_config.learning_starts,hp_config.target_epsilon,hp_config.target_update_interval,optimisation_seed,seed
0,100000.0,0.0,0.9494797917131,128,0.4440581935993,9.1244454e-06,False,0.8528569857226,0.0002289235668,913,0.0390227504251,76,0,0
0,100000.0,0.0,0.9494797917131,128,0.4440581935993,9.1244454e-06,False,0.8528569857226,0.0002289235668,913,0.0390227504251,76,0,1
0,100000.0,0.0,0.9494797917131,128,0.4440581935993,9.1244454e-06,False,0.8528569857226,0.0002289235668,913,0.0390227504251,76,0,2
1,100000.0,0.0,0.4723061736993,64,0.3258948106238,3.50871e-07,False,0.8,4.1542628e-05,1064,0.0182713000848,55,0,0
1,100000.0,0.0,0.4723061736993,64,0.3258948106238,3.50871e-07,False,0.8,4.1542628e-05,1064,0.0182713000848,55,0,1
1,100000.0,0.0,0.4723061736993,64,0.3258948106238,3.50871e-07,False,0.8,4.1542628e-05,1064,0.0182713000848,55,0,2
2,100000.0,0.0,0.269716620256,128,0.780667239408,6.10208865e-05,False,0.8635529053331,0.0037546179521,1230,0.1389794651561,52,0,0
2,100000.0,0.0,0.269716620256,128,0.780667239408,6.10208865e-05,False,0.8635529053331,0.0037546179521,1230,0.1389794651561,52,0,1
2,100000.0,0.0,0.269716620256,128,0.780667239408,6.10208865e-05,False,0.8635529053331,0.0037546179521,1230,0.1389794651561,52,0,2
3,100000.0,0.0,0.8178707195738,32,0.8461863478637,1.19798614e-05,True,0.608707890175,1.9289974e-06,1582,0.1829288573465,13,0,0
3,100000.0,0.0,0.8178707195738,32,0.8461863478637,1.19798614e-05,True,0.608707890175,1.9289974e-06,1582,0.1829288573465,13,0,1
3,100000.0,0.0,0.8178707195738,32,0.8461863478637,1.19798614e-05,True,0.608707890175,1.9289974e-06,1582,0.1829288573465,13,0,2
4,100000.0,0.0,0.331277942729,64,0.0676496518646,0.0005286202085,False,0.8930595636749,2.9503065e-05,0,0.0181211920981,67,0,0
4,100000.0,0.0,0.331277942729,64,0.0676496518646,0.0005286202085,False,0.8930595636749,2.9503065e-05,0,0.0181211920981,67,0,1
4,100000.0,0.0,0.331277942729,64,0.0676496518646,0.0005286202085,False,0.8930595636749,2.9503065e-05,0,0.0181211920981,67,0,2
5,100000.0,0.0,0.0958528910986,64,0.8617508993696,1.5344207e-06,False,0.6942590011278,5.40917705e-05,2048,0.1335148788072,76,0,0
5,100000.0,0.0,0.0958528910986,64,0.8617508993696,1.5344207e-06,False,0.6942590011278,5.40917705e-05,2048,0.1335148788072,76,0,1
5,100000.0,0.0,0.0958528910986,64,0.8617508993696,1.5344207e-06,False,0.6942590011278,5.40917705e-05,2048,0.1335148788072,76,0,2
6,100000.0,0.0,1.0,32,0.4093824320172,2.2179182e-06,False,0.9937326245728,3.5190595e-06,1084,0.0730792483874,6,0,0
6,100000.0,0.0,1.0,32,0.4093824320172,2.2179182e-06,False,0.9937326245728,3.5190595e-06,1084,0.0730792483874,6,0,1
6,100000.0,0.0,1.0,32,0.4093824320172,2.2179182e-06,False,0.9937326245728,3.5190595e-06,1084,0.0730792483874,6,0,2
7,100000.0,0.0,0.7077888,64,0.3922215986172,3.700086e-06,False,0.7978361585041,0.0001783214478,1004,0.0394052684712,34,0,0
7,100000.0,0.0,0.7077888,64,0.3922215986172,3.700086e-06,False,0.7978361585041,0.0001783214478,1004,0.0394052684712,34,0,1
7,100000.0,0.0,0.7077888,64,0.3922215986172,3.700086e-06,False,0.7978361585041,0.0001783214478,1004,0.0394052684712,34,0,2
