config_id,budget,performance,hp_config.clip_eps,hp_config.ent_coef,hp_config.gae_lambda,hp_config.learning_rate,hp_config.max_grad_norm,hp_config.minibatch_size,hp_config.normalize_advantage,hp_config.vf_clip_eps,hp_config.vf_coef,optimisation_seed,seed
0,5000000.0,803.2898,0.2749201196485,0.2217985918937,0.8,3.690623e-06,0.6067682321703,512,False,0.128799635659,1.0,0,0
0,5000000.0,792.72046,0.2749201196485,0.2217985918937,0.8,3.690623e-06,0.6067682321703,512,False,0.128799635659,1.0,0,1
0,5000000.0,793.7551,0.2749201196485,0.2217985918937,0.8,3.690623e-06,0.6067682321703,512,False,0.128799635659,1.0,0,2
1,5000000.0,-1195557100.0,0.3818723906564,0.0373353834646,0.9009261827536,0.0119420445914,0.1531123226226,1024,True,0.218332652548,0.198088760141,0,0
1,5000000.0,-708139650.0,0.3818723906564,0.0373353834646,0.9009261827536,0.0119420445914,0.1531123226226,1024,True,0.218332652548,0.198088760141,0,1
1,5000000.0,-671940200.0,0.3818723906564,0.0373353834646,0.9009261827536,0.0119420445914,0.1531123226226,1024,True,0.218332652548,0.198088760141,0,2
2,5000000.0,368.29895,0.3127548837759,0.2093029262685,0.9999,0.0005617403215,0.1702486741542,2048,False,0.1927040063987,0.5356732508758,0,0
2,5000000.0,493.33142,0.3127548837759,0.2093029262685,0.9999,0.0005617403215,0.1702486741542,2048,False,0.1927040063987,0.5356732508758,0,1
2,5000000.0,439.153,0.3127548837759,0.2093029262685,0.9999,0.0005617403215,0.1702486741542,2048,False,0.1927040063987,0.5356732508758,0,2
3,5000000.0,1082.3123,0.1058834937332,0.3294254932812,0.8651097488129,4.0104346e-06,0.8315071053639,2048,False,0.1377235376408,0.8,0,0
3,5000000.0,1195.3512,0.1058834937332,0.3294254932812,0.8651097488129,4.0104346e-06,0.8315071053639,2048,False,0.1377235376408,0.8,0,1
3,5000000.0,1087.739,0.1058834937332,0.3294254932812,0.8651097488129,4.0104346e-06,0.8315071053639,2048,False,0.1377235376408,0.8,0,2
4,5000000.0,-5024888000.0,0.3468753333435,0.2951633703124,0.816083667634,7.0196668e-06,0.1519082543816,1024,True,0.3372742439256,0.0831848170034,0,0
4,5000000.0,-49780280.0,0.3468753333435,0.2951633703124,0.816083667634,7.0196668e-06,0.1519082543816,1024,True,0.3372742439256,0.0831848170034,0,1
4,5000000.0,-362843260.0,0.3468753333435,0.2951633703124,0.816083667634,7.0196668e-06,0.1519082543816,1024,True,0.3372742439256,0.0831848170034,0,2
5,5000000.0,-132177220.0,0.3466713342274,0.4483523113382,0.8319627752749,0.0229810966284,1.0,512,True,0.2496555987497,1.0,0,0
5,5000000.0,-615065900.0,0.3466713342274,0.4483523113382,0.8319627752749,0.0229810966284,1.0,512,True,0.2496555987497,1.0,0,1
5,5000000.0,-634011260.0,0.3466713342274,0.4483523113382,0.8319627752749,0.0229810966284,1.0,512,True,0.2496555987497,1.0,0,2
