run_id,budget,performance,hp_config.clip_eps,hp_config.ent_coef,hp_config.gae_lambda,hp_config.learning_rate,hp_config.max_grad_norm,hp_config.minibatch_size,hp_config.normalize_advantage,hp_config.vf_clip_eps,hp_config.vf_coef,seed
0,1000000,,0.1872700594236812,0.4753571532049581,0.9463255889681,0.0009846738873614,0.1560186404424365,32,True,0.4330880728874676,0.6011150117432088,6
1,1000000,177.4827,0.3540362888980227,0.0102922471479012,0.9938849794471828,0.014528246637516,0.2123391106782761,32,True,0.1521211214797688,0.5247564316322378,6
2,1000000,-152.6665,0.2159725093210578,0.1456145700990209,0.9223093936550036,4.982752357076453e-06,0.2921446485352181,64,True,0.3925879806965068,0.1996737821583597,6
3,1000000,,0.2571172192068058,0.2962072844310212,0.8092854375027276,0.0010907475835157,0.1705241236872915,32,False,0.4828160165372797,0.8083973481164611,6
4,1000000,-84.75208,0.1523068845866853,0.0488360570031919,0.9367781819997802,0.0001587678152692,0.1220382348447788,64,True,0.454660201039391,0.2587799816000169,6
5,1000000,180.25049,0.331261142176991,0.1558555380447054,0.9039615974334444,0.0005414413211338,0.184854455525527,128,False,0.4697494707820945,0.8948273504276488,6
6,1000000,-163.71652,0.2989499894055425,0.4609371175115584,0.8176896511601788,9.548041810464176e-06,0.045227288910538,32,True,0.1356745158869479,0.8287375091519293,6
7,1000000,-191.83305,0.1783766633467946,0.1404672548436903,0.908484947023334,5.065486063975357e-06,0.8021969807540397,32,False,0.3861223846483287,0.1987156815341724,6
8,1000000,118.73395,0.0027610585618011,0.4077307142274171,0.9413007830351386,0.0044160688951185,0.7712703466859457,32,True,0.0579345297625648,0.8631034258755935,6
9,1000000,-99.46072,0.3116490634137789,0.1654490124263246,0.8127053142221762,3.588488911386256e-05,0.325183322026747,128,False,0.4436063712881632,0.4722149251619493,6
10,1000000,177.48389,0.0597971229691508,0.3566223936114975,0.9520809312185178,0.0006403036652671,0.770967179954561,64,False,0.2137705091792748,0.0254191267440951,6
11,1000000,-92.29089,0.0539457134966522,0.0157145928433671,0.9272184412116298,3.730610475453592e-05,0.5085706911647028,128,True,0.2051914615178148,0.7555511385430487,6
12,1000000,-148.34048,0.1143990827458112,0.0384899549143964,0.8579213154374623,6.398916399944082e-06,0.9296976523425732,128,False,0.4357302950938588,0.8036720768991145,6
13,1000000,115.93982,0.0932850294430179,0.4462794992449889,0.9078145141589388,0.0108943362581322,0.8960912999234932,32,True,0.1139675812709708,0.4271077886262563,6
14,1000000,144.50494,0.4090073829612465,0.4303652916281717,0.8013897308931851,0.0003578792453502,0.417411003148779,32,True,0.1688075857018139,0.9429097039125192,6
15,1000000,63.00475,0.1616014660103776,0.259395310871683,0.940533489883146,6.578820119123174e-05,0.9717820827209608,128,True,0.2486242529461927,0.3008783098167696,6
16,1000000,-274.377,0.1424202471887338,0.0184434736772663,0.9218519103625814,0.0003261332783906,0.0514787512499893,32,False,0.1197809453334862,0.1448948720912231,6
17,1000000,,0.2447263801387815,0.4928252270553003,0.8483868487751489,0.0022944454507602,0.7616196153287176,32,False,0.1838915663596266,0.6323058305935795,6
18,1000000,73.86538,0.3167648553804473,0.2678873420373792,0.8180489250338763,0.0150145554425376,0.3207800649717358,32,True,0.2954464715941209,0.6775643618422824,6
19,1000000,128.61186,0.008293914463928,0.2560465291496405,0.8452765054620678,0.0016821470258034,0.1743664290049914,128,True,0.4683649943683672,0.1375209441459932,6
20,1000000,177.48389,0.1705331755251292,0.0567367606202945,0.9848462542938848,0.0243610928417999,0.2579416277151556,64,False,0.2776004057997311,0.5296505783560065,6
21,1000000,,0.1209261454502258,0.0465513839029496,0.97935343001487,0.0317753458211882,0.6331014572732679,64,True,0.3629778394351197,0.8971102599525771,6
22,1000000,40.08402,0.4435432121325586,0.3899377729288119,0.928342126066242,2.6345098397336103e-06,0.1616287140946137,128,False,0.0045985258083148,0.1014715428660321,6
23,1000000,-276.93097,0.3317508845540279,0.0025307919231093,0.8321455294783581,0.0005542030950268,0.6918951976926933,64,True,0.3560896106737679,0.2372490874968,6
24,1000000,113.15636,0.1626998490796338,0.373245702559012,0.9298616165195382,0.0176245100396855,0.6576128923003434,64,True,0.1838579015297167,0.2652023676817254,6
25,1000000,,0.1219948216895417,0.4865052773762228,0.8785802351608855,0.0288557771879341,0.6311386259972629,128,False,0.2884519423131795,0.4925176938188639,6
26,1000000,69.61225,0.0976214938990222,0.3612260576307526,0.8561263952519271,1.3230608911548412e-06,0.6454722959071678,32,False,0.4769642885012937,0.9148643902204484,6
27,1000000,-264.2531,0.1850793501277222,0.0077283082644337,0.9855708806612864,0.0001383313902196,0.9666548190436696,128,False,0.1472244460347928,0.3850977286019252,6
28,1000000,177.48389,0.4255683357584284,0.1584610025781388,0.83388160006255,0.0006081438403351,0.936154774160781,128,False,0.0485882468853842,0.6150072266991697,6
29,1000000,,0.4950269250521316,0.070042007618262,0.903614097507511,0.0243705516323854,0.7407686177542044,128,False,0.1797455756098775,0.2935918442644933,6
30,1000000,,0.4046805777392568,0.4050566973395904,0.9733277564841628,0.0368300885295475,0.5113423988609378,64,False,0.3249819653888826,0.7019668772577033,6
31,1000000,-73.17083,0.3978963347180505,0.4450026709087831,0.8675652318546221,7.549440440422749e-05,0.093981939840869,64,True,0.23279900906623,0.5426446347075766,6
32,1000000,101.784515,0.1432706260641422,0.2954166302845054,0.806096999962816,1.5372374060846974e-06,0.8226005606596583,64,True,0.2611216300274022,0.7699935530986108,6
33,1000000,77.04649,0.1079105137484215,0.3114452379095001,0.8170609582522542,1.81304509339315e-06,0.531354631568148,64,False,0.3630456668613308,0.9758520794625346,6
34,1000000,55.81824,0.2581501741505976,0.1614782364706229,0.958957720334264,2.260274868901261e-05,0.4389714207056361,32,True,0.4813242073389625,0.8359801205122058,6
35,1000000,-130.94965,0.347987103046849,0.2044764722071349,0.8346415345821621,6.055990892372908e-06,0.2502428981645953,64,False,0.3300986883588656,0.2799338969459428,6
36,1000000,113.384155,0.477432640331597,0.3689484583478842,0.910815375097029,0.0011444682032324,0.4196000624277899,32,True,0.3789230552321845,0.0143934886297558,6
37,1000000,164.60846,0.0580363202534581,0.0230013210108763,0.8081416875835622,0.0189366398723545,0.7036578593800237,64,True,0.2458079375584161,0.4734717707805657,6
38,1000000,,0.0866009349550075,0.2169258246189865,0.879661096406035,0.001200191344086,0.6350936508676438,32,True,0.3129299578571182,0.5031362585800877,6
39,1000000,-101.6234,0.4282449205941611,0.3293468158094725,0.8325705919735779,2.2534282628372668e-06,0.6424192782063156,32,False,0.4701151207124788,0.575474177875879,6
40,1000000,178.89383,0.1940849631032609,0.3216441092211766,0.8916047528092542,0.0005346676975436,0.9414648087765252,64,False,0.4526753209780318,0.1957911347892964,6
41,1000000,78.05179,0.0346806504375827,0.0503890006887133,0.8036425429477448,2.9662981696401065e-06,0.6830067734163568,32,True,0.4224376554847273,0.0232719357358258,6
42,1000000,179.08417,0.4072342412944679,0.1409273873866999,0.8236211490415691,0.0030456909077772,0.628942846779884,128,False,0.4017404651924243,0.2820345725713065,6
43,1000000,,0.0887197718898614,0.3753073758204291,0.961286264379526,0.0896449253700286,0.4126176769114265,64,False,0.1704017701265089,0.9307573256035648,6
44,1000000,,0.4292063759215059,0.2144970136875091,0.9500991264515204,0.0059253549386197,0.1031238688359326,128,False,0.4132287330538708,0.3200496010306117,6
