run_id,budget,performance,hp_config.clip_eps,hp_config.ent_coef,hp_config.gae_lambda,hp_config.learning_rate,hp_config.max_grad_norm,hp_config.minibatch_size,hp_config.normalize_advantage,hp_config.vf_clip_eps,hp_config.vf_coef,seed
0,10000000,-2000.0,0.1872700594236812,0.4753571532049581,0.9463255889681,0.0009846738873614,0.1560186404424365,128,True,0.4330880728874676,0.6011150117432088,6
1,10000000,-4000.0,0.3540362888980227,0.0102922471479012,0.9938849794471828,0.014528246637516,0.2123391106782761,128,True,0.1521211214797688,0.5247564316322378,6
2,10000000,-2000.0,0.2159725093210578,0.1456145700990209,0.9223093936550036,4.982752357076453e-06,0.2921446485352181,256,True,0.3925879806965068,0.1996737821583597,6
3,10000000,-18476.562,0.2571172192068058,0.2962072844310212,0.8092854375027276,0.0010907475835157,0.1705241236872915,128,False,0.4828160165372797,0.8083973481164611,6
4,10000000,-2000.0,0.1523068845866853,0.0488360570031919,0.9367781819997802,0.0001587678152692,0.1220382348447788,256,True,0.454660201039391,0.2587799816000169,6
5,10000000,-906.25,0.331261142176991,0.1558555380447054,0.9039615974334444,0.0005414413211338,0.184854455525527,512,False,0.4697494707820945,0.8948273504276488,6
6,10000000,-29804.688,0.2989499894055425,0.4609371175115584,0.8176896511601788,9.548041810464176e-06,0.045227288910538,128,True,0.1356745158869479,0.8287375091519293,6
7,10000000,-3000.0,0.1783766633467946,0.1404672548436903,0.908484947023334,5.065486063975357e-06,0.8021969807540397,128,False,0.3861223846483287,0.1987156815341724,6
8,10000000,-12468.75,0.0027610585618011,0.4077307142274171,0.9413007830351386,0.0044160688951185,0.7712703466859457,128,True,0.0579345297625648,0.8631034258755935,6
9,10000000,-9476.5625,0.3116490634137789,0.1654490124263246,0.8127053142221762,3.588488911386256e-05,0.325183322026747,512,False,0.4436063712881632,0.4722149251619493,6
10,10000000,-1414.0625,0.0597971229691508,0.3566223936114975,0.9520809312185178,0.0006403036652671,0.770967179954561,256,False,0.2137705091792748,0.0254191267440951,6
11,10000000,-0.0,0.0539457134966522,0.0157145928433671,0.9272184412116298,3.730610475453592e-05,0.5085706911647028,512,True,0.2051914615178148,0.7555511385430487,6
12,10000000,-1000.0,0.1143990827458112,0.0384899549143964,0.8579213154374623,6.398916399944082e-06,0.9296976523425732,512,False,0.4357302950938588,0.8036720768991145,6
