run_id,budget,performance,hp_config.buffer_batch_size,hp_config.buffer_prio_sampling,hp_config.buffer_size,hp_config.initial_epsilon,hp_config.learning_rate,hp_config.learning_starts,hp_config.target_epsilon,hp_config.use_target_network,hp_config.buffer_alpha,hp_config.buffer_beta,hp_config.buffer_epsilon,hp_config.target_update_interval,seed
0,10000000,-2000.0,32,False,732269,0.7993292420985183,6.026889128682509e-06,5976,0.0125586388214716,False,,,,,6
1,10000000,-6929.6875,64,True,182662,0.5917022549267169,3.320559103751961e-05,17682,0.086957058709781,True,0.6157343657751557,0.1480989220455214,1.4742753159914645e-06,733.0,6
2,10000000,-953.125,32,False,200493,0.7571172192068059,0.0009163741808778,2498,0.1219014255283862,True,,,,1617.0,6
3,10000000,-15578.125,16,True,684557,0.7200762468698007,4.075596440072871e-06,16743,0.0078433157019284,False,0.2661921817840167,0.6658970615104421,1.7654048052495067e-06,,6
4,10000000,-2000.0,32,True,969616,0.8875664116805573,0.0498304383749491,29430,0.1199820957834059,False,0.0976075770314003,0.2040230337949537,1.516733068807618e-07,,6
5,10000000,-6460.9375,32,True,828913,0.6783766633467947,2.539057572102415e-05,18251,0.0290439207699777,False,0.0838051372429731,0.987018067234512,0.0001227380098785,,6
6,10000000,-13390.625,16,False,707158,0.8645035840204937,0.0071837586558139,3374,0.0723346799803102,True,,,,128.0,6
7,10000000,-984.375,16,True,729883,0.8187787356776066,0.0272937816503747,16014,0.024799254941722,False,0.7631771981307285,0.5656644255938013,0.0001213022118116,,6
8,10000000,-1218.75,32,True,26417,0.5539457134966522,1.43597185698781e-06,21226,0.063556840234189,False,0.908490809186832,0.2567993068573861,4.380580767905653e-06,,6
9,10000000,-0.0,16,True,290479,0.5806106436270022,0.0445131431564921,26677,0.1270473475455742,False,0.8056353561301233,0.1947043582971755,0.0003717371747825,,6
10,10000000,-16445.312,64,False,318702,0.5550259622638384,1.3793542352772474e-05,14582,0.1637849384185761,False,,,,,6
11,10000000,-9640.625,16,True,942969,0.6616014660103776,0.0003926025433552,23341,0.0733622908734795,False,0.96282282199269,0.2592644728671105,9.749762207436114e-06,,6
12,10000000,-0.0,16,True,609964,0.7513395116144308,1.8088133565708264e-06,9869,0.1817449113073641,True,0.1534459233703108,0.4945582326747874,0.0008761971101023,485.0,6
13,10000000,-1000.0,64,False,238418,0.8641081743059298,6.901057779813318e-05,21096,0.127072412441418,False,,,,,6
14,10000000,-8289.0625,16,False,677895,0.508293914463928,0.0003634672553428,8214,0.1293893852914805,True,,,,276.0,6
15,10000000,-0.0,32,True,924771,0.9386696766904904,1.9485346746590893e-05,21975,0.1636272178400419,False,0.5343540725724464,0.2494337679914471,2.3572794556769802e-07,,6
16,10000000,-18234.375,64,False,339706,0.6746047873063304,0.0042636190536017,29502,0.1775301984287583,False,,,,,6
17,10000000,-2281.25,32,True,102391,0.8317508845540279,1.0600050132100276e-06,6128,0.1101980240839506,False,0.6554416469075746,0.2320266163659542,7.058572590901792e-05,,6
18,10000000,-2953.125,16,False,649992,0.924611705247089,0.0019411739809629,19064,0.0196412787977904,True,,,,787.0,6
19,10000000,-2039.0625,64,False,795022,0.751318546552596,0.000766512820466,16658,0.0398533545718108,False,,,,,6
20,10000000,-4000.0,64,False,914952,0.6850793501277221,1.1947666257325983e-06,30493,0.0862086455151455,False,,,,,6
21,10000000,-976.5625,64,True,170343,0.7784006312291751,0.0479483725220271,23119,0.1144421728477836,True,0.618857154432178,0.9901533116032206,3.6335911653931643e-07,1037.0,6
22,10000000,-6273.4375,64,False,697326,0.8512420419935547,6.272717891973829e-05,10344,0.1620628699402242,False,,,,,6
