run_id,budget,performance,hp_config.clip_eps,hp_config.ent_coef,hp_config.gae_lambda,hp_config.learning_rate,hp_config.max_grad_norm,hp_config.minibatch_size,hp_config.normalize_advantage,hp_config.vf_clip_eps,hp_config.vf_coef
0,None,1380.6640625,0.2744067519636624,0.35759468318620974,0.9204923988767216,0.0005301709347576831,0.4236547993389047,256,True,0.4458865003910399,0.9636627605010293
1,None,1495.3125,0.19172075941288885,0.3958625190413323,0.9057260944586056,0.0006921859910208612,0.925596638292661,128,True,0.01010919872016286,0.832619845547938
2,None,125.0,0.38907837547492524,0.4350060741234096,0.9956258066123296,0.00990359384128113,0.46147936225293185,512,True,0.3199605106637619,0.1433532874090464
3,None,533.59375,0.47233445852479194,0.26092416087503584,0.8828909218041057,2.1027036109989307e-05,0.7742336894342167,256,False,0.009394900218177571,0.6176354970758771
4,None,246.875,0.3060478613612107,0.30846699843737846,0.9886552408950734,0.002565083431770991,0.359507900573786,256,False,0.030112735814634917,0.6667667154456677
5,None,800.0,0.3353189348090797,0.10519128053692045,0.8257723669012053,3.7769545138788986e-05,0.3637107709426226,256,True,0.4941869190296131,0.10204481074802807
6,None,662.3046875,0.10443837804741735,0.08065475894249813,0.9305563542605332,1.846962223200756e-05,0.4663107728563063,128,True,0.05518757058215257,0.6563295894652734
7,None,125.0,0.0690914756743069,0.09829118084002675,0.8737081616151268,0.012734038226347204,0.09710127579306127,512,True,0.4882297325066979,0.4686512016477016
8,None,554.296875,0.48838054409516857,0.302422759872523,0.9477787895217205,1.5701421102720535e-06,0.2828069625764096,128,True,0.05936385947712203,0.317983179393976
9,None,15752.734375,0.20713149725733498,0.03207374817439218,0.938425176662067,0.0006807807563467866,0.2653894909394454,256,True,0.28797324777808964,0.9292961975762141
10,None,327.9296875,0.15928447622566183,0.33370518998184084,0.826346392694638,0.00381624299908997,0.2894060929472011,128,False,0.010053773093746776,0.8289400292173631
11,None,131.8359375,0.002347738096273533,0.33890826839811505,0.8539745938411137,0.004742093476950264,0.9621885451174382,128,False,0.2960209656359195,0.5722519057908734
12,None,125.0,0.11154081632030916,0.4763745057584925,0.8893803631856637,0.017062527421800134,0.6994792753175043,128,False,0.19825287042349232,0.8811031971111616
13,None,584.765625,0.29063643631792935,0.4408676809274264,0.9384370648565454,0.004229328306806069,0.5013243819267023,512,False,0.21192752427908984,0.6063932141279244
14,None,873.6328125,0.009596599154666763,0.15078740833727466,0.9319686901447878,2.820902242356035e-05,0.6180154289988415,256,True,0.14914116297801538,0.5699649107012649
15,None,630.46875,0.2954363806240866,0.2871626244247894,0.930574843889441,0.0018218656600978453,0.43141843543397396,512,True,0.2179324626328134,0.8919233550156721
16,None,0.0,0.4030969945230429,0.35194429177018316,0.820035354773729,0.03957428423834935,0.7142412995491114,512,True,0.4340630286841071,0.16249293467637482
17,None,25.0,0.3077797821419221,0.061909991424720756,0.9695168450415147,0.01087914571253227,0.5691007386145933,256,True,0.3487143865722818,0.45354268267806885
18,None,125.0,0.36102779973517396,0.4331911629643146,0.9950067488500769,0.01901151436186139,0.011714084185001972,256,False,0.08581483863072026,0.5210366062041293
19,None,150.0,0.027168994169626814,0.09999826244820004,0.8037025067126767,0.0093001192391398,0.22392468806038013,256,False,0.3522072009617664,0.03183892953130785
20,None,880.859375,0.08234707824895637,0.31073920074988176,0.9153879948619731,1.5469066515012492e-05,0.9342139979247938,256,False,0.2949549881772855,0.7301220295167696
21,None,771.2890625,0.15597249773980093,0.19911053110804594,0.841947765420127,8.530314227918123e-06,0.9443723899839336,512,True,0.11370731398666162,0.25435648177039294
22,None,350.78125,0.02901458016193781,0.2172083127790604,0.8623279968106211,0.0030319179490881924,0.3777518392924809,128,True,0.03362481573162429,0.6793927734985673
23,None,125.0,0.22684842227802265,0.2682896055543611,0.9792445914787644,0.08947356400945196,0.21689698439847394,256,True,0.01032549973286434,0.7583786538361414
24,None,125.0,0.16000857541123392,0.19173194708594898,0.9176045909993658,0.014296913058545252,0.6289818435911487,512,True,0.39902341695628185,0.1856359443059522
25,None,150.0,0.4763958284859723,0.34374413819390764,0.8430799846550003,0.05455731044851542,0.7308558067701578,128,True,0.2591003569653316,0.025662718054531575
26,None,4508.984375,0.1037350377205547,0.21234273437575313,0.8747965790688117,0.00020791083462491582,0.2776287062947319,256,False,0.05876592798101654,0.5173791071541142
27,None,1606.8359375,0.06603405317257666,0.35842984059629684,0.879172334591178,0.0006715936161562293,0.18327983621407862,128,True,0.1778063689249778,0.940431945252813
28,None,225.0,0.38266262690348263,0.37433180992527365,0.9806535759752121,2.612836156480144e-06,0.5521924699224066,256,False,0.14607376339627443,0.24082877991544682
29,None,1037.5,0.05014697113274891,0.008214814795737102,0.9858129104267589,0.002236571224217706,0.7851529120231378,128,False,0.03197763306049056,0.4856275959346229
30,None,0.0,0.4887475698722234,0.4382526226582954,0.8675979744721855,0.06424669222650195,0.2317016264712045,512,False,0.39960129367619585,0.6304479368667911
31,None,4381.4453125,0.4371439833124735,0.14651014225389836,0.9697038167070524,0.0012285234751732846,0.01323685775889949,256,True,0.4909146949091266,0.47837030703998806
32,None,555.078125,0.24869568274933135,0.3197362581993618,0.8736800627653105,4.836167770026849e-06,0.8221177331942455,128,False,0.11215851448736963,0.09784448449403405
33,None,150.0,0.43109575871084166,0.48645974451156515,0.9920708481467937,0.034101815161325245,0.7740473326986388,128,True,0.20362058570690367,0.23223414217094274
34,None,368.9453125,0.06624381737899149,0.02671359089341263,0.9450463134056948,1.1406103106870327e-06,0.7705807485027762,128,True,0.04480151711930269,0.6720478073539145
35,None,125.0,0.12268360492642238,0.21026973334004923,0.911418021385651,0.020079637544771038,0.7270442627113283,128,True,0.02768716021059897,0.3015986344809425
36,None,0.0,0.13105907461983912,0.22807028340023983,0.9365879389759814,0.0030069570729407314,0.28351884658216664,256,True,0.39427275615325935,0.0568480764332403
37,None,925.78125,0.34849862086249367,0.3893476979705517,0.9554037716135657,1.982041856987241e-05,0.37381313793256143,256,True,0.18542639960894436,0.19705428018563964
38,None,306.8359375,0.2299279418780037,0.022306150627057042,0.9598791973256666,2.4253936429512097e-06,0.518835148831526,128,False,0.47971667041671257,0.6455702444560039
39,None,3470.3125,0.01768121787774546,0.21520121975403061,0.9019523687784182,0.0004796091649375607,0.6813925106038379,128,True,0.19633783827354717,0.9564057227959488
40,None,2490.4296875,0.09356544587542237,0.4519919774641185,0.9087068094204576,0.00019255602329704073,0.8820414102298896,256,False,0.199512660851551,0.9040443929009577
41,None,358.59375,0.3450125100956137,0.34981102712525836,0.8655113082712681,0.006079854886425403,0.6360610554471413,128,True,0.39819573725866586,0.9591666030352225
42,None,4189.2578125,0.22906941363002142,0.29549208266184246,0.9714587565742916,0.00019324900511904057,0.9518744768327362,256,False,0.4544218592063692,0.8155238187685688
43,None,250.78125,0.07970723172447797,0.3144492195308502,0.8796470082980735,2.0585658320992314e-06,0.42403225188984195,128,False,0.016652313273348096,0.9589827218634736
44,None,718.5546875,0.1776844242359648,0.17835344520127144,0.8032640676864733,8.436486699792773e-06,0.4012595008036087,512,True,0.47265076673953976,0.8694885305466322
45,None,920.3125,0.2270811984537759,0.16335044088413003,0.8465255514428836,0.001181200255910901,0.03307459147550562,128,True,0.0340370369873601,0.2519409882460929
46,None,188.671875,0.11058045767304192,0.12659559686142596,0.82619794071993,1.1486325376024059e-06,0.11548429713874808,256,False,0.49517250078044694,0.4090540953730616
47,None,150.0,0.08147721302330269,0.31938087868326465,0.8980120387750926,0.08852152486073094,0.0653042071517802,512,True,0.120709310038287,0.662504571532676
48,None,2006.25,0.12303159249548223,0.33292955877959385,0.9034099725887376,0.00013196080073784374,0.554687808661419,128,False,0.207428434666782,0.36054556048589226
49,None,559.375,0.4143284572778689,0.46248345597659607,0.8091968614463707,1.455911458703227e-05,0.34851936949256324,512,False,0.4844858523351759,0.9049483455499269
50,None,582.2265625,0.14827813253201494,0.49600562170723705,0.8498590662071847,3.3847825582281198e-06,0.9509526110553941,128,False,0.02917817949029433,0.7307090991274762
51,None,4300.0,0.44086010616691984,0.13621844773298125,0.875773473525878,7.438423769060702e-05,0.7487882575401331,128,True,0.22464582434386904,0.3044684073773195
52,None,125.0,0.4195945611293262,0.11887091300781938,0.9004276525521033,0.05163188710850393,0.6339976977446607,512,False,0.37538243094317597,0.6995750602247514
53,None,675.0,0.48398278330211353,0.4972003948238397,0.890319154365685,2.261251619567518e-06,0.29279403144051885,128,True,0.06564466423662801,0.604117804020882
54,None,714.6484375,0.19140402957892705,0.447692942144105,0.9934621548925205,0.0005425309371740803,0.2748235698675966,256,False,0.20336667291787414,0.5520782766919708
55,None,561.71875,0.13582638380307294,0.2277220747250135,0.8803025357223818,1.746092815608174e-05,0.5058663838253084,128,True,0.26248522112713213,0.7505950229289875
56,None,300.0,0.16675373289563766,0.4620793833103818,0.9723774775124969,1.7516667240736818e-06,0.25364252425682277,256,True,0.17423799451674854,0.7400975256176825
57,None,555.46875,0.34025724057141293,0.3111922142830024,0.9420346277041969,1.0583234880251694e-05,0.3416981148647321,512,False,0.2718390269140476,0.2826996509455366
