config_id,budget,performance,hp_config.buffer_batch_size,hp_config.buffer_prio_sampling,hp_config.buffer_size,hp_config.learning_rate,hp_config.learning_starts,hp_config.reward_scale,hp_config.use_target_network,hp_config.buffer_alpha,hp_config.buffer_beta,hp_config.buffer_epsilon,hp_config.tau,optimisation_seed,seed
0,2500.0,-1220.3787553586487,256,True,40536,0.0115038614859,6036,3.6000911929116,False,0.5861995941544,0.1944690198935,5.6024e-09,,0,0
0,2500.0,-1272.523061876897,256,True,40536,0.0115038614859,6036,3.6000911929116,False,0.5861995941544,0.1944690198935,5.6024e-09,,0,1
0,2500.0,-1201.237923881415,256,True,40536,0.0115038614859,6036,3.6000911929116,False,0.5861995941544,0.1944690198935,5.6024e-09,,0,2
1,2500.0,-1165.7064052851583,512,True,53644,0.0002511226362,2163,5.4957161864116,False,0.5419994971545,0.7395489953577,1.29303e-08,,0,0
1,2500.0,-1173.6084023877115,512,True,53644,0.0002511226362,2163,5.4957161864116,False,0.5419994971545,0.7395489953577,1.29303e-08,,0,1
1,2500.0,-1338.566684724494,512,True,53644,0.0002511226362,2163,5.4957161864116,False,0.5419994971545,0.7395489953577,1.29303e-08,,0,2
2,2500.0,-1220.3787553586487,256,False,81210,9.20288469e-05,5072,9.062263471262,True,,,,0.1082875468554,0,0
2,2500.0,-1272.523061876897,256,False,81210,9.20288469e-05,5072,9.062263471262,True,,,,0.1082875468554,0,1
2,2500.0,-1201.237923881415,256,False,81210,9.20288469e-05,5072,9.062263471262,True,,,,0.1082875468554,0,2
3,2500.0,-1220.3787553586487,512,True,18113,0.0151493436634,4851,3.965675081771,False,0.1148485311159,0.1438659916714,3.25830982e-05,,0,0
3,2500.0,-1272.523061876897,512,True,18113,0.0151493436634,4851,3.965675081771,False,0.1148485311159,0.1438659916714,3.25830982e-05,,0,1
3,2500.0,-1201.237923881415,512,True,18113,0.0151493436634,4851,3.965675081771,False,0.1148485311159,0.1438659916714,3.25830982e-05,,0,2
4,2500.0,-1220.3787553586487,512,True,33254,4.86385705e-05,7877,0.8374496868437,True,0.4788644151532,0.3308995977153,1.777256e-07,0.65660863544,0,0
4,2500.0,-1272.523061876897,512,True,33254,4.86385705e-05,7877,0.8374496868437,True,0.4788644151532,0.3308995977153,1.777256e-07,0.65660863544,0,1
4,2500.0,-1201.237923881415,512,True,33254,4.86385705e-05,7877,0.8374496868437,True,0.4788644151532,0.3308995977153,1.777256e-07,0.65660863544,0,2
5,2500.0,-1220.3787553586487,1024,True,5444,0.0014972501595,7098,2.1137505514135,False,0.6087970645476,0.3031787955469,2.8997503e-06,,0,0
5,2500.0,-1272.523061876897,1024,True,5444,0.0014972501595,7098,2.1137505514135,False,0.6087970645476,0.3031787955469,2.8997503e-06,,0,1
5,2500.0,-1201.237923881415,1024,True,5444,0.0014972501595,7098,2.1137505514135,False,0.6087970645476,0.3031787955469,2.8997503e-06,,0,2
6,2500.0,-1220.3787553586487,1024,False,112390,0.0947322469392,2957,0.106449413073,True,,,,0.9300032356005,0,0
6,2500.0,-1272.523061876897,1024,False,112390,0.0947322469392,2957,0.106449413073,True,,,,0.9300032356005,0,1
