config_id,budget,performance,hp_config.buffer_batch_size,hp_config.buffer_prio_sampling,hp_config.buffer_size,hp_config.learning_rate,hp_config.learning_starts,hp_config.reward_scale,hp_config.use_target_network,hp_config.buffer_alpha,hp_config.buffer_beta,hp_config.buffer_epsilon,hp_config.tau,optimisation_seed,seed
0,625000.0,66.998726,512,True,1221208,0.0115038614859,6036,3.6000911929116,False,0.5861995941544,0.1944690198935,5.6024e-09,,0,0
0,625000.0,387.0738,512,True,1221208,0.0115038614859,6036,3.6000911929116,False,0.5861995941544,0.1944690198935,5.6024e-09,,0,1
0,625000.0,181.59149,512,True,1221208,0.0115038614859,6036,3.6000911929116,False,0.5861995941544,0.1944690198935,5.6024e-09,,0,2
1,625000.0,560.37463,1024,True,841100,0.0002511226362,2163,5.4957161864116,False,0.5419994971545,0.7395489953577,1.29303e-08,,0,0
1,625000.0,4132.5977,1024,True,841100,0.0002511226362,2163,5.4957161864116,False,0.5419994971545,0.7395489953577,1.29303e-08,,0,1
1,625000.0,963.64087,1024,True,841100,0.0002511226362,2163,5.4957161864116,False,0.5419994971545,0.7395489953577,1.29303e-08,,0,2
2,625000.0,933.1974,512,False,606522,9.20288469e-05,5072,9.062263471262,True,,,,0.1082875468554,0,0
2,625000.0,589.1541,512,False,606522,9.20288469e-05,5072,9.062263471262,True,,,,0.1082875468554,0,1
2,625000.0,1674.5896,512,False,606522,9.20288469e-05,5072,9.062263471262,True,,,,0.1082875468554,0,2
3,625000.0,348.79178,1024,True,543425,0.0151493436634,4851,3.965675081771,False,0.1148485311159,0.1438659916714,3.25830982e-05,,0,0
3,625000.0,111.26204,1024,True,543425,0.0151493436634,4851,3.965675081771,False,0.1148485311159,0.1438659916714,3.25830982e-05,,0,1
3,625000.0,56.13083,1024,True,543425,0.0151493436634,4851,3.965675081771,False,0.1148485311159,0.1438659916714,3.25830982e-05,,0,2
4,625000.0,470.4944,1024,True,951782,4.86385705e-05,7877,0.8374496868437,True,0.4788644151532,0.3308995977153,1.777256e-07,0.65660863544,0,0
4,625000.0,919.121,1024,True,951782,4.86385705e-05,7877,0.8374496868437,True,0.4788644151532,0.3308995977153,1.777256e-07,0.65660863544,0,1
4,625000.0,1255.6912,1024,True,951782,4.86385705e-05,7877,0.8374496868437,True,0.4788644151532,0.3308995977153,1.777256e-07,0.65660863544,0,2
5,625000.0,385.24374,2048,True,399684,6.4054197e-06,15127,0.4309267799259,False,0.9766948703633,0.0487959143318,3.8897e-08,,0,0
5,625000.0,2.2250738585072014e-308,2048,True,399684,6.4054197e-06,15127,0.4309267799259,False,0.9766948703633,0.0487959143318,3.8897e-08,,0,1
5,625000.0,390.44693,2048,True,399684,6.4054197e-06,15127,0.4309267799259,False,0.9766948703633,0.0487959143318,3.8897e-08,,0,2
6,625000.0,2973.2554,2048,False,1948422,0.0018430691395,10959,3.6032215317319,True,,,,0.528015572932,0,0
6,625000.0,3573.8506,2048,False,1948422,0.0018430691395,10959,3.6032215317319,True,,,,0.528015572932,0,1
6,625000.0,3950.073,2048,False,1948422,0.0018430691395,10959,3.6032215317319,True,,,,0.528015572932,0,2
7,625000.0,340.813,512,True,1920047,1.84696222e-05,2957,7.9276068983354,True,0.9769934773084,0.128994595601,2.0928e-09,0.1030011056509,0,0
7,625000.0,362.70428,512,True,1920047,1.84696222e-05,2957,7.9276068983354,True,0.9769934773084,0.128994595601,2.0928e-09,0.1030011056509,0,1
7,625000.0,355.23444,512,True,1920047,1.84696222e-05,2957,7.9276068983354,True,0.9769934773084,0.128994595601,2.0928e-09,0.1030011056509,0,2
8,1250000.0,5425.9043,2048,False,1948422,0.0018430691395,10959,3.6032215317319,True,,,,0.528015572932,0,0
8,1250000.0,4566.8223,2048,False,1948422,0.0018430691395,10959,3.6032215317319,True,,,,0.528015572932,0,1
8,1250000.0,5143.5967,2048,False,1948422,0.0018430691395,10959,3.6032215317319,True,,,,0.528015572932,0,2
9,1250000.0,2353.4644,1024,True,841100,0.0002511226362,2163,5.4957161864116,False,0.5419994971545,0.7395489953577,1.29303e-08,,0,0
9,1250000.0,4132.503,1024,True,841100,0.0002511226362,2163,5.4957161864116,False,0.5419994971545,0.7395489953577,1.29303e-08,,0,1
9,1250000.0,2528.8494,1024,True,841100,0.0002511226362,2163,5.4957161864116,False,0.5419994971545,0.7395489953577,1.29303e-08,,0,2
10,1250000.0,4227.699,512,False,606522,9.20288469e-05,5072,9.062263471262,True,,,,0.1082875468554,0,0
10,1250000.0,4567.005,512,False,606522,9.20288469e-05,5072,9.062263471262,True,,,,0.1082875468554,0,1
10,1250000.0,4209.6934,512,False,606522,9.20288469e-05,5072,9.062263471262,True,,,,0.1082875468554,0,2
11,1250000.0,4487.6094,1024,True,951782,4.86385705e-05,7877,0.8374496868437,True,0.4788644151532,0.3308995977153,1.777256e-07,0.65660863544,0,0
11,1250000.0,3302.0615,1024,True,951782,4.86385705e-05,7877,0.8374496868437,True,0.4788644151532,0.3308995977153,1.777256e-07,0.65660863544,0,1
11,1250000.0,4269.886,1024,True,951782,4.86385705e-05,7877,0.8374496868437,True,0.4788644151532,0.3308995977153,1.777256e-07,0.65660863544,0,2
12,2500000.0,4671.7524,2048,False,1948422,0.0018430691395,10959,3.6032215317319,True,,,,0.528015572932,0,0
12,2500000.0,4377.619,2048,False,1948422,0.0018430691395,10959,3.6032215317319,True,,,,0.528015572932,0,1
12,2500000.0,3930.1978,2048,False,1948422,0.0018430691395,10959,3.6032215317319,True,,,,0.528015572932,0,2
13,2500000.0,4497.544,512,False,606522,9.20288469e-05,5072,9.062263471262,True,,,,0.1082875468554,0,0
13,2500000.0,4188.5645,512,False,606522,9.20288469e-05,5072,9.062263471262,True,,,,0.1082875468554,0,1
13,2500000.0,4427.9893,512,False,606522,9.20288469e-05,5072,9.062263471262,True,,,,0.1082875468554,0,2
14,5000000.0,4436.7144,512,False,606522,9.20288469e-05,5072,9.062263471262,True,,,,0.1082875468554,0,0
14,5000000.0,4525.739,512,False,606522,9.20288469e-05,5072,9.062263471262,True,,,,0.1082875468554,0,1
14,5000000.0,4522.184,512,False,606522,9.20288469e-05,5072,9.062263471262,True,,,,0.1082875468554,0,2
15,1250000.0,3563.2756,2048,True,1636991,0.0002145625215,4469,2.1137505514135,True,0.6087970645476,0.3031787955469,2.8997503e-06,0.5801870306006,0,0
15,1250000.0,3829.0808,2048,True,1636991,0.0002145625215,4469,2.1137505514135,True,0.6087970645476,0.3031787955469,2.8997503e-06,0.5801870306006,0,1
15,1250000.0,4475.956,2048,True,1636991,0.0002145625215,4469,2.1137505514135,True,0.6087970645476,0.3031787955469,2.8997503e-06,0.5801870306006,0,2
16,1250000.0,570.4435,1024,False,1261556,1.66773852e-05,14165,0.106449413073,True,,,,0.9300032356005,0,0
16,1250000.0,1294.6052,1024,False,1261556,1.66773852e-05,14165,0.106449413073,True,,,,0.9300032356005,0,1
16,1250000.0,583.33545,1024,False,1261556,1.66773852e-05,14165,0.106449413073,True,,,,0.9300032356005,0,2
17,1250000.0,74.04253,512,True,376179,1.0555465e-06,13640,1.8960166746975,False,0.4025406834385,0.7280017370214,1.0763811e-06,,0,0
17,1250000.0,205.82559,512,True,376179,1.0555465e-06,13640,1.8960166746975,False,0.4025406834385,0.7280017370214,1.0763811e-06,,0,1
17,1250000.0,308.06522,512,True,376179,1.0555465e-06,13640,1.8960166746975,False,0.4025406834385,0.7280017370214,1.0763811e-06,,0,2
18,1250000.0,2323.9763,2048,True,380088,0.0024495295558,3091,6.0688845301762,True,0.88229216514,0.5063111381074,1.2473e-09,0.4344810139363,0,0
18,1250000.0,2.2250738585072014e-308,2048,True,380088,0.0024495295558,3091,6.0688845301762,True,0.88229216514,0.5063111381074,1.2473e-09,0.4344810139363,0,1
18,1250000.0,443.00345,2048,True,380088,0.0024495295558,3091,6.0688845301762,True,0.88229216514,0.5063111381074,1.2473e-09,0.4344810139363,0,2
19,1250000.0,678.71533,512,False,1675708,2.23892665e-05,12895,2.2914539764798,True,,,,0.1441193235802,0,0
19,1250000.0,742.7391,512,False,1675708,2.23892665e-05,12895,2.2914539764798,True,,,,0.1441193235802,0,1
19,1250000.0,558.88684,512,False,1675708,2.23892665e-05,12895,2.2914539764798,True,,,,0.1441193235802,0,2
20,1250000.0,425.4324,512,True,1405416,0.004742093477,3912,0.7913989622326,False,0.8829180082363,0.6475502972373,1.9992527e-06,,0,0
20,1250000.0,2.2250738585072014e-308,512,True,1405416,0.004742093477,3912,0.7913989622326,False,0.8829180082363,0.6475502972373,1.9992527e-06,,0,1
20,1250000.0,4612.6865,512,True,1405416,0.004742093477,3912,0.7913989622326,False,0.8829180082363,0.6475502972373,1.9992527e-06,,0,2
21,2500000.0,4321.2646,2048,True,1636991,0.0002145625215,4469,2.1137505514135,True,0.6087970645476,0.3031787955469,2.8997503e-06,0.5801870306006,0,0
21,2500000.0,3977.5,2048,True,1636991,0.0002145625215,4469,2.1137505514135,True,0.6087970645476,0.3031787955469,2.8997503e-06,0.5801870306006,0,1
21,2500000.0,4211.624,2048,True,1636991,0.0002145625215,4469,2.1137505514135,True,0.6087970645476,0.3031787955469,2.8997503e-06,0.5801870306006,0,2
22,2500000.0,2.2250738585072014e-308,512,True,1405416,0.004742093477,3912,0.7913989622326,False,0.8829180082363,0.6475502972373,1.9992527e-06,,0,0
22,2500000.0,126.03019,512,True,1405416,0.004742093477,3912,0.7913989622326,False,0.8829180082363,0.6475502972373,1.9992527e-06,,0,1
22,2500000.0,84.41174,512,True,1405416,0.004742093477,3912,0.7913989622326,False,0.8829180082363,0.6475502972373,1.9992527e-06,,0,2
23,2500000.0,794.1532,2048,True,380088,0.0024495295558,3091,6.0688845301762,True,0.88229216514,0.5063111381074,1.2473e-09,0.4344810139363,0,0
23,2500000.0,336.67365,2048,True,380088,0.0024495295558,3091,6.0688845301762,True,0.88229216514,0.5063111381074,1.2473e-09,0.4344810139363,0,1
23,2500000.0,483.15588,2048,True,380088,0.0024495295558,3091,6.0688845301762,True,0.88229216514,0.5063111381074,1.2473e-09,0.4344810139363,0,2
24,5000000.0,3144.6914,2048,True,1636991,0.0002145625215,4469,2.1137505514135,True,0.6087970645476,0.3031787955469,2.8997503e-06,0.5801870306006,0,0
24,5000000.0,4273.249,2048,True,1636991,0.0002145625215,4469,2.1137505514135,True,0.6087970645476,0.3031787955469,2.8997503e-06,0.5801870306006,0,1
24,5000000.0,3612.7905,2048,True,1636991,0.0002145625215,4469,2.1137505514135,True,0.6087970645476,0.3031787955469,2.8997503e-06,0.5801870306006,0,2
25,2500000.0,210.576,2048,True,771661,0.064705727672,6594,9.060284954064,False,0.695606274177,0.4296164980726,2.8209e-08,,0,0
25,2500000.0,209.85562,2048,True,771661,0.064705727672,6594,9.060284954064,False,0.695606274177,0.4296164980726,2.8209e-08,,0,1
25,2500000.0,206.49539,2048,True,771661,0.064705727672,6594,9.060284954064,False,0.695606274177,0.4296164980726,2.8209e-08,,0,2
26,2500000.0,211.38957,1024,False,648963,0.0288148773317,1162,1.0390367228172,False,,,,,0,0
26,2500000.0,408.3277,1024,False,648963,0.0288148773317,1162,1.0390367228172,False,,,,,0,1
26,2500000.0,359.57886,1024,False,648963,0.0288148773317,1162,1.0390367228172,False,,,,,0,2
27,2500000.0,57.6328,1024,True,1609962,0.0107391509091,14006,0.2156229711723,False,0.4590072558513,0.0215969433432,1.8693e-09,,0,0
27,2500000.0,334.16766,1024,True,1609962,0.0107391509091,14006,0.2156229711723,False,0.4590072558513,0.0215969433432,1.8693e-09,,0,1
27,2500000.0,253.58804,1024,True,1609962,0.0107391509091,14006,0.2156229711723,False,0.4590072558513,0.0215969433432,1.8693e-09,,0,2
28,2500000.0,4304.3174,1024,False,334164,9.20288469e-05,2746,7.8478313533895,True,,,,0.070307684157,0,0
28,2500000.0,4491.49,1024,False,334164,9.20288469e-05,2746,7.8478313533895,True,,,,0.070307684157,0,1
28,2500000.0,4207.6025,1024,False,334164,9.20288469e-05,2746,7.8478313533895,True,,,,0.070307684157,0,2
29,5000000.0,1951.264,1024,False,334164,9.20288469e-05,2746,7.8478313533895,True,,,,0.070307684157,0,0
29,5000000.0,4512.6436,1024,False,334164,9.20288469e-05,2746,7.8478313533895,True,,,,0.070307684157,0,1
29,5000000.0,3733.2612,1024,False,334164,9.20288469e-05,2746,7.8478313533895,True,,,,0.070307684157,0,2
30,5000000.0,82.390045,1024,False,648963,0.0288148773317,1162,1.0390367228172,False,,,,,0,0
30,5000000.0,169.40073,1024,False,648963,0.0288148773317,1162,1.0390367228172,False,,,,,0,1
