config_id,budget,performance,hp_config.buffer_batch_size,hp_config.buffer_prio_sampling,hp_config.buffer_size,hp_config.initial_epsilon,hp_config.learning_rate,hp_config.learning_starts,hp_config.target_epsilon,hp_config.use_target_network,hp_config.buffer_alpha,hp_config.buffer_beta,hp_config.buffer_epsilon,hp_config.target_update_interval,optimisation_seed,seed
0,6250.0,136.19531,64,True,40536,0.9060843643877,0.0017412429067,99,0.1360970264937,True,0.7764913525399,0.6159747654952,5.5992237e-06,47.0,0,0
0,6250.0,180.24219,64,True,40536,0.9060843643877,0.0017412429067,99,0.1360970264937,True,0.7764913525399,0.6159747654952,5.5992237e-06,47.0,0,1
0,6250.0,110.453125,64,True,40536,0.9060843643877,0.0017412429067,99,0.1360970264937,True,0.7764913525399,0.6159747654952,5.5992237e-06,47.0,0,2
1,6250.0,28.742188,128,True,53644,0.7399885861875,6.93757513e-05,2008,0.1444058982905,True,0.4615888288944,0.620764656906,6.1734052e-05,83.0,0,0
1,6250.0,58.875,128,True,53644,0.7399885861875,6.93757513e-05,2008,0.1444058982905,True,0.4615888288944,0.620764656906,6.1734052e-05,83.0,0,1
1,6250.0,46.960938,128,True,53644,0.7399885861875,6.93757513e-05,2008,0.1444058982905,True,0.4615888288944,0.620764656906,6.1734052e-05,83.0,0,2
2,6250.0,468.625,64,False,81210,0.6963923980504,0.0610626706487,755,0.1168219386229,False,,,,,0,0
2,6250.0,205.03906,64,False,81210,0.6963923980504,0.0610626706487,755,0.1168219386229,False,,,,,0,1
2,6250.0,20.882812,64,False,81210,0.6963923980504,0.0610626706487,755,0.1168219386229,False,,,,,0,2
3,6250.0,9.265625,128,True,18113,0.9180393817687,5.0321538e-06,797,0.1079372726604,False,0.028601902432,0.6850020961124,4.64586795e-05,,0,0
3,6250.0,9.4609375,128,True,18113,0.9180393817687,5.0321538e-06,797,0.1079372726604,False,0.028601902432,0.6850020961124,4.64586795e-05,,0,1
3,6250.0,79.96094,128,True,18113,0.9180393817687,5.0321538e-06,797,0.1079372726604,False,0.028601902432,0.6850020961124,4.64586795e-05,,0,2
4,6250.0,106.921875,128,True,33254,0.6686980802086,0.0224097128559,659,0.1519645092401,True,0.6214591421051,0.365912821568,4.81450319e-05,15.0,0,0
4,6250.0,120.578125,128,True,33254,0.6686980802086,0.0224097128559,659,0.1519645092401,True,0.6214591421051,0.365912821568,4.81450319e-05,15.0,0,1
4,6250.0,93.74219,128,True,33254,0.6686980802086,0.0224097128559,659,0.1519645092401,True,0.6214591421051,0.365912821568,4.81450319e-05,15.0,0,2
5,6250.0,183.00781,128,False,63103,0.6266458012699,0.0019127047982,256,0.1953154335377,True,,,,81.0,0,0
5,6250.0,150.04688,128,False,63103,0.6266458012699,0.0019127047982,256,0.1953154335377,True,,,,81.0,0,1
5,6250.0,129.375,128,False,63103,0.6266458012699,0.0019127047982,256,0.1953154335377,True,,,,81.0,0,2
6,6250.0,9.4609375,64,True,80884,0.7331553864282,4.9081153e-06,1905,0.0942615891279,True,0.4860845955278,0.5695369779388,2.150057e-07,33.0,0,0
6,6250.0,9.328125,64,True,80884,0.7331553864282,4.9081153e-06,1905,0.0942615891279,True,0.4860845955278,0.5695369779388,2.150057e-07,33.0,0,1
6,6250.0,81.46875,64,True,80884,0.7331553864282,4.9081153e-06,1905,0.0942615891279,True,0.4860845955278,0.5695369779388,2.150057e-07,33.0,0,2
7,6250.0,9.3984375,128,True,104579,0.6222127960008,9.6141702e-06,1316,0.1953754565499,True,0.6917745709777,0.8664515356923,1.2908454e-06,55.0,0,0
7,6250.0,9.34375,128,True,104579,0.6222127960008,9.6141702e-06,1316,0.1953754565499,True,0.6917745709777,0.8664515356923,1.2908454e-06,55.0,0,1
7,6250.0,77.71875,128,True,104579,0.6222127960008,9.6141702e-06,1316,0.1953754565499,True,0.6917745709777,0.8664515356923,1.2908454e-06,55.0,0,2
8,12500.0,95.14844,64,False,81210,0.6963923980504,0.0610626706487,755,0.1168219386229,False,,,,,0,0
8,12500.0,21.460938,64,False,81210,0.6963923980504,0.0610626706487,755,0.1168219386229,False,,,,,0,1
8,12500.0,67.09375,64,False,81210,0.6963923980504,0.0610626706487,755,0.1168219386229,False,,,,,0,2
9,12500.0,111.4375,128,False,63103,0.6266458012699,0.0019127047982,256,0.1953154335377,True,,,,81.0,0,0
9,12500.0,344.21875,128,False,63103,0.6266458012699,0.0019127047982,256,0.1953154335377,True,,,,81.0,0,1
9,12500.0,123.46094,128,False,63103,0.6266458012699,0.0019127047982,256,0.1953154335377,True,,,,81.0,0,2
10,12500.0,112.64844,64,True,40536,0.9060843643877,0.0017412429067,99,0.1360970264937,True,0.7764913525399,0.6159747654952,5.5992237e-06,47.0,0,0
10,12500.0,478.66406,64,True,40536,0.9060843643877,0.0017412429067,99,0.1360970264937,True,0.7764913525399,0.6159747654952,5.5992237e-06,47.0,0,1
10,12500.0,100.27344,64,True,40536,0.9060843643877,0.0017412429067,99,0.1360970264937,True,0.7764913525399,0.6159747654952,5.5992237e-06,47.0,0,2
11,12500.0,107.21875,128,True,33254,0.6686980802086,0.0224097128559,659,0.1519645092401,True,0.6214591421051,0.365912821568,4.81450319e-05,15.0,0,0
11,12500.0,98.42969,128,True,33254,0.6686980802086,0.0224097128559,659,0.1519645092401,True,0.6214591421051,0.365912821568,4.81450319e-05,15.0,0,1
11,12500.0,282.6328,128,True,33254,0.6686980802086,0.0224097128559,659,0.1519645092401,True,0.6214591421051,0.365912821568,4.81450319e-05,15.0,0,2
12,25000.0,153.28906,64,True,40536,0.9060843643877,0.0017412429067,99,0.1360970264937,True,0.7764913525399,0.6159747654952,5.5992237e-06,47.0,0,0
12,25000.0,225.71094,64,True,40536,0.9060843643877,0.0017412429067,99,0.1360970264937,True,0.7764913525399,0.6159747654952,5.5992237e-06,47.0,0,1
12,25000.0,111.453125,64,True,40536,0.9060843643877,0.0017412429067,99,0.1360970264937,True,0.7764913525399,0.6159747654952,5.5992237e-06,47.0,0,2
13,25000.0,108.41406,128,False,63103,0.6266458012699,0.0019127047982,256,0.1953154335377,True,,,,81.0,0,0
13,25000.0,406.67188,128,False,63103,0.6266458012699,0.0019127047982,256,0.1953154335377,True,,,,81.0,0,1
13,25000.0,193.07812,128,False,63103,0.6266458012699,0.0019127047982,256,0.1953154335377,True,,,,81.0,0,2
14,50000.0,151.58594,128,False,63103,0.6266458012699,0.0019127047982,256,0.1953154335377,True,,,,81.0,0,0
14,50000.0,500.0,128,False,63103,0.6266458012699,0.0019127047982,256,0.1953154335377,True,,,,81.0,0,1
14,50000.0,191.89062,128,False,63103,0.6266458012699,0.0019127047982,256,0.1953154335377,True,,,,81.0,0,2
15,12500.0,102.078125,256,True,8036,0.5794847918228,6.97631133e-05,1954,0.1213642584293,False,0.8816711303601,0.5138792710603,1.090001e-07,,0,0
15,12500.0,66.69531,256,True,8036,0.5794847918228,6.97631133e-05,1954,0.1213642584293,False,0.8816711303601,0.5138792710603,1.090001e-07,,0,1
15,12500.0,66.33594,256,True,8036,0.5794847918228,6.97631133e-05,1954,0.1213642584293,False,0.8816711303601,0.5138792710603,1.090001e-07,,0,2
16,12500.0,316.08594,64,False,10420,0.5551875705822,0.0127340382263,816,0.1481134523003,True,,,,39.0,0,0
16,12500.0,143.47656,64,False,10420,0.5551875705822,0.0127340382263,816,0.1481134523003,True,,,,39.0,0,1
16,12500.0,91.5625,64,False,10420,0.5551875705822,0.0127340382263,816,0.1481134523003,True,,,,39.0,0,2
17,12500.0,234.42188,256,False,82435,0.8780533469325,0.002513493968,1645,0.1388137864255,True,,,,77.0,0,0
17,12500.0,91.80469,256,False,82435,0.8780533469325,0.002513493968,1645,0.1388137864255,True,,,,77.0,0,1
17,12500.0,150.33594,256,False,82435,0.8780533469325,0.002513493968,1645,0.1388137864255,True,,,,77.0,0,2
18,12500.0,191.16406,256,True,9310,0.6980491377117,0.0001761930166,843,0.1453256016841,True,0.7189137859164,0.1118347251065,0.0007513582529,36.0,0,0
18,12500.0,156.64844,256,True,9310,0.6980491377117,0.0001761930166,843,0.1453256016841,True,0.7189137859164,0.1118347251065,0.0007513582529,36.0,0,1
