config_id,budget,performance,hp_config.buffer_batch_size,hp_config.buffer_prio_sampling,hp_config.buffer_size,hp_config.initial_epsilon,hp_config.learning_rate,hp_config.learning_starts,hp_config.target_epsilon,hp_config.use_target_network,hp_config.buffer_alpha,hp_config.buffer_beta,hp_config.buffer_epsilon,hp_config.target_update_interval,optimisation_seed,seed
0,1250000.0,-1.34375,16,True,171608,0.9060843643877,0.0017412429067,25699,0.1360970264937,True,0.7764913525399,0.6159747654952,5.5992237e-06,431.0,0,0
0,1250000.0,-2.953125,16,True,171608,0.9060843643877,0.0017412429067,25699,0.1360970264937,True,0.7764913525399,0.6159747654952,5.5992237e-06,431.0,0,1
0,1250000.0,-1.265625,16,True,171608,0.9060843643877,0.0017412429067,25699,0.1360970264937,True,0.7764913525399,0.6159747654952,5.5992237e-06,431.0,0,2
1,1250000.0,-3.921875,32,True,840076,0.7399885861875,6.93757513e-05,11224,0.1444058982905,True,0.4615888288944,0.620764656906,6.1734052e-05,1107.0,0,0
1,1250000.0,-3.703125,32,True,840076,0.7399885861875,6.93757513e-05,11224,0.1444058982905,True,0.4615888288944,0.620764656906,6.1734052e-05,1107.0,0,1
1,1250000.0,-3.359375,32,True,840076,0.7399885861875,6.93757513e-05,11224,0.1444058982905,True,0.4615888288944,0.620764656906,6.1734052e-05,1107.0,0,2
2,1250000.0,-1.34375,16,False,605498,0.6963923980504,0.0610626706487,1779,0.1168219386229,False,,,,,0,0
2,1250000.0,-1.296875,16,False,605498,0.6963923980504,0.0610626706487,1779,0.1168219386229,False,,,,,0,1
2,1250000.0,-1.265625,16,False,605498,0.6963923980504,0.0610626706487,1779,0.1168219386229,False,,,,,0,2
3,1250000.0,-3.9375,32,True,542401,0.9180393817687,5.0321538e-06,1821,0.1079372726604,False,0.028601902432,0.6850020961124,4.64586795e-05,,0,0
3,1250000.0,-6.21875,32,True,542401,0.9180393817687,5.0321538e-06,1821,0.1079372726604,False,0.028601902432,0.6850020961124,4.64586795e-05,,0,1
3,1250000.0,-1.9375,32,True,542401,0.9180393817687,5.0321538e-06,1821,0.1079372726604,False,0.028601902432,0.6850020961124,4.64586795e-05,,0,2
4,1250000.0,-1.921875,32,True,950758,0.6686980802086,0.0224097128559,18067,0.1519645092401,True,0.6214591421051,0.365912821568,4.81450319e-05,399.0,0,0
4,1250000.0,-1.296875,32,True,950758,0.6686980802086,0.0224097128559,18067,0.1519645092401,True,0.6214591421051,0.365912821568,4.81450319e-05,399.0,0,1
4,1250000.0,-1.265625,32,True,950758,0.6686980802086,0.0224097128559,18067,0.1519645092401,True,0.6214591421051,0.365912821568,4.81450319e-05,399.0,0,2
5,1250000.0,-1.34375,32,False,587391,0.7909251647193,0.0023646213762,29278,0.0201235831709,False,,,,,0,0
5,1250000.0,-1.875,32,False,587391,0.7909251647193,0.0023646213762,29278,0.0201235831709,False,,,,,0,1
5,1250000.0,-1.265625,32,False,587391,0.7909251647193,0.0023646213762,29278,0.0201235831709,False,,,,,0,2
6,1250000.0,-1.34375,16,True,211956,0.7071842941132,3.85486089e-05,9472,0.1953154335377,False,0.3658500193296,0.2246539162513,0.0004837605406,,0,0
6,1250000.0,-1.296875,16,True,211956,0.7071842941132,3.85486089e-05,9472,0.1953154335377,False,0.3658500193296,0.2246539162513,0.0004837605406,,0,1
6,1250000.0,-1.46875,16,True,211956,0.7071842941132,3.85486089e-05,9472,0.1953154335377,False,0.3658500193296,0.2246539162513,0.0004837605406,,0,2
7,1250000.0,-1.34375,32,True,759939,0.7373487511442,0.0077934079486,23409,0.0942615891279,True,0.4860845955278,0.5695369779388,2.150057e-07,1105.0,0,0
7,1250000.0,-1.296875,32,True,759939,0.7373487511442,0.0077934079486,23409,0.0942615891279,True,0.4860845955278,0.5695369779388,2.150057e-07,1105.0,0,1
7,1250000.0,-1.265625,32,True,759939,0.7373487511442,0.0077934079486,23409,0.0942615891279,True,0.4860845955278,0.5695369779388,2.150057e-07,1105.0,0,2
8,2500000.0,-1.34375,16,False,605498,0.6963923980504,0.0610626706487,1779,0.1168219386229,False,,,,,0,0
8,2500000.0,-1.296875,16,False,605498,0.6963923980504,0.0610626706487,1779,0.1168219386229,False,,,,,0,1
8,2500000.0,-1.265625,16,False,605498,0.6963923980504,0.0610626706487,1779,0.1168219386229,False,,,,,0,2
9,2500000.0,-1.34375,32,True,759939,0.7373487511442,0.0077934079486,23409,0.0942615891279,True,0.4860845955278,0.5695369779388,2.150057e-07,1105.0,0,0
9,2500000.0,-1.296875,32,True,759939,0.7373487511442,0.0077934079486,23409,0.0942615891279,True,0.4860845955278,0.5695369779388,2.150057e-07,1105.0,0,1
9,2500000.0,-2.75,32,True,759939,0.7373487511442,0.0077934079486,23409,0.0942615891279,True,0.4860845955278,0.5695369779388,2.150057e-07,1105.0,0,2
10,2500000.0,-21.46875,16,True,211956,0.7071842941132,3.85486089e-05,9472,0.1953154335377,False,0.3658500193296,0.2246539162513,0.0004837605406,,0,0
10,2500000.0,-1.296875,16,True,211956,0.7071842941132,3.85486089e-05,9472,0.1953154335377,False,0.3658500193296,0.2246539162513,0.0004837605406,,0,1
10,2500000.0,-1.375,16,True,211956,0.7071842941132,3.85486089e-05,9472,0.1953154335377,False,0.3658500193296,0.2246539162513,0.0004837605406,,0,2
11,2500000.0,-1.34375,32,True,950758,0.6686980802086,0.0224097128559,18067,0.1519645092401,True,0.6214591421051,0.365912821568,4.81450319e-05,399.0,0,0
11,2500000.0,-1.296875,32,True,950758,0.6686980802086,0.0224097128559,18067,0.1519645092401,True,0.6214591421051,0.365912821568,4.81450319e-05,399.0,0,1
11,2500000.0,-1.265625,32,True,950758,0.6686980802086,0.0224097128559,18067,0.1519645092401,True,0.6214591421051,0.365912821568,4.81450319e-05,399.0,0,2
12,5000000.0,-1.921875,16,False,605498,0.6963923980504,0.0610626706487,1779,0.1168219386229,False,,,,,0,0
12,5000000.0,-1.296875,16,False,605498,0.6963923980504,0.0610626706487,1779,0.1168219386229,False,,,,,0,1
12,5000000.0,-1.265625,16,False,605498,0.6963923980504,0.0610626706487,1779,0.1168219386229,False,,,,,0,2
13,5000000.0,-1.34375,32,True,950758,0.6686980802086,0.0224097128559,18067,0.1519645092401,True,0.6214591421051,0.365912821568,4.81450319e-05,399.0,0,0
