config_id,budget,performance,hp_config.buffer_batch_size,hp_config.buffer_prio_sampling,hp_config.buffer_size,hp_config.initial_epsilon,hp_config.learning_rate,hp_config.learning_starts,hp_config.target_epsilon,hp_config.use_target_network,hp_config.buffer_alpha,hp_config.buffer_beta,hp_config.buffer_epsilon,hp_config.target_update_interval,optimisation_seed,seed
0,12500.0,-246.016,64,True,40536,0.9060843643877,0.0017412429067,99,0.1360970264937,True,0.7764913525399,0.6159747654952,5.5992237e-06,47.0,0,0
0,12500.0,-224.80856,64,True,40536,0.9060843643877,0.0017412429067,99,0.1360970264937,True,0.7764913525399,0.6159747654952,5.5992237e-06,47.0,0,1
0,12500.0,-174.19742,64,True,40536,0.9060843643877,0.0017412429067,99,0.1360970264937,True,0.7764913525399,0.6159747654952,5.5992237e-06,47.0,0,2
1,12500.0,-153.0676,128,True,53644,0.7399885861875,6.93757513e-05,2008,0.1444058982905,True,0.4615888288944,0.620764656906,6.1734052e-05,83.0,0,0
1,12500.0,-162.44675,128,True,53644,0.7399885861875,6.93757513e-05,2008,0.1444058982905,True,0.4615888288944,0.620764656906,6.1734052e-05,83.0,0,1
1,12500.0,-92.08341,128,True,53644,0.7399885861875,6.93757513e-05,2008,0.1444058982905,True,0.4615888288944,0.620764656906,6.1734052e-05,83.0,0,2
2,12500.0,-492.74576,64,False,81210,0.6963923980504,0.0610626706487,755,0.1168219386229,False,,,,,0,0
2,12500.0,-1108.3276,64,False,81210,0.6963923980504,0.0610626706487,755,0.1168219386229,False,,,,,0,1
2,12500.0,-407.97504,64,False,81210,0.6963923980504,0.0610626706487,755,0.1168219386229,False,,,,,0,2
3,12500.0,-174.31937,128,True,18113,0.9180393817687,5.0321538e-06,797,0.1079372726604,False,0.028601902432,0.6850020961124,4.64586795e-05,,0,0
3,12500.0,-823.0839,128,True,18113,0.9180393817687,5.0321538e-06,797,0.1079372726604,False,0.028601902432,0.6850020961124,4.64586795e-05,,0,1
3,12500.0,-215.724,128,True,18113,0.9180393817687,5.0321538e-06,797,0.1079372726604,False,0.028601902432,0.6850020961124,4.64586795e-05,,0,2
4,12500.0,-309.81766,128,True,33254,0.6686980802086,0.0224097128559,659,0.1519645092401,True,0.6214591421051,0.365912821568,4.81450319e-05,15.0,0,0
4,12500.0,-243.47652,128,True,33254,0.6686980802086,0.0224097128559,659,0.1519645092401,True,0.6214591421051,0.365912821568,4.81450319e-05,15.0,0,1
4,12500.0,-237.12679,128,True,33254,0.6686980802086,0.0224097128559,659,0.1519645092401,True,0.6214591421051,0.365912821568,4.81450319e-05,15.0,0,2
5,12500.0,-119.36294,128,False,63103,0.6266458012699,0.0019127047982,256,0.1953154335377,True,,,,81.0,0,0
5,12500.0,-225.91412,128,False,63103,0.6266458012699,0.0019127047982,256,0.1953154335377,True,,,,81.0,0,1
5,12500.0,-110.28029,128,False,63103,0.6266458012699,0.0019127047982,256,0.1953154335377,True,,,,81.0,0,2
6,12500.0,-81.597855,64,True,80884,0.7331553864282,4.9081153e-06,1905,0.0942615891279,True,0.4860845955278,0.5695369779388,2.150057e-07,33.0,0,0
6,12500.0,-1168.4397,64,True,80884,0.7331553864282,4.9081153e-06,1905,0.0942615891279,True,0.4860845955278,0.5695369779388,2.150057e-07,33.0,0,1
6,12500.0,-242.62602,64,True,80884,0.7331553864282,4.9081153e-06,1905,0.0942615891279,True,0.4860845955278,0.5695369779388,2.150057e-07,33.0,0,2
7,12500.0,-455.1778,128,True,104579,0.6222127960008,9.6141702e-06,1316,0.1953754565499,True,0.6917745709777,0.8664515356923,1.2908454e-06,55.0,0,0
7,12500.0,-189.95197,128,True,104579,0.6222127960008,9.6141702e-06,1316,0.1953754565499,True,0.6917745709777,0.8664515356923,1.2908454e-06,55.0,0,1
7,12500.0,-76.2419,128,True,104579,0.6222127960008,9.6141702e-06,1316,0.1953754565499,True,0.6917745709777,0.8664515356923,1.2908454e-06,55.0,0,2
8,25000.0,-157.0,128,True,53644,0.7399885861875,6.93757513e-05,2008,0.1444058982905,True,0.4615888288944,0.620764656906,6.1734052e-05,83.0,0,0
8,25000.0,-156.93217,128,True,53644,0.7399885861875,6.93757513e-05,2008,0.1444058982905,True,0.4615888288944,0.620764656906,6.1734052e-05,83.0,0,1
8,25000.0,-139.61998,128,True,53644,0.7399885861875,6.93757513e-05,2008,0.1444058982905,True,0.4615888288944,0.620764656906,6.1734052e-05,83.0,0,2
9,25000.0,-135.9461,128,False,63103,0.6266458012699,0.0019127047982,256,0.1953154335377,True,,,,81.0,0,0
9,25000.0,-161.17494,128,False,63103,0.6266458012699,0.0019127047982,256,0.1953154335377,True,,,,81.0,0,1
9,25000.0,-106.09058,128,False,63103,0.6266458012699,0.0019127047982,256,0.1953154335377,True,,,,81.0,0,2
10,25000.0,-163.49725,64,True,40536,0.9060843643877,0.0017412429067,99,0.1360970264937,True,0.7764913525399,0.6159747654952,5.5992237e-06,47.0,0,0
10,25000.0,-103.07326,64,True,40536,0.9060843643877,0.0017412429067,99,0.1360970264937,True,0.7764913525399,0.6159747654952,5.5992237e-06,47.0,0,1
