config_id,budget,performance,hp_config.buffer_batch_size,hp_config.buffer_prio_sampling,hp_config.buffer_size,hp_config.initial_epsilon,hp_config.learning_rate,hp_config.learning_starts,hp_config.target_epsilon,hp_config.use_target_network,hp_config.buffer_alpha,hp_config.buffer_beta,hp_config.buffer_epsilon,hp_config.target_update_interval,optimisation_seed,seed
0,1000000,0.0,32,False,108422,0.6058881185018,0.0202627866917,1015,0.1920351273976,False,,,,,0,0
0,1000000,0.0,32,False,108422,0.6058881185018,0.0202627866917,1015,0.1920351273976,False,,,,,0,1
0,1000000,0.0,32,False,108422,0.6058881185018,0.0202627866917,1015,0.1920351273976,False,,,,,0,2
1,1000000,0.0,128,True,708529,0.8669842802919,0.0001126656871,1430,0.0245778605854,True,0.3854468731489,0.1039730728138,6.01105795e-05,47.0,0,0
1,1000000,0.0,128,True,708529,0.8669842802919,0.0001126656871,1430,0.0245778605854,True,0.3854468731489,0.1039730728138,6.01105795e-05,47.0,0,1
1,1000000,0.0,128,True,708529,0.8669842802919,0.0001126656871,1430,0.0245778605854,True,0.3854468731489,0.1039730728138,6.01105795e-05,47.0,0,2
2,1000000,0.0,64,False,488416,0.7447194498964,2.104609e-06,1906,0.117146683122,True,,,,4.0,0,0
2,1000000,0.0,64,False,488416,0.7447194498964,2.104609e-06,1906,0.117146683122,True,,,,4.0,0,1
2,1000000,0.0,64,False,488416,0.7447194498964,2.104609e-06,1906,0.117146683122,True,,,,4.0,0,2
3,1000000,0.0,32,True,821187,0.9699131431989,0.0016715721228,273,0.0997168664411,False,0.5155792293139,0.7579156192206,7.052682e-07,,0,0
3,1000000,0.0,32,True,821187,0.9699131431989,0.0016715721228,273,0.0997168664411,False,0.5155792293139,0.7579156192206,7.052682e-07,,0,1
3,1000000,0.0,32,True,821187,0.9699131431989,0.0016715721228,273,0.0997168664411,False,0.5155792293139,0.7579156192206,7.052682e-07,,0,2
4,1000000,0.0,32,False,536821,0.8932186802849,0.0005160075704,722,0.1317051459979,True,,,,54.0,0,0
4,1000000,0.0,32,False,536821,0.8932186802849,0.0005160075704,722,0.1317051459979,True,,,,54.0,0,1
4,1000000,0.0,32,False,536821,0.8932186802849,0.0005160075704,722,0.1317051459979,True,,,,54.0,0,2
5,1000000,0.0,64,True,155242,0.6337919160724,1.7334511e-05,1203,0.0536180962035,False,0.6914968363661,0.5510075630154,1.250281e-07,,0,0
5,1000000,0.0,64,True,155242,0.6337919160724,1.7334511e-05,1203,0.0536180962035,False,0.6914968363661,0.5510075630154,1.250281e-07,,0,1
5,1000000,0.0,64,True,155242,0.6337919160724,1.7334511e-05,1203,0.0536180962035,False,0.6914968363661,0.5510075630154,1.250281e-07,,0,2
6,1000000,0.0,128,False,930458,0.754263786599,2.42610304e-05,1621,0.156901180339,False,,,,,0,0
6,1000000,0.0,128,False,930458,0.754263786599,2.42610304e-05,1621,0.156901180339,False,,,,,0,1
6,1000000,0.0,128,False,930458,0.754263786599,2.42610304e-05,1621,0.156901180339,False,,,,,0,2
