config_id,budget,performance,hp_config.buffer_batch_size,hp_config.buffer_prio_sampling,hp_config.buffer_size,hp_config.initial_epsilon,hp_config.learning_rate,hp_config.learning_starts,hp_config.target_epsilon,hp_config.use_target_network,hp_config.buffer_alpha,hp_config.buffer_beta,hp_config.buffer_epsilon,hp_config.target_update_interval,optimisation_seed,seed
0,10000000,17.34375,16,False,108422,0.6058881185018,0.0202627866917,16754,0.1920351273976,False,,,,,0,0
0,10000000,17.1875,16,False,108422,0.6058881185018,0.0202627866917,16754,0.1920351273976,False,,,,,0,1
0,10000000,35.15625,16,False,108422,0.6058881185018,0.0202627866917,16754,0.1920351273976,False,,,,,0,2
1,10000000,162.03125,64,True,708529,0.8669842802919,0.0001126656871,23189,0.0245778605854,True,0.3854468731489,0.1039730728138,6.01105795e-05,940.0,0,0
1,10000000,344.0625,64,True,708529,0.8669842802919,0.0001126656871,23189,0.0245778605854,True,0.3854468731489,0.1039730728138,6.01105795e-05,940.0,0,1
1,10000000,312.8125,64,True,708529,0.8669842802919,0.0001126656871,23189,0.0245778605854,True,0.3854468731489,0.1039730728138,6.01105795e-05,940.0,0,2
2,10000000,2407.8125,32,False,488416,0.7447194498964,2.104609e-06,30575,0.117146683122,True,,,,54.0,0,0
2,10000000,3073.75,32,False,488416,0.7447194498964,2.104609e-06,30575,0.117146683122,True,,,,54.0,0,1
2,10000000,3473.5938,32,False,488416,0.7447194498964,2.104609e-06,30575,0.117146683122,True,,,,54.0,0,2
3,10000000,38.59375,16,True,821187,0.9699131431989,0.0016715721228,5261,0.0997168664411,False,0.5155792293139,0.7579156192206,7.052682e-07,,0,0
3,10000000,74.6875,16,True,821187,0.9699131431989,0.0016715721228,5261,0.0997168664411,False,0.5155792293139,0.7579156192206,7.052682e-07,,0,1
3,10000000,28.59375,16,True,821187,0.9699131431989,0.0016715721228,5261,0.0997168664411,False,0.5155792293139,0.7579156192206,7.052682e-07,,0,2
4,10000000,23.28125,16,False,536821,0.8932186802849,0.0005160075704,12212,0.1317051459979,True,,,,1066.0,0,0
4,10000000,165.78125,16,False,536821,0.8932186802849,0.0005160075704,12212,0.1317051459979,True,,,,1066.0,0,1
4,10000000,17.03125,16,False,536821,0.8932186802849,0.0005160075704,12212,0.1317051459979,True,,,,1066.0,0,2
5,10000000,79.375,32,True,155242,0.6337919160724,1.7334511e-05,19670,0.0536180962035,False,0.6914968363661,0.5510075630154,1.250281e-07,,0,0
