config_id,budget,performance,hp_config.clip_eps,hp_config.ent_coef,hp_config.gae_lambda,hp_config.learning_rate,hp_config.max_grad_norm,hp_config.minibatch_size,hp_config.normalize_advantage,hp_config.vf_clip_eps,hp_config.vf_coef,optimisation_seed,seed
0,100000,67.328125,0.1334392605349,0.3102823477238,0.8214908255535,1.14519959e-05,0.8613398345187,256,False,0.4983903025277,0.7721353499219,0,0
0,100000,394.39844,0.1334392605349,0.3102823477238,0.8214908255535,1.14519959e-05,0.8613398345187,256,False,0.4983903025277,0.7721353499219,0,1
0,100000,61.960938,0.1334392605349,0.3102823477238,0.8214908255535,1.14519959e-05,0.8613398345187,256,False,0.4983903025277,0.7721353499219,0,2
1,100000,500.0,0.3887567454949,0.1015344760381,0.9361524957409,0.000911882611,0.1023175241426,256,True,0.1634725970216,0.0673412596807,0,0
1,100000,500.0,0.3887567454949,0.1015344760381,0.9361524957409,0.000911882611,0.1023175241426,256,True,0.1634725970216,0.0673412596807,0,1
1,100000,500.0,0.3887567454949,0.1015344760381,0.9361524957409,0.000911882611,0.1023175241426,256,True,0.1634725970216,0.0673412596807,0,2
2,100000,500.0,0.2504352009855,0.3934665988199,0.862010743824,0.0003071026264,0.30080646649,512,False,0.0775880906731,0.4135681213811,0,0
2,100000,336.92188,0.2504352009855,0.3934665988199,0.862010743824,0.0003071026264,0.30080646649,512,False,0.0775880906731,0.4135681213811,0,1
2,100000,226.5,0.2504352009855,0.3934665988199,0.862010743824,0.0003071026264,0.30080646649,512,False,0.0775880906731,0.4135681213811,0,2
3,100000,9.2890625,0.0065933386795,0.1959644667804,0.9957539504622,0.0225563113862,0.5456557460129,128,True,0.2717747073621,0.739386969246,0,0
3,100000,9.3125,0.0065933386795,0.1959644667804,0.9957539504622,0.0225563113862,0.5456557460129,128,True,0.2717747073621,0.739386969246,0,1
3,100000,100.671875,0.0065933386795,0.1959644667804,0.9957539504622,0.0225563113862,0.5456557460129,128,True,0.2717747073621,0.739386969246,0,2
4,100000,9.4453125,0.1230075648054,0.4912656871602,0.91077477531,0.0758471981296,0.727733050473,128,False,0.056819580961,0.3732779752463,0,0
4,100000,92.265625,0.1230075648054,0.4912656871602,0.91077477531,0.0758471981296,0.727733050473,128,False,0.056819580961,0.3732779752463,0,1
4,100000,9.40625,0.1230075648054,0.4912656871602,0.91077477531,0.0758471981296,0.727733050473,128,False,0.056819580961,0.3732779752463,0,2
5,100000,428.79688,0.3703909413889,0.1692365785129,0.8437454778484,5.32211847e-05,0.4882360594347,512,True,0.3467472014017,0.5433470252901,0,0
5,100000,390.76562,0.3703909413889,0.1692365785129,0.8437454778484,5.32211847e-05,0.4882360594347,512,True,0.3467472014017,0.5433470252901,0,1
5,100000,499.66406,0.3703909413889,0.1692365785129,0.8437454778484,5.32211847e-05,0.4882360594347,512,True,0.3467472014017,0.5433470252901,0,2
6,100000,500.0,0.4893948002718,0.3362887748517,0.9695949536324,0.0028273628929,0.1711095534265,512,False,0.3857714850456,0.9530346989632,0,0
6,100000,500.0,0.4893948002718,0.3362887748517,0.9695949536324,0.0028273628929,0.1711095534265,512,False,0.3857714850456,0.9530346989632,0,1
6,100000,158.91406,0.4893948002718,0.3362887748517,0.9695949536324,0.0028273628929,0.1711095534265,512,False,0.3857714850456,0.9530346989632,0,2
7,100000,84.28125,0.2378601389937,0.0020678797737,0.8850459337898,2.153853e-06,0.9276796989143,128,True,0.2052954044193,0.1540218777955,0,0
7,100000,175.125,0.2378601389937,0.0020678797737,0.8850459337898,2.153853e-06,0.9276796989143,128,True,0.2052954044193,0.1540218777955,0,1
7,100000,157.49219,0.2378601389937,0.0020678797737,0.8850459337898,2.153853e-06,0.9276796989143,128,True,0.2052954044193,0.1540218777955,0,2
8,100000,156.08594,0.4945314239563,0.0148864750795,0.9839127720334,0.0058681868648,1.47079193e-05,256,True,0.0197565498132,0.0001174907924,0,0
8,100000,169.49219,0.4945314239563,0.0148864750795,0.9839127720334,0.0058681868648,1.47079193e-05,256,True,0.0197565498132,0.0001174907924,0,1
8,100000,194.17188,0.4945314239563,0.0148864750795,0.9839127720334,0.0058681868648,1.47079193e-05,256,True,0.0197565498132,0.0001174907924,0,2
9,100000,500.0,0.3641886605619,0.1216793814295,0.9247297569654,0.0005877470007,0.1246120250335,256,True,0.1979160747248,0.0806780377467,0,0
9,100000,500.0,0.3641886605619,0.1216793814295,0.9247297569654,0.0005877470007,0.1246120250335,256,True,0.1979160747248,0.0806780377467,0,1
9,100000,500.0,0.3641886605619,0.1216793814295,0.9247297569654,0.0005877470007,0.1246120250335,256,True,0.1979160747248,0.0806780377467,0,2
10,100000,498.47656,0.2237771517628,0.2945863046593,0.9268141063656,0.000156065211,0.0165087038653,256,True,0.172147994524,0.0583508207346,0,0
10,100000,470.9375,0.2237771517628,0.2945863046593,0.9268141063656,0.000156065211,0.0165087038653,256,True,0.172147994524,0.0583508207346,0,1
10,100000,491.78906,0.2237771517628,0.2945863046593,0.9268141063656,0.000156065211,0.0165087038653,256,True,0.172147994524,0.0583508207346,0,2
11,100000,108.24219,0.3969273265896,0.1331178091946,0.8715208973842,5.4638069e-06,0.214278173566,256,True,0.1728770543314,0.0001406045194,0,0
11,100000,357.6797,0.3969273265896,0.1331178091946,0.8715208973842,5.4638069e-06,0.214278173566,256,True,0.1728770543314,0.0001406045194,0,1
11,100000,358.5625,0.3969273265896,0.1331178091946,0.8715208973842,5.4638069e-06,0.214278173566,256,True,0.1728770543314,0.0001406045194,0,2
12,100000,447.9375,0.2523707750567,0.1730415505925,0.9328656161017,0.0122697332479,0.1346253060975,256,True,0.3438158885203,0.220797457472,0,0
12,100000,500.0,0.2523707750567,0.1730415505925,0.9328656161017,0.0122697332479,0.1346253060975,256,True,0.3438158885203,0.220797457472,0,1
12,100000,286.53906,0.2523707750567,0.1730415505925,0.9328656161017,0.0122697332479,0.1346253060975,256,True,0.3438158885203,0.220797457472,0,2
13,100000,491.91406,0.4006961699151,0.1438131826832,0.9282347538715,2.52414356e-05,0.0510395789898,256,True,0.0560672498387,9.98634538e-05,0,0
13,100000,489.03125,0.4006961699151,0.1438131826832,0.9282347538715,2.52414356e-05,0.0510395789898,256,True,0.0560672498387,9.98634538e-05,0,1
13,100000,452.375,0.4006961699151,0.1438131826832,0.9282347538715,2.52414356e-05,0.0510395789898,256,True,0.0560672498387,9.98634538e-05,0,2
14,100000,324.45312,0.3557973457945,0.154975260973,0.9300704706782,0.0006254419021,0.0749754986783,256,False,0.1456744385418,0.0001716294431,0,0
14,100000,358.3203,0.3557973457945,0.154975260973,0.9300704706782,0.0006254419021,0.0749754986783,256,False,0.1456744385418,0.0001716294431,0,1
14,100000,498.46875,0.3557973457945,0.154975260973,0.9300704706782,0.0006254419021,0.0749754986783,256,False,0.1456744385418,0.0001716294431,0,2
15,100000,495.60938,0.3683247354032,0.2141929844446,0.9252737740878,0.0220687311846,0.10041391424,256,True,0.0659191696241,6.02510542e-05,0,0
15,100000,500.0,0.3683247354032,0.2141929844446,0.9252737740878,0.0220687311846,0.10041391424,256,True,0.0659191696241,6.02510542e-05,0,1
15,100000,131.39844,0.3683247354032,0.2141929844446,0.9252737740878,0.0220687311846,0.10041391424,256,True,0.0659191696241,6.02510542e-05,0,2
16,100000,316.96875,0.3281574030961,0.0802120879756,0.935531591391,7.38086176e-05,0.1024132526211,256,True,0.2986247056704,0.1048561140172,0,0
16,100000,401.72656,0.3281574030961,0.0802120879756,0.935531591391,7.38086176e-05,0.1024132526211,256,True,0.2986247056704,0.1048561140172,0,1
16,100000,468.4453,0.3281574030961,0.0802120879756,0.935531591391,7.38086176e-05,0.1024132526211,256,True,0.2986247056704,0.1048561140172,0,2
17,100000,386.52344,0.3666956913593,0.1437817338397,0.9297579539332,6.86403452e-05,0.0999832903583,256,True,0.1425942504532,0.4302764722847,0,0
17,100000,462.58594,0.3666956913593,0.1437817338397,0.9297579539332,6.86403452e-05,0.0999832903583,256,True,0.1425942504532,0.4302764722847,0,1
17,100000,500.0,0.3666956913593,0.1437817338397,0.9297579539332,6.86403452e-05,0.0999832903583,256,True,0.1425942504532,0.4302764722847,0,2
18,100000,137.72656,0.2191881223042,0.059050403092,0.9266479939313,0.0003605251434,0.0005669767481,256,True,0.1250517871806,3.576572e-07,0,0
18,100000,500.0,0.2191881223042,0.059050403092,0.9266479939313,0.0003605251434,0.0005669767481,256,True,0.1250517871806,3.576572e-07,0,1
18,100000,148.86719,0.2191881223042,0.059050403092,0.9266479939313,0.0003605251434,0.0005669767481,256,True,0.1250517871806,3.576572e-07,0,2
19,100000,500.0,0.4827331276279,0.1238856899674,0.9478479147086,0.0013518007114,0.120759372922,256,True,0.1763757779361,1.12390076e-05,0,0
19,100000,174.85938,0.4827331276279,0.1238856899674,0.9478479147086,0.0013518007114,0.120759372922,256,True,0.1763757779361,1.12390076e-05,0,1
19,100000,500.0,0.4827331276279,0.1238856899674,0.9478479147086,0.0013518007114,0.120759372922,256,True,0.1763757779361,1.12390076e-05,0,2
20,100000,500.0,0.4135918394317,0.1034276362108,0.9235722512214,0.0023470470901,0.2002455638842,256,True,0.159717124201,0.0002155258997,0,0
20,100000,500.0,0.4135918394317,0.1034276362108,0.9235722512214,0.0023470470901,0.2002455638842,256,True,0.159717124201,0.0002155258997,0,1
20,100000,500.0,0.4135918394317,0.1034276362108,0.9235722512214,0.0023470470901,0.2002455638842,256,True,0.159717124201,0.0002155258997,0,2
21,100000,106.07031,0.1680112424766,0.3283225218893,0.9479934343059,3.36609524e-05,2.45815935e-05,256,True,0.3366427414588,0.0002669973511,0,0
21,100000,199.19531,0.1680112424766,0.3283225218893,0.9479934343059,3.36609524e-05,2.45815935e-05,256,True,0.3366427414588,0.0002669973511,0,1
21,100000,162.4375,0.1680112424766,0.3283225218893,0.9479934343059,3.36609524e-05,2.45815935e-05,256,True,0.3366427414588,0.0002669973511,0,2
22,100000,132.70312,0.4207079151478,0.02006528162,0.9259787901326,0.000223443452,0.9973647887134,128,False,0.0022205304825,0.7152607495904,0,0
22,100000,439.92188,0.4207079151478,0.02006528162,0.9259787901326,0.000223443452,0.9973647887134,128,False,0.0022205304825,0.7152607495904,0,1
22,100000,136.125,0.4207079151478,0.02006528162,0.9259787901326,0.000223443452,0.9973647887134,128,False,0.0022205304825,0.7152607495904,0,2
23,100000,484.8672,0.4349995653317,0.1172275809295,0.9303875634809,0.0035994275614,0.1219367185637,256,True,0.1913486967787,0.0001895374929,0,0
23,100000,500.0,0.4349995653317,0.1172275809295,0.9303875634809,0.0035994275614,0.1219367185637,256,True,0.1913486967787,0.0001895374929,0,1
23,100000,413.0625,0.4349995653317,0.1172275809295,0.9303875634809,0.0035994275614,0.1219367185637,256,True,0.1913486967787,0.0001895374929,0,2
24,100000,144.46094,0.0506604180025,0.1820474504107,0.8609885845472,1.01697136e-05,0.9417716401025,256,False,0.360542373589,0.3396414368161,0,0
24,100000,432.0703,0.0506604180025,0.1820474504107,0.8609885845472,1.01697136e-05,0.9417716401025,256,False,0.360542373589,0.3396414368161,0,1
24,100000,85.08594,0.0506604180025,0.1820474504107,0.8609885845472,1.01697136e-05,0.9417716401025,256,False,0.360542373589,0.3396414368161,0,2
25,100000,500.0,0.2329562089117,0.2779194615943,0.9146351297974,0.0002384625558,0.0390446881834,256,True,0.1532478316639,0.1104471931398,0,0
25,100000,493.08594,0.2329562089117,0.2779194615943,0.9146351297974,0.0002384625558,0.0390446881834,256,True,0.1532478316639,0.1104471931398,0,1
