config_id,budget,performance,hp_config.clip_eps,hp_config.ent_coef,hp_config.gae_lambda,hp_config.learning_rate,hp_config.max_grad_norm,hp_config.minibatch_size,hp_config.normalize_advantage,hp_config.vf_clip_eps,hp_config.vf_coef,optimisation_seed,seed
0,10000000.0,-4.03125,0.1334392605349,0.3102823477238,0.8214908255535,1.14519959e-05,0.8613398345187,256,False,0.4983903025277,0.7721353499219,0,0
0,10000000.0,-7.234375,0.1334392605349,0.3102823477238,0.8214908255535,1.14519959e-05,0.8613398345187,256,False,0.4983903025277,0.7721353499219,0,1
0,10000000.0,-2.015625,0.1334392605349,0.3102823477238,0.8214908255535,1.14519959e-05,0.8613398345187,256,False,0.4983903025277,0.7721353499219,0,2
1,10000000.0,-3.96875,0.3887567454949,0.1015344760381,0.9361524957409,0.000911882611,0.1023175241426,256,True,0.1634725970216,0.0673412596807,0,0
1,10000000.0,-2.0,0.3887567454949,0.1015344760381,0.9361524957409,0.000911882611,0.1023175241426,256,True,0.1634725970216,0.0673412596807,0,1
1,10000000.0,-1.265625,0.3887567454949,0.1015344760381,0.9361524957409,0.000911882611,0.1023175241426,256,True,0.1634725970216,0.0673412596807,0,2
2,10000000.0,-0.984375,0.2504352009855,0.3934665988199,0.862010743824,0.0003071026264,0.30080646649,512,False,0.0775880906731,0.4135681213811,0,0
2,10000000.0,-1.640625,0.2504352009855,0.3934665988199,0.862010743824,0.0003071026264,0.30080646649,512,False,0.0775880906731,0.4135681213811,0,1
2,10000000.0,-2.890625,0.2504352009855,0.3934665988199,0.862010743824,0.0003071026264,0.30080646649,512,False,0.0775880906731,0.4135681213811,0,2
3,10000000.0,-1.34375,0.0065933386795,0.1959644667804,0.9957539504622,0.0225563113862,0.5456557460129,128,True,0.2717747073621,0.739386969246,0,0
3,10000000.0,-1.296875,0.0065933386795,0.1959644667804,0.9957539504622,0.0225563113862,0.5456557460129,128,True,0.2717747073621,0.739386969246,0,1
3,10000000.0,-1.265625,0.0065933386795,0.1959644667804,0.9957539504622,0.0225563113862,0.5456557460129,128,True,0.2717747073621,0.739386969246,0,2
4,10000000.0,-2.0,0.1230075648054,0.4912656871602,0.91077477531,0.0758471981296,0.727733050473,128,False,0.056819580961,0.3732779752463,0,0
4,10000000.0,-1.296875,0.1230075648054,0.4912656871602,0.91077477531,0.0758471981296,0.727733050473,128,False,0.056819580961,0.3732779752463,0,1
4,10000000.0,-1.265625,0.1230075648054,0.4912656871602,0.91077477531,0.0758471981296,0.727733050473,128,False,0.056819580961,0.3732779752463,0,2
5,10000000.0,-1.453125,0.3703909413889,0.1692365785129,0.8437454778484,5.32211847e-05,0.4882360594347,512,True,0.3467472014017,0.5433470252901,0,0
5,10000000.0,-3.09375,0.3703909413889,0.1692365785129,0.8437454778484,5.32211847e-05,0.4882360594347,512,True,0.3467472014017,0.5433470252901,0,1
5,10000000.0,-1.484375,0.3703909413889,0.1692365785129,0.8437454778484,5.32211847e-05,0.4882360594347,512,True,0.3467472014017,0.5433470252901,0,2
6,10000000.0,-1.390625,0.4893948002718,0.3362887748517,0.9695949536324,0.0028273628929,0.1711095534265,512,False,0.3857714850456,0.9530346989632,0,0
6,10000000.0,-8.25,0.4893948002718,0.3362887748517,0.9695949536324,0.0028273628929,0.1711095534265,512,False,0.3857714850456,0.9530346989632,0,1
6,10000000.0,-1.265625,0.4893948002718,0.3362887748517,0.9695949536324,0.0028273628929,0.1711095534265,512,False,0.3857714850456,0.9530346989632,0,2
7,10000000.0,-1.34375,0.2378601389937,0.0020678797737,0.8850459337898,2.153853e-06,0.9276796989143,128,True,0.2052954044193,0.1540218777955,0,0
7,10000000.0,-1.296875,0.2378601389937,0.0020678797737,0.8850459337898,2.153853e-06,0.9276796989143,128,True,0.2052954044193,0.1540218777955,0,1
7,10000000.0,-1.265625,0.2378601389937,0.0020678797737,0.8850459337898,2.153853e-06,0.9276796989143,128,True,0.2052954044193,0.1540218777955,0,2
8,10000000.0,-1.453125,0.0036331719438,0.0696915380319,0.941107577689,5.29503162e-05,0.9999621144333,128,True,0.2519237595435,0.5372637213593,0,0
8,10000000.0,-2.8125,0.0036331719438,0.0696915380319,0.941107577689,5.29503162e-05,0.9999621144333,128,True,0.2519237595435,0.5372637213593,0,1
8,10000000.0,-1.15625,0.0036331719438,0.0696915380319,0.941107577689,5.29503162e-05,0.9999621144333,128,True,0.2519237595435,0.5372637213593,0,2
9,10000000.0,-1.34375,0.0789252052039,0.4026077627898,0.9998891064867,0.0999252717429,0.0583966283091,128,True,0.2964427043475,0.9996811855523,0,0
9,10000000.0,-1.296875,0.0789252052039,0.4026077627898,0.9998891064867,0.0999252717429,0.0583966283091,128,True,0.2964427043475,0.9996811855523,0,1
9,10000000.0,-1.265625,0.0789252052039,0.4026077627898,0.9998891064867,0.0999252717429,0.0583966283091,128,True,0.2964427043475,0.9996811855523,0,2
10,10000000.0,-1.34375,6.68616341e-05,0.0235318247344,0.999885474823,0.0999001514806,0.0006004076579,128,True,0.306635712538,0.999876082871,0,0
10,10000000.0,-1.296875,6.68616341e-05,0.0235318247344,0.999885474823,0.0999001514806,0.0006004076579,128,True,0.306635712538,0.999876082871,0,1
10,10000000.0,-1.265625,6.68616341e-05,0.0235318247344,0.999885474823,0.0999001514806,0.0006004076579,128,True,0.306635712538,0.999876082871,0,2
11,10000000.0,-1.34375,2.60023762e-05,0.2447187870033,0.9998702229923,0.0995978035338,0.1030989484884,128,True,0.3446902143948,0.3587341957641,0,0
11,10000000.0,-1.296875,2.60023762e-05,0.2447187870033,0.9998702229923,0.0995978035338,0.1030989484884,128,True,0.3446902143948,0.3587341957641,0,1
11,10000000.0,-1.265625,2.60023762e-05,0.2447187870033,0.9998702229923,0.0995978035338,0.1030989484884,128,True,0.3446902143948,0.3587341957641,0,2
12,10000000.0,-1.34375,0.4879450100343,0.0001601719978,0.8000017944557,1.0039634e-06,0.9998354317704,128,True,0.1531119225365,0.000114530716,0,0
