cum_budget,optimizer,run_id,budget,performance,seed
100000,PBT,,,,0
200000,PBT,,,,0
300000,PBT,,,,0
400000,PBT,,10000.0,0.0,0
500000,PBT,,10000.0,0.0,0
600000,PBT,,10000.0,0.0,0
700000,PBT,,10000.0,-0.008195312926545732,0
800000,PBT,,10000.0,-0.02185416780412195,0
900000,PBT,,10000.0,-0.035513022681698175,0
1000000,PBT,,10000.0,-0.0440279962494969,0
1100000,PBT,,10000.0,-0.0448271478526294,0
1200000,PBT,,10000.0,-0.045626299455761896,0
1300000,PBT,,10000.0,-0.045621903613209724,0
1400000,PBT,,10000.0,-0.04240331798791885,0
1500000,PBT,,10000.0,-0.03918473236262797,0
1600000,PBT,,10000.0,-0.0359661467373371,0
1700000,PBT,,10000.0,-0.024726725881919254,0
1800000,PBT,,10000.0,-0.01348730502650141,0
1900000,PBT,,10000.0,-0.0022478841710835695,0
2000000,PBT,,10000.0,0.0,0
2100000,PBT,,10000.0,0.0,0
2200000,PBT,,10000.0,0.0,0
2300000,PBT,,10000.0,0.0,0
2400000,PBT,,10000.0,0.0,0
2500000,PBT,,10000.0,0.0,0
2600000,PBT,,10000.0,0.0,0
2700000,PBT,,10000.0,0.0,0
2800000,PBT,,10000.0,0.0,0
2900000,PBT,,10000.0,-0.0033740233629941936,0
3000000,PBT,,10000.0,-0.02024414017796516,0
3100000,PBT,,10000.0,-0.03711425699293613,0
3200000,PBT,,10000.0,-0.0539843738079071,0
100000,PBT,,,,1
200000,PBT,,,,1
300000,PBT,,,,1
400000,PBT,,10000.0,-0.0430572926998138,1
500000,PBT,,10000.0,-0.04224348906427618,1
600000,PBT,,10000.0,-0.04142968542873855,1
700000,PBT,,10000.0,-0.04207193851470942,1
800000,PBT,,10000.0,-0.04368489608168595,1
900000,PBT,,10000.0,-0.045297853648662484,1
1000000,PBT,,10000.0,-0.04048242466524235,1
1100000,PBT,,10000.0,-0.026024415856227223,1
1200000,PBT,,10000.0,-0.011566407047212103,1
1300000,PBT,,10000.0,-0.0019252930416666625,1
1400000,PBT,,10000.0,-0.011551758249999976,1
1500000,PBT,,10000.0,-0.021178223458333287,1
1600000,PBT,,10000.0,-0.0308046886666666,1
1700000,PBT,,10000.0,-0.021178223458333287,1
1800000,PBT,,10000.0,-0.011551758249999974,1
1900000,PBT,,10000.0,-0.0019252930416666612,1
2000000,PBT,,10000.0,-0.014792316666666649,1
2100000,PBT,,10000.0,-0.033282712499999964,1
2200000,PBT,,10000.0,-0.051773108333333276,1
2300000,PBT,,10000.0,-0.056270341666666605,1
2400000,PBT,,10000.0,-0.05143879999999995,1
2500000,PBT,,10000.0,-0.0466072583333333,1
2600000,PBT,,10000.0,-0.03824479166666664,1
2700000,PBT,,10000.0,-0.024585937499999985,1
2800000,PBT,,10000.0,-0.01092708333333333,1
2900000,PBT,,10000.0,0.0,1
3000000,PBT,,10000.0,0.0,1
3100000,PBT,,10000.0,0.0,1
3200000,PBT,,10000.0,-0.0,1
100000,Random Search,0.0,100000.0,-0.0,42
200000,Random Search,1.0,100000.0,-0.2625364363193512,42
300000,Random Search,2.0,100000.0,-0.2378098964691162,42
400000,Random Search,3.0,100000.0,-0.2625364363193512,42
500000,Random Search,4.0,100000.0,-0.0509114563465118,42
600000,Random Search,5.0,100000.0,-0.0,42
700000,Random Search,6.0,100000.0,-0.0,42
800000,Random Search,7.0,100000.0,-0.1138359308242797,42
900000,Random Search,8.0,100000.0,-0.0,42
1000000,Random Search,9.0,100000.0,-0.0,42
1100000,Random Search,10.0,100000.0,-0.0,42
1200000,Random Search,11.0,100000.0,-0.0,42
1300000,Random Search,12.0,100000.0,-0.0,42
1400000,Random Search,13.0,100000.0,-0.0,42
1500000,Random Search,14.0,100000.0,-0.4787161350250244,42
1600000,Random Search,15.0,100000.0,-0.3119479119777679,42
1700000,Random Search,16.0,100000.0,-0.0486354194581508,42
1800000,Random Search,17.0,100000.0,-0.0,42
1900000,Random Search,18.0,100000.0,-0.0,42
2000000,Random Search,19.0,100000.0,-0.0,42
2100000,Random Search,20.0,100000.0,-0.0,42
2200000,Random Search,21.0,100000.0,-0.0,42
2300000,Random Search,22.0,100000.0,-0.3220598995685577,42
2400000,Random Search,23.0,100000.0,-0.0,42
2500000,Random Search,24.0,100000.0,-0.0,42
2600000,Random Search,25.0,100000.0,-0.0,42
2700000,Random Search,26.0,100000.0,-0.0,42
2800000,Random Search,27.0,100000.0,-0.0,42
2900000,Random Search,28.0,100000.0,-0.0,42
3000000,Random Search,29.0,100000.0,-0.2846874892711639,42
3100000,Random Search,30.0,100000.0,-0.0,42
3200000,Random Search,31.0,100000.0,-0.1981119662523269,42
100000,Random Search,0.0,100000.0,-0.0,43
200000,Random Search,1.0,100000.0,-0.0,43
300000,Random Search,2.0,100000.0,-0.0,43
400000,Random Search,3.0,100000.0,-0.0,43
500000,Random Search,4.0,100000.0,-0.0,43
600000,Random Search,5.0,100000.0,-0.0,43
700000,Random Search,6.0,100000.0,-0.0,43
800000,Random Search,7.0,100000.0,-0.0,43
900000,Random Search,8.0,100000.0,-0.028247395530343,43
1000000,Random Search,9.0,100000.0,-0.0,43
1100000,Random Search,10.0,100000.0,-0.0,43
1200000,Random Search,11.0,100000.0,-0.0,43
1300000,Random Search,12.0,100000.0,-0.0,43
1400000,Random Search,13.0,100000.0,-0.0,43
1500000,Random Search,14.0,100000.0,-0.0,43
1600000,Random Search,15.0,100000.0,-0.0,43
1700000,Random Search,16.0,100000.0,-0.3210989534854889,43
1800000,Random Search,17.0,100000.0,-0.336677074432373,43
1900000,Random Search,18.0,100000.0,-0.3214974105358124,43
2000000,Random Search,19.0,100000.0,-0.0,43
2100000,Random Search,20.0,100000.0,-0.0,43
2200000,Random Search,21.0,100000.0,-0.0,43
2300000,Random Search,22.0,100000.0,-0.0,43
2400000,Random Search,23.0,100000.0,-0.0,43
2500000,Random Search,24.0,100000.0,-0.0436380207538604,43
2600000,Random Search,25.0,100000.0,-0.0,43
2700000,Random Search,26.0,100000.0,-0.0,43
2800000,Random Search,27.0,100000.0,-0.0,43
2900000,Random Search,28.0,100000.0,-0.0,43
3000000,Random Search,29.0,100000.0,-0.0,43
3100000,Random Search,30.0,100000.0,-0.0,43
3200000,Random Search,31.0,100000.0,-0.0,43
100000,Random Search,0.0,100000.0,-0.2613411247730255,44
200000,Random Search,1.0,100000.0,-0.2613411247730255,44
300000,Random Search,2.0,100000.0,-0.1700755208730697,44
400000,Random Search,3.0,100000.0,-0.1700755208730697,44
500000,Random Search,4.0,100000.0,-0.1700755208730697,44
600000,Random Search,5.0,100000.0,-0.1700755208730697,44
700000,Random Search,6.0,100000.0,-0.4483619630336761,44
800000,Random Search,7.0,100000.0,-0.1700755208730697,44
900000,Random Search,8.0,100000.0,-0.1700755208730697,44
1000000,Random Search,9.0,100000.0,-0.1700755208730697,44
1100000,Random Search,10.0,100000.0,-0.1700755208730697,44
1200000,Random Search,11.0,100000.0,-0.1700755208730697,44
1300000,Random Search,12.0,100000.0,-0.1700755208730697,44
1400000,Random Search,13.0,100000.0,-0.4483619630336761,44
1500000,Random Search,14.0,100000.0,-0.4880338609218597,44
1600000,Random Search,15.0,100000.0,-0.3456874787807464,44
1700000,Random Search,16.0,100000.0,-0.1700755208730697,44
1800000,Random Search,17.0,100000.0,-0.1700755208730697,44
1900000,Random Search,18.0,100000.0,-0.1700755208730697,44
