Configuration,box2d_bipedal_walker,box2d_lunar_lander_continuous,brax_ant,brax_halfcheetah,brax_hopper,brax_humanoid,cc_continuous_mountain_car,cc_pendulum,Prediction
0,0.889104626180527,0.9877211609437734,0.6732239801150703,0.22071088449267523,0.5001289349022722,0.5418774112557719,0.881430495924885,0.18902469773608144,0.593428859629234
1,0.04246432300308453,0.5226576572063506,0.008216881031095332,0.032115304590201676,0.280310526099289,0.10276043594299977,0.8814878594981727,0.2667527810637975,0.3220262192614835
2,0.10783134048250279,0.9990923336565894,0.8110068215389391,0.6329973772015609,0.35988526042449304,0.5511436514873911,0.8808445223970277,0.15641087195130443,0.6080849329855539
3,0.1855903741580005,0.9848731076687223,0.8074326092020708,0.5493582150019931,0.5877923598486964,0.6717419982412757,0.8812707820364162,0.20435441445888558,0.5924187753547033
4,0.24066073442101688,0.6848527603732348,0.16041293192415365,0.30444488563277344,0.8967810306185944,0.6749850640415713,0.8814075203896364,0.2626731380028122,0.45759602109872277
5,0.8987295600351424,0.993544991048367,0.639812846364908,0.7926283614139966,0.7339389073845576,0.5611534512712594,0.8806049269639062,0.23026678049794827,0.7412628728376096
6,0.15714896752011284,0.7060041406073072,0.15122385763975718,0.20789534848708213,0.5453220200127122,0.37210335367977115,0.8815453221820536,0.26479909394230866,0.42873430797946166
7,0.28204408495203925,0.9605119861586279,0.4420752559545468,0.42886929895394954,0.6148569732307928,0.6068931106330514,0.880896794883093,0.3031093283216383,0.5667832619226111
8,0.1117893281534522,0.9918196811033455,0.5569524363650099,0.5667722085277992,0.7193135294570863,0.0025760036519242883,0.8814037513649897,0.39840013810685737,0.5899187746419694
9,0.13248085387377842,0.5185186913607368,0.48120740923895217,0.5978532856352221,0.27981410636160875,0.47556298084648213,0.8505543712044844,0.17942744495332333,0.46939225267811474
10,0.3819751383496113,0.8175692681649175,0.40167939087101584,0.6031285526454557,0.582294114729466,0.7074054895223734,0.881518957174282,0.27484334132796423,0.5853496070346826
11,0.7813851692376578,0.9833409512293497,0.5472196175832714,0.38792242861595494,0.8250457811686777,0.5958416944966488,0.8764320906566718,0.32336020548599526,0.6209683468499262
12,0.40414385416759946,0.9617012071074449,0.8638527416471272,0.7440811435599742,0.7054052484028436,0.5794349786130136,0.8813612473299037,0.20325522332656362,0.6618073491964857
13,0.06651364610822733,0.5734951396873558,0.19279506042288735,0.17561874743386693,0.40964009705879184,0.35318948788154286,0.8815471234539127,0.27470168493594754,0.374777216559644
14,0.48907615440266455,0.989682408002463,0.6304863449285444,1.0,0.44442528220818217,0.7635155462380654,0.8813424586743753,0.28298588809281433,0.7443196906584829
15,0.11981332694252914,0.6023807833337772,0.5154756768246529,0.40288303804527814,0.8382319398232049,0.5169514977982729,0.8799279393068388,0.9257914527866188,0.44617271404200864
16,0.0840966217303503,0.5686405175343533,0.08827479336093165,0.028666969243508197,0.23172442621249292,0.054587049052446775,0.8814819626723053,0.2726954512031418,0.33823888817299974
17,0.8966692968011667,0.9903757584584648,0.545814096211233,0.8222334485054215,0.4781272126239207,0.7582090664762642,0.8780316688349603,0.2682886318943317,0.7472044550913973
18,0.11277689999947109,0.7081289912216719,0.5173961845581446,0.8326862806356571,0.7957586854125632,0.36489546400429296,0.879521676150865,0.9488420461060921,0.582367356859365
19,0.14962633615308032,0.9620812510278766,0.7408332827367017,0.9511309567720247,0.33836633282406064,0.3314732173657779,0.8094256796963436,0.37600422339557993,0.6702776372048064
20,0.08354563694078172,0.39567255922390854,0.6523481546928431,0.2668936875251433,0.17798540927854725,0.1465028794705016,1.0,0.19994842056804907,0.3760299618255888
21,0.1533972758742805,0.6793693027576049,0.2318229029715752,0.3572887534709351,0.7212455425522727,0.5656465924865078,0.8815536465849515,0.277249476202237,0.459217945338541
22,0.6039254977000038,0.9680801473156684,0.5519137534654305,0.03176960540850447,0.6697718624292871,0.583548016136869,0.8796675513261366,0.264381804689043,0.5059570466471823
23,0.33026008784653316,0.9924715398170941,0.5071499711919871,0.06885796288212803,0.5584196955643115,0.22724508941121987,0.8812369119696865,0.27535545489279867,0.48955098813268727
24,0.6302707856980936,0.9717856273615385,0.8983664072489987,0.9523048310257476,0.4706895603104718,0.6666195472448488,0.8814560615534205,0.16238285618685808,0.7443048369158399
25,0.33286542182663625,0.9871063866980214,0.7237949149135677,0.913583324783388,0.4022798626540481,0.6985036524720823,0.8267910507735615,0.28440799854098925,0.6925166151168366
26,0.35144832291695116,0.9406194187671961,0.8019111678528582,0.8705261157156224,0.6360880000693739,0.3945421119370877,0.8812597374158715,0.3523047063073179,0.682079368165687
27,0.0603587757158053,0.28546200863813914,0.15951065650395535,0.03229171290334186,0.016528216077465716,0.015303955180808368,1.0,0.36865810657773024,0.2845782074960485
28,0.2506178830236301,0.6996563330257329,0.14475546223049116,0.31568071699497535,0.37993934318099815,0.7005352301058423,0.8813591897952234,0.27582250635722094,0.46553320616204164
29,0.20173724783682942,0.7826327555150366,0.07763083355807529,0.031200900498541188,0.6065551726018952,0.5231610977651838,0.881543698640258,0.26824332035166404,0.4093691284382989
30,0.09877900422234892,0.766661481738988,0.3788254389519135,0.41390346996106936,0.7439661112176641,0.4521357339626275,0.8805511998390809,0.24729994806828243,0.48994443121496845
31,0.05593534973421379,0.2853466611394719,0.07173472340127103,0.4093279091609791,0.8891788259571813,0.045319803273127235,0.7538247903755994,0.988946027318833,0.3320954680920536
32,0.10294276803204873,0.9062719510264339,0.3135641383907159,0.8410093837002638,0.6763080114235961,0.35389180730130293,0.8810689914724383,0.9143877515326913,0.6359022518656889
33,0.11155253409466898,0.7035157538682901,1.0,0.51477268100658,0.3480616884928774,0.5641168222598311,0.8798238767123548,0.1560120179673307,0.5002879451252686
34,0.04258335624016729,0.0,0.16758547408172839,0.03227033268429888,0.0010467546606451033,0.015517319296314544,1.0,1.0,0.20712275813522663
35,0.32741723361856967,1.0,0.0,0.11414355578188631,0.6762202761446995,0.021931886249706767,0.8790883036073106,0.2524323945935544,0.5022889801741932
36,0.09269319974481986,0.5319351333897151,0.1516295352788837,0.13768216131242292,0.34392078155512373,0.19054701609941696,0.8788507592881364,0.2596755731986414,0.35676361599632195
37,0.08264496730073738,0.3655993726612444,0.01697765219232749,0.028053443808475974,0.28200756795432375,0.04553321659171533,0.8809102059102132,0.28665617284602113,0.2842161046535689
38,0.0,0.024771151874538818,0.16829049682140415,0.03229737291085008,0.0034203673313540207,0.01534740343588618,1.0,1.0,0.20859871884675787
39,0.1493344307661066,0.7054284930790522,0.342704640901615,0.20904263997561717,0.6147959824877613,0.5754256590372321,0.8789710467461568,0.2922275608839129,0.4274448006753342
40,0.044480764906588234,0.5122884734251217,0.043072951337111816,0.030870553314278962,0.36855837325065877,0.06770838427047754,0.881506860270577,0.2767161237225833,0.3192171628886257
41,0.010252158510566703,0.23051680452660295,0.16560153228351393,0.03229367664832384,9.450540769978622e-05,0.015252423439495351,1.0,1.0,0.26411497306369525
42,0.1731358309268388,0.7072167222309299,0.26292840033858944,0.3839487003088569,0.6912288110997659,0.6195522823769439,0.8814445907119758,0.27579833282070065,0.4756687490419963
43,0.12964216702051304,0.8512786896905065,0.7603318815544554,0.8461938088887012,0.8383173045619542,0.4985330782436203,0.8815165817449251,0.47286356136550334,0.6259710063132112
44,0.0521288059330921,0.038388664297605714,0.11377573923576895,0.030260108962524228,0.04871163272969008,0.011699436772644936,0.8219720281519307,0.19806057010305192,0.18336727763738916
45,0.17257747838491255,0.825913996690502,0.40236675456109505,0.12619945588348894,0.06723914125234237,0.43134301045108936,0.8815271816928694,0.2692556873514521,0.4414545548911356
46,0.3573024938771613,0.9913746565625162,0.7479205106042578,0.6389153639485662,0.7693036372481902,0.38505523176479667,0.8791167424017393,0.2357429818670554,0.6369079905301833
47,0.7736373904407914,0.9927055377665053,0.6524679277234353,0.9255121021495885,0.6327623088915388,0.7504108704530454,0.8811935997380086,0.2630232737665314,0.7600302943376572
48,0.46519845364052514,0.9306431460851594,0.5073195439005735,0.06611569755050725,0.5537148684164329,0.2138493293753155,0.8801538526610431,0.26823142027311003,0.48838738714684904
49,0.6024929066343782,0.9873036461336225,0.6151906584373953,0.5318341759989303,0.7487547054713499,0.498679167995067,0.8813435683521756,0.23183597339527945,0.6382399663180026
50,0.5629182433234051,0.9258282092473126,0.6476889475803808,0.22422140035175692,0.7925871860003506,0.39691035639477584,0.8811274904348788,0.27151288100315807,0.5391068516264351
51,0.4035061119948198,0.9684920622200243,0.7264915884218985,0.8984763509357138,0.6005460656045971,0.9202331599409614,0.8807485279508538,0.2952222773326432,0.7026332127148283
52,0.08852268018909398,0.6460081137090596,0.3610847927924371,0.25153911317909017,0.41699053130237673,0.5373051635169964,0.8802445861563166,0.25193818594377315,0.4155702669157435
53,0.07241436385645073,0.4297556643477281,0.016790232526449983,0.032079445534516166,0.2827974849755097,0.04793106282670388,0.8813436278825026,0.264339903969422,0.3010365144181196
54,0.574648429216837,0.8877920145461718,0.4687939388664067,0.23362598613929017,0.5063557279793112,0.584201989983446,0.8814467035183469,0.27542686585711806,0.5329164224763653
55,0.16392542310842323,0.8733498103422248,0.568247121341913,0.2022126324490665,0.7139844296402111,0.23672073445008546,1.0,0.315430572272526,0.4952231773372063
56,0.029029104623376645,0.2064055356821313,0.16514234771178937,0.03229573524419456,0.00810160157654582,0.01541470659126869,1.0,1.0,0.25998720452486795
57,0.2877429165680394,0.6246288158524875,0.111047753040248,0.03254645285167498,0.7383714217463919,0.3581778656364022,0.8815372037804737,0.27753069906730776,0.3782479954374884
58,0.03561445812086094,0.1705655559353819,0.16787778044995744,0.03157059221173383,0.007901069323520984,0.015305884844034095,1.0,0.23805126289857675,0.25112842479795683
59,0.07183118867563493,0.5645815626984584,0.24595217061193747,0.1536641417860619,0.32308431333826443,0.5319741037002992,0.8811493534901078,0.26584990546715764,0.36740247431147566
60,0.42074612708621884,0.7755775093125746,0.3746548255728214,0.45503148774537805,0.45775418965447856,0.6722589193740715,0.8815567885272763,0.27022113897208183,0.5412613428517322
61,0.07399271769249846,0.4566339348637548,0.1593193509546965,0.1825549886683654,0.08820031624959047,0.052678195077738736,0.396033084182443,0.19790268046146753,0.2524700444414924
62,0.23531512296092724,0.99604656574306,0.7199580480850237,0.6299412034022802,0.3741826891041689,1.0,0.8812432856402279,0.1751102265437538,0.6217545659282919
63,0.11714307050331166,0.6619197287325881,0.2714923161764063,0.35375074935950435,0.7683099941500019,0.6211745797511767,0.8815134166546945,0.2598381189997418,0.4493913771085067
64,0.16464703552139823,0.5729781894503119,0.13680130414714792,0.08509324219512975,0.4581145423973699,0.06087474569797194,0.8815823115842879,0.26941995851918166,0.3633265368455191
65,0.3455578342698513,0.710123026634644,0.5246260186764163,0.28850912345085195,0.6436251824158182,0.7311720580479735,0.8813544284581281,0.2673746175609353,0.4726901646993103
66,0.9311218023525726,0.975405926596706,0.4915667229778331,0.6346019883313135,0.6900350082411912,0.6126313364807777,0.8806881532498233,0.27322092510114043,0.7001962293068155
67,0.1471604849402131,0.40362349137629755,0.030241344011519074,0.031455621264486894,0.274398840105699,0.29856589967239244,0.881531854458178,0.26692446080805726,0.30291412210440155
68,0.8658787725880474,0.9975129990806221,0.6964271605924811,0.6635170069720309,0.6590554866549447,0.306384302907175,0.8812597990567147,0.18854044629571284,0.7057228773725848
69,0.46860037126503534,0.8962870619866645,0.5947844654164175,0.36040962866696286,0.5715178786671704,0.8547971106850266,0.8813582777085558,0.26311585490045086,0.5547326493180617
70,0.21701143436151094,0.7366165181771361,0.3716345132961855,0.29741320484474393,0.6944799306932891,0.6054954062051722,0.8813662659993242,0.26892297803901954,0.4666474235356625
71,0.1002355315247305,0.6394202235722558,0.10134641354268642,0.030157564992407796,0.5956355417734999,0.5731586904218139,0.8814888155760916,0.27399643928486495,0.359218754810485
72,0.06869106423030989,0.1636714774069588,0.16920876740042382,0.032295074707897345,0.00829335117410937,0.01534405053591541,1.0,0.0,0.25342977709452225
73,0.043460108124783015,0.08523348586893456,0.12232383178648827,0.020667228467559105,0.004299953484044529,0.015294223713619897,1.0,0.28832092628339845,0.22677243807875574
74,0.5919838880762979,0.9832594935848873,0.5375516791067495,0.6018361566939398,0.7498014838033014,0.6008299673995258,0.8758280531648741,0.2640458128467452,0.6526387019123759
75,0.04310868026094409,0.4786374969446213,0.413365025574174,0.5661915109460586,0.8776532077629344,0.1033461468040591,0.8812494492849213,0.5291879963739676,0.44613658254748356
76,0.07570852873108516,0.604177667649433,0.3218035780572198,0.30275143040056207,0.874063975399896,0.21785825350012647,0.8733395381573993,0.39579668916070365,0.4146793080034346
77,0.05152760790426861,0.11170275568942482,0.10898793388010987,0.029684837515016826,0.10171682925276819,0.012713057592156744,0.5544985339178673,0.23596062673898893,0.15064621447213225
78,0.04758669144805784,0.21730601860549803,0.16704406952704318,0.03229196991516326,0.0,0.01576557119008755,1.0,0.11008301276072717,0.26507157676365267
79,0.8766540121694568,0.9998124354752767,0.7100823210064958,0.14454162652604982,0.6597625286301132,0.28664857224842166,0.8808288268256554,0.15929950280722524,0.5756684034502313
80,0.1476745132005583,0.46651153595387834,0.4138923877392951,0.19997573852704353,0.449278468127283,0.3068867754511167,0.7246947287000597,0.4726379340779667,0.33198518737527855
81,0.1624985379120593,0.9777484606893646,0.7509836515896131,0.49614092588689435,0.5340242365802997,0.5361162245427795,0.8812765299068288,0.17326444083467016,0.5742700305835289
82,0.05400978705507494,0.2540332980085279,0.12445347522052472,0.028292852919809475,0.006966510767326698,0.01560812154281549,0.7821135427118795,0.2588710367888029,0.232273920886856
83,0.23372698777368806,0.7706716599933848,0.33199439528787866,0.03251439191551345,0.17186341655474183,0.5650781299436712,0.8807445134467753,0.26368462361265715,0.4101986497767891
84,0.05645300133842886,0.39352326239422863,0.020483297625553638,0.03189055891288805,0.32979538775940603,0.06631091017318262,0.8814198215586954,0.27082767823083587,0.2895417717285214
85,0.8213811814210005,0.9937108451270671,0.4773057658673546,0.35885974694400613,0.6684966975657606,0.5997147273367585,0.8813174325191488,0.26424010482935983,0.6220280343432788
86,0.10958615016133756,0.40251699787857703,0.4284646737678748,0.4670494002761746,0.5099454136418587,0.04636884263035174,0.2913361657498101,0.23333066602300725,0.2944122589663552
87,0.13402837551571772,0.7685982997253027,0.3246117057582948,0.25551805522607923,0.33417913742771527,0.6298588128413526,0.8815295922832092,0.271919567841114,0.4545982383267254
88,0.06221125128048269,0.6432420502106344,0.2321515167794582,0.21029192584040668,0.5939590076809136,0.44619135192860476,0.8814355544326129,0.25090078386767667,0.4014596846343588
89,0.08843513290118261,0.6130669951616987,0.7383878025249812,0.7185471610575292,0.7166874477045344,0.0771985189902907,0.8814734230514503,0.37901446176171966,0.5257612166740468
90,0.1281870977242944,0.793017013066421,0.6109444486050035,0.43410985475066344,0.6086406295936134,0.1617615573191103,0.8773955742624879,0.33115205925127195,0.5049220494305465
91,0.05974696213858332,0.32898298705193163,0.07891098343992713,0.031152367883202314,0.37195093622949205,0.056354639474948315,0.8815020804565813,0.28086416190665126,0.27272978261092184
92,0.3087710734709847,0.9037537617908867,0.6193153284717965,0.15696357991717552,0.4573798436849086,0.41072006894181357,0.8394954014821042,0.27440832006333593,0.4778743782238588
93,0.587061922702154,0.9641290200269101,0.44228301005900256,0.18576185451291635,0.6938668794814299,0.6264102139505578,0.8815700915816049,0.27195915002608784,0.5424021404760074
94,0.23734694572752738,0.8608970044905809,0.5092900242618319,0.5380525942491043,0.6688175853144022,0.6166266370457043,0.8814642882009877,0.2800904042920543,0.5630259040503302
95,1.0,0.9925502380217152,0.6132481358765586,0.6572432103599792,0.667364244965693,0.6834126022899222,0.8806970297760048,0.22790616636099767,0.7186726466319509
96,0.48977137463895226,0.978381339263947,0.6752041986419612,0.8761099276214437,0.6012664038847335,0.6710177297349078,0.8801146513670144,0.38541907725918945,0.7097042913174877
97,0.11337612299999782,0.46405016204607896,0.03661985201075077,0.029409661143572755,0.30868585504232615,0.0701994387611867,0.8809362091839429,0.2689351822026105,0.3142047525676328
98,0.10132295966304496,0.3345565411522268,0.8631148439740542,0.32057748222997984,0.24769090837130353,0.7519833940755556,0.0,0.21504346185473225,0.18180140564956476
99,0.08985427180976249,0.32951159048263096,0.4021176810157462,0.8316050021852837,0.2733556953793562,0.3317755279766124,0.796700234878178,0.34331763712202845,0.4633905756635572
100,0.07285468354508319,0.29253465141999824,0.20143876663047816,0.2610300475191971,0.08154351412603071,0.1251869527313683,0.5043689989358289,0.17762912279346843,0.24996849579456112
101,0.4269654816809111,0.9898210546051948,0.6730928204287626,0.03295268848943502,0.5429881657042457,0.01507704072684752,0.8781272522164051,0.28054767968259053,0.49063545491746696
102,0.07257360816485281,0.17433540960317928,0.16746632939937417,0.03229513828721841,0.0064342908823234206,0.015331311879493303,1.0,1.0,0.2567061288264669
103,0.029148512426908278,0.1465775760589724,0.16801171842112111,0.03229774175547679,0.004344896583337361,0.015595060595463794,1.0,0.23265850972329707,0.24421311106572674
104,0.3014046821330706,0.9307473791682966,0.5520770550121913,0.20768006789676552,0.6177512535281179,0.5290479719246165,0.9148122889820515,0.2508769073758215,0.5116079025851141
105,0.07455978691385694,0.5840786020293572,0.20050845024612077,0.16059791111366845,0.46048128179786635,0.23884160629527668,0.8815320762884938,0.2678512210398084,0.37470847122023776
106,0.012996293881411533,0.1263848811247017,0.1656304079651852,0.03227895265792478,0.004847296540129365,0.015358838318067815,1.0,0.07195325179419754,0.23695703753416214
107,0.13654561339700758,0.5984110244546957,0.41694236461730627,0.7982873567598966,0.7810274369064366,0.05644949861224055,0.8799051925271792,0.31607697615647357,0.5475755889433578
108,0.050014902189293636,0.4039219952150257,0.16705787470744707,0.03229381294749256,0.0007041941187487929,0.0153042877850477,1.0,1.0,0.31460967180844757
109,0.021756100921447634,0.25282013499979045,0.15325170249897233,0.02512603313488076,0.9035259062233386,0.013551608044973044,0.8809903517429067,0.13603955162057282,0.24647824561832749
110,0.06502439432252481,0.3038914133201292,0.07958006096422723,0.030525657018332885,0.38416567541759467,0.05700785099604649,0.881501882961782,0.2702971850488871,0.2665768534957756
111,0.06750287148586678,0.2864447251903131,0.1671128761232071,0.03229097320418917,0.003856787336659421,0.015332826646862347,0.867870530959467,0.24055587073156,0.2600736038792354
112,0.18778973033921684,0.9210142344352263,0.241503339417755,0.0,0.4778208045052484,0.15706041032573076,0.8755982566841846,0.2699988249294423,0.4351485049242349
113,0.217011771311374,0.9293839397605997,0.4829318013250196,0.2587132513195122,0.7957393888519841,0.5036034001862113,0.881164096650377,0.2750513833474527,0.5076474874545214
114,0.07590094457056429,0.38217954933977444,0.3506973560614608,0.43174950458944417,1.0,0.0,0.7377607473359825,0.22625567638702854,0.36260897456703217
115,0.08853975739566022,0.21410202217186688,0.14313343977690834,0.029231552612832685,0.17319686585208283,0.01538740854953294,0.2395384925212064,0.2065394637413163,0.12090289604501316
116,0.775969797801521,0.9821265755601475,0.6792529839221064,0.6467700981088143,0.5790962995534592,0.4888381803326236,0.8814657729029789,0.2070701765576898,0.6867466361326763
117,0.29335168235280956,0.7062891950218266,0.18766514655689423,0.4426448013926625,0.6029945082613659,0.6064674906531157,0.8810392377237284,0.24773497855121954,0.5045663994970662
118,0.147840103774737,0.7538387425690577,0.5812556350316662,0.2318312031426796,0.40559395993843184,0.20956467025861347,0.8806415989505539,0.2651014315635955,0.446156507813046
119,0.43750011030416647,0.904741860297718,0.6936223175510186,0.3714737373259049,0.5346271959414775,0.8994286324166969,0.8775378213397798,0.26099974031243306,0.555332997881736
120,0.1871090477037977,0.8604611334423273,0.46684752793882717,0.21415105629202794,0.6124013710251952,0.6785163069211361,0.8761658477663419,0.2585917658235963,0.47360839583871983
121,0.12093480062802812,0.9473357156315215,0.977350416497201,0.7224585847012206,0.4095029601690181,0.6299983931754641,0.8814101173334415,0.25092859794957467,0.6188254586069312
122,0.08435532031747102,0.49728308748743927,0.5116268981767925,0.816338823624418,0.8766566116392356,0.20870159454803253,0.8809939143836201,1.0,0.5194736082795405
123,0.12057290010744193,0.5718892859021707,0.15224571204182707,0.13798680511110778,0.10285570987418631,0.3712265504628074,0.8814461906968821,0.2590590484389182,0.37120633699446015
124,0.16915876838220134,0.6627415072150543,0.3444805526149711,0.30558927485176557,0.7029714362956418,0.719695186944591,0.8814687688792795,0.26399580289798763,0.4435535318684123
125,0.11197096172557572,0.6452649566840094,0.43327166592178734,0.24378645079694755,0.2393142030700701,0.39900982181966455,0.8574079431563087,0.2912319906682845,0.4117680801720035
126,0.32511513020159505,0.9549727552656764,0.47825957631553373,0.07525931504669395,0.21223805660244352,0.16565507740579138,0.8813351973201091,0.26777101549387805,0.48068808585229866
127,0.5686547222691153,0.9559919827302219,0.5149828494410226,0.6975093927918463,0.7313180587930992,0.6448865289883584,0.8814285247572394,0.2635942743284966,0.6680602990884836
