config_id,budget,performance,hp_config.buffer_batch_size,hp_config.buffer_prio_sampling,hp_config.buffer_size,hp_config.learning_rate,hp_config.learning_starts,hp_config.reward_scale,hp_config.use_target_network,hp_config.buffer_alpha,hp_config.buffer_beta,hp_config.buffer_epsilon,hp_config.tau,optimisation_seed,seed
0,500000,-84.19379,512,True,431434,5.1800516e-06,2433,0.4059611610484,False,0.240443627026,0.4720952643155,5.14054042e-05,,42,0
0,500000,-70.329124,512,True,431434,5.1800516e-06,2433,0.4059611610484,False,0.240443627026,0.4720952643155,5.14054042e-05,,42,1
0,500000,299.49524,512,True,431434,5.1800516e-06,2433,0.4059611610484,False,0.240443627026,0.4720952643155,5.14054042e-05,,42,2
1,500000,-104.85802,128,False,439998,0.0297945446259,1016,3.1234907221208,True,,,,0.0729227667832,42,0
1,500000,-51.73207,128,False,439998,0.0297945446259,1016,3.1234907221208,True,,,,0.0729227667832,42,1
1,500000,-99.018906,128,False,439998,0.0297945446259,1016,3.1234907221208,True,,,,0.0729227667832,42,2
2,500000,-121.05207,512,True,99830,0.0004108318895,2790,0.1899603271318,True,0.9304006758191,0.1947043582972,3.89061e-08,0.8621232774238,42,0
2,500000,-98.99622,512,True,99830,0.0004108318895,2790,0.1899603271318,True,0.9304006758191,0.1947043582972,3.89061e-08,0.8621232774238,42,1
2,500000,-109.76396,512,True,99830,0.0004108318895,2790,0.1899603271318,True,0.9304006758191,0.1947043582972,3.89061e-08,0.8621232774238,42,2
3,500000,7.270702,512,False,448624,1.71545889e-05,698,6.5543823435463,False,,,,,42,0
3,500000,32.197247,512,False,448624,1.71545889e-05,698,6.5543823435463,False,,,,,42,1
3,500000,186.6024,512,False,448624,1.71545889e-05,698,6.5543823435463,False,,,,,42,2
4,500000,311.27655,512,True,454953,0.012193011994,4548,2.516029100933,False,0.8995686466418,0.0150109680078,1.32235e-08,,42,0
4,500000,292.84906,512,True,454953,0.012193011994,4548,2.516029100933,False,0.8995686466418,0.0150109680078,1.32235e-08,,42,1
4,500000,319.99792,512,True,454953,0.012193011994,4548,2.516029100933,False,0.8995686466418,0.0150109680078,1.32235e-08,,42,2
5,500000,-32.971085,512,False,339381,5.62849181e-05,7683,8.0882981911482,True,,,,0.3023376825347,42,0
5,500000,-49.02458,512,False,339381,5.62849181e-05,7683,8.0882981911482,True,,,,0.3023376825347,42,1
5,500000,-97.23497,512,False,339381,5.62849181e-05,7683,8.0882981911482,True,,,,0.3023376825347,42,2
6,500000,-113.47292,512,True,220987,0.009805638874,6614,1.2169963323841,False,0.3333847293781,0.8436028442619,4.6103e-09,,42,0
6,500000,-172.00912,512,True,220987,0.009805638874,6614,1.2169963323841,False,0.3333847293781,0.8436028442619,4.6103e-09,,42,1
6,500000,-115.06806,512,True,220987,0.009805638874,6614,1.2169963323841,False,0.3333847293781,0.8436028442619,4.6103e-09,,42,2
7,500000,-125.37545,512,False,139901,2.50997551e-05,8130,3.2786285845111,False,,,,,42,0
7,500000,-96.69481,512,False,139901,2.50997551e-05,8130,3.2786285845111,False,,,,,42,1
7,500000,-101.12836,512,False,139901,2.50997551e-05,8130,3.2786285845111,False,,,,,42,2
8,500000,-112.75627,256,True,492096,2.34317992e-05,6748,2.4744252044214,True,0.5728350809125,0.5847385722205,5.0066105e-06,0.395721905357,42,0
8,500000,-104.082306,256,True,492096,2.34317992e-05,6748,2.4744252044214,True,0.5728350809125,0.5847385722205,5.0066105e-06,0.395721905357,42,1
8,500000,-98.76125,256,True,492096,2.34317992e-05,6748,2.4744252044214,True,0.5728350809125,0.5847385722205,5.0066105e-06,0.395721905357,42,2
9,500000,-22.770374,512,False,140431,0.0005868339914,7860,0.7639430825545,False,,,,,42,0
