config_id,budget,performance,hp_config.buffer_batch_size,hp_config.buffer_prio_sampling,hp_config.buffer_size,hp_config.learning_rate,hp_config.learning_starts,hp_config.reward_scale,hp_config.use_target_network,hp_config.buffer_alpha,hp_config.buffer_beta,hp_config.buffer_epsilon,hp_config.tau,optimisation_seed,seed
0,20000,-168.64145660813548,1024,True,38218,0.0034702669887,5311,1.6722697006184,False,0.4615092843749,0.0559859085928,6.73224892e-05,,42,0
0,20000,-186.16184364560525,1024,True,38218,0.0034702669887,5311,1.6722697006184,False,0.4615092843749,0.0559859085928,6.73224892e-05,,42,1
0,20000,-192.6910218155309,1024,True,38218,0.0034702669887,5311,1.6722697006184,False,0.4615092843749,0.0559859085928,6.73224892e-05,,42,2
1,20000,-1190.7942775698266,512,False,73433,0.0429827629782,7869,0.348897665489,True,,,,0.3771100696763,42,0
1,20000,-1229.8471675137423,512,False,73433,0.0429827629782,7869,0.348897665489,True,,,,0.3771100696763,42,1
1,20000,-1278.4903023885709,512,False,73433,0.0429827629782,7869,0.348897665489,True,,,,0.3771100696763,42,2
2,20000,-1087.0005986191993,1024,False,99830,0.0001373109247,5116,0.6618595597183,False,,,,,42,0
2,20000,-1232.4369196061043,1024,False,99830,0.0001373109247,5116,0.6618595597183,False,,,,,42,1
2,20000,-1214.24811641667,1024,False,99830,0.0001373109247,5116,0.6618595597183,False,,,,,42,2
3,20000,-1239.832850347544,1024,False,53757,5.5009114e-06,854,0.301386490468,False,,,,,42,0
3,20000,-1238.8743023689474,1024,False,53757,5.5009114e-06,854,0.301386490468,False,,,,,42,1
3,20000,-1232.8385387606556,1024,False,53757,5.5009114e-06,854,0.301386490468,False,,,,,42,2
4,20000,-1259.3747282249724,256,True,17670,0.0003829829644,7158,5.1599867182124,False,0.0191050811005,0.5532464514729,1.53548e-08,,42,0
4,20000,-1303.8701763883491,256,True,17670,0.0003829829644,7158,5.1599867182124,False,0.0191050811005,0.5532464514729,1.53548e-08,,42,1
4,20000,-1326.2567207450686,256,True,17670,0.0003829829644,7158,5.1599867182124,False,0.0191050811005,0.5532464514729,1.53548e-08,,42,2
5,20000,-1209.725311082624,512,True,50401,0.000290127215,7679,5.8477398598322,True,0.3015044031489,0.5612332498338,1.1886011e-06,0.7433609315767,42,0
5,20000,-1183.5103904931525,512,True,50401,0.000290127215,7679,5.8477398598322,True,0.3015044031489,0.5612332498338,1.1886011e-06,0.7433609315767,42,1
5,20000,-1259.0097034406272,512,True,50401,0.000290127215,7679,5.8477398598322,True,0.3015044031489,0.5612332498338,1.1886011e-06,0.7433609315767,42,2
6,20000,2.2250738585072014e-308,1024,False,90936,0.0032347028136,5919,9.1977537187525,True,,,,0.4445817064986,42,0
6,20000,2.2250738585072014e-308,1024,False,90936,0.0032347028136,5919,9.1977537187525,True,,,,0.4445817064986,42,1
6,20000,2.2250738585072014e-308,1024,False,90936,0.0032347028136,5919,9.1977537187525,True,,,,0.4445817064986,42,2
7,20000,-1609.127804561571,256,True,6261,2.50997551e-05,8130,3.2786285845111,False,0.0269894908134,0.6532759458163,1.1927e-09,,42,0
7,20000,-1173.0293432789426,256,True,6261,2.50997551e-05,8130,3.2786285845111,False,0.0269894908134,0.6532759458163,1.1927e-09,,42,1
7,20000,-1466.8637225241714,256,True,6261,2.50997551e-05,8130,3.2786285845111,False,0.0269894908134,0.6532759458163,1.1927e-09,,42,2
8,20000,-260.34647016691326,512,True,98880,9.5269892e-06,2082,2.4309762581888,True,0.7531086041244,0.7786488311346,5.6800916e-06,0.8281928914467,42,0
8,20000,-668.0582175856215,512,True,98880,9.5269892e-06,2082,2.4309762581888,True,0.7531086041244,0.7786488311346,5.6800916e-06,0.8281928914467,42,1
8,20000,-1238.0071573821483,512,True,98880,9.5269892e-06,2082,2.4309762581888,True,0.7531086041244,0.7786488311346,5.6800916e-06,0.8281928914467,42,2
9,20000,-1237.0569029169762,256,True,6510,0.0005868339914,7860,0.7639430825545,False,0.8400959561263,0.1551387734751,2.52231802e-05,,42,0
9,20000,-1203.869195175076,256,True,6510,0.0005868339914,7860,0.7639430825545,False,0.8400959561263,0.1551387734751,2.52231802e-05,,42,1
9,20000,-1250.1322126578198,256,True,6510,0.0005868339914,7860,0.7639430825545,False,0.8400959561263,0.1551387734751,2.52231802e-05,,42,2
10,20000,-1153.6689868076269,1024,True,31379,0.0017621850424,7576,4.0199300682792,True,0.5583157415573,0.4599956541201,2.5399e-08,0.2846073711513,42,0
10,20000,-1448.288468654561,1024,True,31379,0.0017621850424,7576,4.0199300682792,True,0.5583157415573,0.4599956541201,2.5399e-08,0.2846073711513,42,1
10,20000,-1303.5533836012278,1024,True,31379,0.0017621850424,7576,4.0199300682792,True,0.5583157415573,0.4599956541201,2.5399e-08,0.2846073711513,42,2
11,20000,-1295.142262642878,256,True,36571,2.4043733e-06,9,0.1129104007911,True,0.8308725784994,0.0235352451787,3.67983852e-05,0.2486739840063,42,0
11,20000,-1245.932649892451,256,True,36571,2.4043733e-06,9,0.1129104007911,True,0.8308725784994,0.0235352451787,3.67983852e-05,0.2486739840063,42,1
11,20000,-1242.2757339454056,256,True,36571,2.4043733e-06,9,0.1129104007911,True,0.8308725784994,0.0235352451787,3.67983852e-05,0.2486739840063,42,2
12,20000,-1239.8917396715665,256,False,50946,0.0005748230754,3374,6.4018002243503,True,,,,0.6370668457736,42,0
12,20000,-1269.8083728589495,256,False,50946,0.0005748230754,3374,6.4018002243503,True,,,,0.6370668457736,42,1
12,20000,-1191.2062257277094,256,False,50946,0.0005748230754,3374,6.4018002243503,True,,,,0.6370668457736,42,2
13,20000,-1408.700932748539,1024,False,76721,6.9931898e-06,6376,0.1529611614041,False,,,,,42,0
13,20000,-1246.9104295223374,1024,False,76721,6.9931898e-06,6376,0.1529611614041,False,,,,,42,1
13,20000,-1241.8589313120196,1024,False,76721,6.9931898e-06,6376,0.1529611614041,False,,,,,42,2
14,20000,-206.64225646772428,256,True,115837,0.0009288856801,4206,0.4730354272289,False,0.1107646478942,0.2922442170069,1.127156e-07,,42,0
14,20000,-216.0149514001765,256,True,115837,0.0009288856801,4206,0.4730354272289,False,0.1107646478942,0.2922442170069,1.127156e-07,,42,1
14,20000,-163.50719105305552,256,True,115837,0.0009288856801,4206,0.4730354272289,False,0.1107646478942,0.2922442170069,1.127156e-07,,42,2
15,20000,-1198.0845461279123,256,True,31129,0.0003451849827,1828,1.5408706931869,False,0.2620942482161,0.4177225050058,4.183e-09,,42,0
15,20000,-1263.0906860231885,256,True,31129,0.0003451849827,1828,1.5408706931869,False,0.2620942482161,0.4177225050058,4.183e-09,,42,1
15,20000,-1227.787822676632,256,True,31129,0.0003451849827,1828,1.5408706931869,False,0.2620942482161,0.4177225050058,4.183e-09,,42,2
16,20000,-1281.8752408088824,512,True,21635,0.002599622679,5984,0.5137181425855,True,0.6314309725407,0.5381264810566,1.74761e-08,0.8779979803941,42,0
16,20000,-1174.3351190218686,512,True,21635,0.002599622679,5984,0.5137181425855,True,0.6314309725407,0.5381264810566,1.74761e-08,0.8779979803941,42,1
16,20000,-1314.8580083293673,512,True,21635,0.002599622679,5984,0.5137181425855,True,0.6314309725407,0.5381264810566,1.74761e-08,0.8779979803941,42,2
17,20000,-1175.1468189276834,1024,False,17502,1.81549599e-05,6166,1.0274894178786,False,,,,,42,0
17,20000,-1207.539857058485,1024,False,17502,1.81549599e-05,6166,1.0274894178786,False,,,,,42,1
17,20000,-1245.5308415077775,1024,False,17502,1.81549599e-05,6166,1.0274894178786,False,,,,,42,2
18,20000,-1168.7326756558782,512,True,109642,0.0048697452264,1990,3.6390784251482,True,0.4204778824898,0.0764057126145,8.9834e-09,0.7777723405281,42,0
18,20000,-1185.6406554992009,512,True,109642,0.0048697452264,1990,3.6390784251482,True,0.4204778824898,0.0764057126145,8.9834e-09,0.7777723405281,42,1
18,20000,-1278.622253216554,512,True,109642,0.0048697452264,1990,3.6390784251482,True,0.4204778824898,0.0764057126145,8.9834e-09,0.7777723405281,42,2
19,20000,-1457.9003766726285,512,True,100809,6.0361912e-06,7221,2.0206552134345,False,0.9449656283215,0.6369083671619,1.6391844e-06,,42,0
19,20000,-1490.4635814718215,512,True,100809,6.0361912e-06,7221,2.0206552134345,False,0.9449656283215,0.6369083671619,1.6391844e-06,,42,1
19,20000,-1050.4248590663135,512,True,100809,6.0361912e-06,7221,2.0206552134345,False,0.9449656283215,0.6369083671619,1.6391844e-06,,42,2
20,20000,-1179.676501128523,512,False,46672,0.0002266351478,4033,4.6758489549407,True,,,,0.8397258935465,42,0
20,20000,-1206.4143477649511,512,False,46672,0.0002266351478,4033,4.6758489549407,True,,,,0.8397258935465,42,1
20,20000,-1203.154248439121,512,False,46672,0.0002266351478,4033,4.6758489549407,True,,,,0.8397258935465,42,2
21,20000,-1287.6163611384663,512,False,54026,3.05920498e-05,6212,4.8201363174463,False,,,,,42,0
21,20000,-1233.7852827892975,512,False,54026,3.05920498e-05,6212,4.8201363174463,False,,,,,42,1
21,20000,-1241.2402751468053,512,False,54026,3.05920498e-05,6212,4.8201363174463,False,,,,,42,2
22,20000,2.2250738585072014e-308,256,False,63576,1.5744688e-06,390,8.7521850264107,False,,,,,42,0
22,20000,2.2250738585072014e-308,256,False,63576,1.5744688e-06,390,8.7521850264107,False,,,,,42,1
22,20000,2.2250738585072014e-308,256,False,63576,1.5744688e-06,390,8.7521850264107,False,,,,,42,2
23,20000,2.2250738585072014e-308,256,True,52208,0.0008012831979,4435,0.3913958720106,True,0.1331931817239,0.9825072099293,5.209117e-06,0.8323360925731,42,0
23,20000,2.2250738585072014e-308,256,True,52208,0.0008012831979,4435,0.3913958720106,True,0.1331931817239,0.9825072099293,5.209117e-06,0.8323360925731,42,1
